-1.755799571043542784e+01,-2.693821048578853805e+01,-2.334990362352489157e+01,-2.007931104356114815e+01,-2.582013477962924242e+01,-2.007358428447082588e+01,-2.697211941766799015e+01,-1.896765434818710716e+01,-2.457034727360472459e+01,-1.499782567089992291e+01,-2.326598604188521691e+01,-1.927463254958798089e+01,-1.947018668737370817e+01,-2.454037147902718985e+01,-1.870807114648609470e+01,-2.164131702073612473e+01,-1.869328516026593690e+01,-3.782055584731587317e+01,-2.060341198101236060e+01,-1.972629175187462280e+01,-1.541512918392845322e+01,-3.476338153113036356e+01,-2.520012845850771654e+01,-2.089252175672775991e+01,-2.306749134334204143e+01,-2.326736832407508970e+01,-2.583016445681406736e+01,-1.827262665083268089e+01,-2.456428550895351393e+01,-2.014271994616693462e+01,-2.800873467887216250e+01,-2.832676148369218438e+01,-2.484175657444353646e+01,-1.566909022584242450e+01,-3.284406498212958070e+01,-2.791994148311736978e+01,-1.980716969232108227e+01,-1.558994666387852135e+01,-1.882759012458749837e+01,-2.285351472500647318e+01,-2.637091029814403598e+01,-2.674793692082533880e+01,-2.057476623225966250e+01,-1.534551718034332879e+01,-2.287721713859266259e+01,-2.191654260286045286e+01,-1.727617397177004932e+01,-1.461075232214444597e+01,-1.951264418973505599e+01,-2.056319542013868329e+01,-2.086972390787871134e+01,-1.696825281365169502e+01,-1.750747847687748049e+01,-2.488212795825527479e+01,-1.749045517708414366e+01,-1.927924920913711304e+01,-2.694499228175870797e+01,-2.092382154237041547e+01,-2.584509987385872165e+01,-2.424706471450956613e+01,-2.861047788973076678e+01,-2.323298112247969271e+01,-1.388422152845350865e+01,-3.705260881771920367e+01,-1.767870534029234619e+01,-3.095043293888793556e+01,-3.068995253023397041e+01,-2.811440832407740231e+01
-1.495912519809928298e+01,-1.084815698070413070e+01,-2.163015492615140545e+01,-1.614562026974279263e+01,-1.460207015090624161e+01,-9.974284801263982203e+00,-1.541185354406801622e+01,-1.412642049852587789e+01,-1.449431307347380127e+01,-1.420974766196672512e+01,-1.178708911613912846e+01,-2.516448002994307487e+01,-3.603797394757140182e+01,-1.600682492820494218e+01,-2.500206687296701702e+01,-1.182982918868585998e+01,-2.425603515169591518e+01,-2.175436575286449425e+01,-1.388481515313865700e+01,-1.384254523629980227e+01,-1.548995088758579897e+01,-1.362977811572146436e+01,-1.820762030461996517e+01,-2.629795776677001484e+01,-1.988164106019521071e+01,-2.084636157102391252e+01,-7.869450858628146861e+00,-1.375979202407575919e+01,-1.378584365268029188e+01,-2.096013908311897467e+01,-1.141285014095445405e+01,-2.273826983184867601e+01,-2.472345498540770592e+01,-1.316940038262794488e+01,-1.545969457511390210e+01,-1.367766554541846702e+01,-1.698241598243374284e+01,-2.621044077136927442e+01,-2.061376492462517618e+01,-1.589615532672056020e+01,-2.125175102504551106e+01,-1.925636448057379368e+01,-1.091595589261835997e+01,-2.012199927401720245e+01,-1.533167231014360432e+01,-1.625505398795393930e+01,-1.692019796627542405e+01,-1.160965911045841459e+01,-1.564427815934709365e+01,-1.347594829641488445e+01,-1.426612809471065724e+01,-1.542822108186443764e+01,-1.836845734902827942e+01,-2.463430984225266940e+01,-1.809693168546787945e+01,-1.623544400860833647e+01,-1.811273230608678020e+01,-1.897953996507371244e+01,-1.462200508344935557e+01,-1.962263373511854070e+01,-1.710101343169800359e+01,-1.990590160513126250e+01,-2.669954463780619491e+01,-1.459350400090042044e+01,-1.296400555108258601e+01,-1.729094506982241342e+01,-3.071697696473002281e+01,-3.331161921884307731e+01
-7.735828741840275136e+00,-1.719464616008611202e+01,-1.205106308431195217e+01,-9.894019738284775656e+00,-1.245477768665550755e+01,-1.567585974105721824e+01,-1.285184614728335362e+01,-1.211845262279631363e+01,-9.591828072717456521e+00,-2.246321067352402423e+01,-4.085246857677494958e+00,-1.137773692119045421e+01,-1.473823858807439002e+01,-1.373989390891082252e+01,-1.719963505100394485e+01,-8.926257001262733581e+00,-1.062928754738499748e+01,-1.202014827383530360e+01,-1.259062895095494028e+01,-2.147613901404767489e+01,-1.447086833056666677e+01,-9.579706158118577619e+00,-1.948004175394138926e+01,-1.307890043703368832e+01,-7.365206212206466319e+00,-8.784929132526759332e+00,-1.550595147291937081e+01,-3.661777204352537751e+01,-1.362913861474449817e+01,-6.549073451955589320e+00,-1.870715641142337660e+01,-1.727034176965636547e+01,-1.079676609138712706e+01,-1.177915858219232703e+01,-7.943959978804433497e+00,-1.214521875499685422e+01,-1.716495715402283295e+01,-1.166265604511821863e+01,-1.112036549311817879e+01,-6.661274794122792997e+00,-1.200285146876628239e+01,-7.417589537668338728e+00,-8.569590429198431281e+00,-1.499334389831633807e+01,-5.210247690728405878e+00,-1.071048510458310510e+01,-8.474998866692329713e+00,-7.764141198393089027e+00,-9.776324529361700044e+00,-5.369500955760424077e+00,-1.148784589513313037e+01,-9.832596935669592142e+00,-6.284749036180464543e+00,-1.155827364523885592e+01,-8.606471055370182199e+00,-1.279390448745806452e+01,-1.214563680622657849e+01,-1.053854992355304887e+01,-1.085687931868958067e+01,-1.051387522260897356e+01,-1.964830341692370297e+01,-1.398780294090705922e+01,-1.408604064191990446e+01,-1.417784343395815938e+01,-3.312781353820206220e+01,-8.936340432580712090e+00,-1.641350993570047123e+01,-2.728926814249680888e+01
-1.534786517947432749e+01,-6.625952750619223508e+00,-4.637390739561818798e+00,-1.071676558598648121e+01,-4.368617055238726898e+00,-1.127941012585273128e+01,-1.812718455765610770e+01,-1.299033725430358288e+01,-1.016490539364508550e+01,-1.038419490747202900e+01,-3.333361248924076925e+00,-1.551614288123518293e+01,-2.679524224616793848e+00,-3.346137037430792383e+00,-1.619485969094374411e+01,-3.788396620389274005e+01,-1.095071750886568296e+01,-3.353436289462790487e+00,-8.717709544448000614e+00,-5.778805653431257738e+00,-1.170786830420318125e+01,-8.964704934554532656e+00,-1.601211467488487017e+01,-8.113991080261648392e+00,-9.480625213701621590e+00,-3.631816773359033412e+00,-7.504033297575118944e+00,-1.251359620726870858e+01,-1.031461026805283865e+01,-6.417209511747334005e+00,-7.355870986741646078e+00,-1.303524295147063228e+01,-1.216728521121050832e+01,-1.928186664944522022e+01,-5.831491342598491556e+00,-9.788263217198775124e+00,-3.443417740855825748e+00,-4.591915748035784617e+00,-1.172208626368726669e+01,-2.402391262061010391e+00,-3.967322362372702305e+00,-3.689645941142687402e+00,-9.849963923051804571e+00,-1.331619146446667301e+01,-2.153566810822594046e+00,-5.119579567501998163e+00,-9.654087661936898712e+00,-6.065834895241428271e+00,-2.526614920096768024e+00,-8.416013174367908078e+00,-7.492712503712915861e+00,-6.417276159598199747e+00,-1.024216985328913410e+01,-1.089748721936932618e+00,-1.608722173381852372e+01,-1.258664865876767891e+01,-8.321836516655753968e+00,-1.616501681901441856e+01,-1.382883192587745214e+01,-6.746104912350018523e+00,-1.437003291479169498e+01,-1.264941514398952194e+01,-5.330339951640940654e+00,-1.126015388426488961e+01,-3.488196546321936609e+01,-2.476059746931816719e+01,-7.104413109067668763e+00,-2.217685326520446409e+01
-1.186419319915321502e+01,-1.226706853269823760e+01,-6.916445488546262510e+00,-5.858559865730574856e+00,-9.535896780270794793e+00,-2.606349538328092574e+00,-8.805582555954469370e+00,-4.029483064126172742e+00,-1.557108935291781115e+01,-7.524946993273361251e+00,-4.453313049554691538e+00,-1.617164173834090235e+01,-2.406673570209251878e+00,-4.455449832670670851e+00,-5.954286658913763297e+00,-2.124083415489392834e+01,-7.849260787931675587e+00,-1.614867537638463801e+01,-8.379493483122695707e+00,-4.298252156802162105e+00,-1.027566116528744899e+01,-5.111899960277930255e+00,-1.798398331979143450e+01,-1.372715475221183823e+01,-2.305870613405515357e+00,-6.212871230057426253e+00,-2.251111922882784455e+01,-1.723396757036294247e+01,-1.694577276562324286e+01,-1.496376661680765352e+01,-8.657179728201938929e+00,-1.049139165784753658e+01,-2.130735904177536355e+01,-3.741183716266366588e+00,-4.031390357329750707e+00,-4.390078891745296197e+00,-1.026842703554051717e+01,-1.492559950533345869e+01,-1.006914116847199558e+01,-7.183894958949011977e-01,-2.369604421893432455e+00,-4.531492482909664332e+00,-1.324729484529808232e+01,-4.686897030791894458e+00,-9.476745610445719947e+00,-6.054610417931661992e+00,-3.350726388890870044e+00,-2.041052101594191370e+01,-1.523872801039233282e+00,-1.478438742293222674e+01,-1.512786502021343615e+01,-2.154714198975842682e-02,-1.130005816136300112e+01,-1.087077102016430885e+01,-1.894413173388629801e+01,-1.118938323877511110e+01,-2.634860339353011227e+00,-4.587388586323003281e+00,-2.303336122555767140e+00,-4.751591032370207301e+00,-1.177114954262506608e+01,-1.277106436574775827e+01,-6.521276335131599433e-01,-1.222346453301447511e+01,-7.460832667731254197e+00,-4.146108761508805252e+00,-1.166676342836661817e+01,-1.625721959151829310e+01
-3.309549454962802173e+00,-1.094064239071849798e+01,-1.746179114480761285e+01,-6.467084523398570539e+00,-1.885882518127704088e+01,-5.928795785389890050e+00,-7.073976470955109619e+00,-5.185948278391947497e+00,-3.482771662616015451e+00,-9.811157357128477585e+00,-1.902541047216213954e+01,-1.367998413048553452e+01,-1.494774190328585917e+01,-9.484717649323549438e+00,-5.676186023930154256e+00,-3.742994073804737365e+00,-6.954010799562793999e+00,-1.014096623667596830e+01,-7.430755038163181503e+00,-1.258907495387729369e+01,-5.078256753923970912e+00,-4.732272370864302857e+00,-2.083378147252116364e+01,-7.000844574039312818e+00,-1.953959423296447451e+00,-4.081283112788536727e+00,-1.585133892271435485e+01,-9.210391542713562529e+00,-5.304240277378270640e+00,-4.888032910406922227e+00,-1.935831989109088624e+01,-6.955607043207305829e+00,-1.919811883971339395e+00,-4.859527790405789638e+00,-6.069293944475831815e+00,-1.429938966262817246e+01,-2.139622430295235606e-02,-3.307893008123146572e+00,-4.843827285928842485e+00,-2.009378088884519542e+01,-9.459872812816700005e+00,-2.823975829826558481e+00,-6.728996035971497314e+00,-5.864317288673230877e+00,-1.084753824843354586e+01,-8.390778754778434489e+00,-3.233447153866023882e+00,-4.141067616935258933e+00,-1.912107177050876849e+00,-8.101547929013936056e+00,-3.076832409215030140e+01,-6.642893601993580255e+00,-3.740199126084417180e+00,-1.250129309441741654e+01,-1.028280707844613318e+01,-8.489626042721225119e+00,-7.524704255503622541e+00,-6.698932790170623264e+00,-1.238810409460582029e+01,-1.161725048712472486e+01,-1.323645062229056713e+01,-4.614625234106412677e+00,-6.966427337392904207e+00,-2.290678588423980244e+01,-6.421306271042563019e+00,-9.745541699123831947e+00,-1.425864725336126071e+01,-2.711970514706365876e+01
-3.030807138925905697e+00,-2.333061486232290260e+00,-3.309318334727039179e+00,-5.634016906115492773e+00,-1.644273307687955210e+00,-6.620351227685318918e+00,-9.559623891142017271e+00,-1.017209859876983380e+01,-4.995279848016741298e+00,-1.430746056354283624e+01,-8.827851995946842223e+00,-1.066344417031320901e+01,-5.119317094901070675e+00,-2.031413678875944484e+00,4.215772555321497528e-01,-6.406300635182628156e+00,-2.738326686372282825e+00,-1.175312863593140200e+01,-1.792276688006713670e+01,-4.091355492753553591e+00,-1.317849109018100862e+01,-5.813272034654985099e+00,-1.416467773523080886e+01,-6.569970193368288136e+00,-2.287496433080534075e+00,-6.700842748761274059e+00,-2.073007770487081558e+01,-1.776398531267165959e+00,-1.219183709400206261e+01,-6.702452640333197209e+00,-1.486856219176461025e+01,-3.122009170755670304e+00,-4.455747832265037900e+00,-1.188510638860746482e+01,-9.456266300270144143e+00,-6.609578084728840786e+00,-1.913227350709976626e+00,-1.606403549904644734e+00,-3.205582957083969564e+00,-7.661526798515813752e+00,-5.366098111551767857e+00,-9.419319049022822909e+00,7.890784555981524007e-02,-3.040853731273064398e+01,-1.037151354949437376e+01,-5.194559070823232538e+00,-8.316010475117552758e+00,-2.782760133522531376e+00,-6.857381740388790448e+00,-1.909154532150497019e+01,-2.735936848082889838e+01,-8.399464127430318783e+00,-9.134560071122397318e+00,-1.509647364572267847e+01,-1.051720633217654566e+01,-9.732437595283542464e+00,-7.031212280044910834e+00,-8.571081295550586177e+00,-8.138689721307423852e+00,-7.017296995620223576e+00,-1.184395648531943124e+01,-7.091037928658126432e+00,-8.473286795463693011e+00,-7.897874787708170530e+00,-1.322283307900043425e+01,-6.266452492964861065e+00,-3.210618452168170656e+00,-2.230006541020495803e+01
-8.694695738732448831e+00,-4.949097447456141552e+00,-2.595177143974403222e+01,-6.878016592757923320e+00,-5.319394026110755291e+00,-7.523215723010673095e+00,-8.946260993254504967e+00,-1.037330707378427519e+01,-7.856404540378859380e+00,-1.038473102441446194e+01,-5.691713793734831661e+00,-1.218775148989345070e+01,-4.737911949859842098e-01,-3.673944654617541161e+00,-3.236227357551895167e-01,-2.622370393403171018e+00,2.061578704565158460e-01,-5.365084517352778803e+00,-6.354063875539917916e+00,-7.950075971099609617e+00,-8.105437744884463669e+00,-1.581804382965668765e+01,-2.698838635935871366e+01,-1.223489556503341547e+01,-7.017118888190187143e+00,-8.267971711426216785e+00,-1.885867691100825283e+01,-4.641460723635221441e+00,-8.366881370661721107e+00,-8.092222236305655514e+00,-3.833633353038746527e+00,-1.323860756702917740e+01,-5.809192399569196752e+00,-7.673955654976377438e+00,-6.822614402737924522e+00,-6.168262168689873981e+00,-6.819094947111373983e+00,-3.409256810913071867e+00,-1.009459697836150305e+01,-1.088670937994862697e+01,-1.260651421042556919e+01,-7.679681577046118868e+00,-2.422709754215195854e+00,-1.257615105423439950e+01,-1.474085577318664697e+01,-1.163789542955337453e+01,-7.022267832848103630e+00,-1.821396318746961640e+01,-8.255426972167915878e+00,-5.063212363883397238e+00,-9.675995741815899720e+00,-6.604015975374193381e+00,-1.946394549954698761e+01,-2.029570403872895668e+01,-5.255799871222905928e+00,-5.361187069233314340e+00,-1.086779025117117392e+01,-4.196007717134084380e+00,-1.671829596394961825e+01,-1.507360826393696618e+00,-1.454610999234723145e+01,-5.450013840563208589e+00,-1.299326027982118426e+01,-5.509947091970199828e+00,-1.408740669751137808e+01,-8.124695043522455862e+00,-5.150725413618023829e+00,-1.874168110120267272e+01
-4.383749034589843774e+00,-6.300475602561328436e+00,-1.265555910253051586e+01,-9.500359789228635776e+00,-6.262294917319012555e+00,-3.310343119447113125e+00,-5.610274157818508023e+00,-4.830088464879418453e+00,-1.176507263049986207e+01,-1.203850263083692340e+01,-1.145099434004430883e+01,-1.764558095568148488e+01,-4.422369613702972657e+00,-1.033927273633126376e+01,-1.752227437438217184e+00,-3.978238892473434873e+00,-5.281911490034946866e+00,-4.979755699831369675e+00,-6.016337580841072175e+00,-1.251312819138297883e+01,-1.511396243043672039e+00,1.103135950221226347e+00,-6.436361784335106861e+00,-1.173590417089618398e+01,-5.622083584227422826e+00,-8.963644891356224775e+00,-1.396861413282356246e+01,-1.489856845622036197e+01,-4.630421245757972315e+00,-2.207198451734422751e+00,-1.262268970496068476e+01,-1.336850407297308685e+01,-5.035498859696207141e+00,-7.256445891507707913e+00,-4.386967592103104607e+00,-8.282662325246976209e+00,-2.428169443880062062e+00,-8.417988235842502220e+00,-5.504996691760676519e+00,-5.923134742675125963e+00,-1.214473627468378325e+01,-8.418144702461168194e+00,-3.265054975043068630e+00,-9.345502373962075282e+00,-6.753697007486424653e+00,-2.074400958276954299e+01,-2.770568274178370594e+00,-5.777529549652808960e+00,-1.174317523501060556e+01,-2.273341411116877708e+00,-1.678728784513938521e+01,-7.561947995743324213e+00,-1.680628103821530672e+01,-1.753040198744076861e+01,-6.967093252711970663e+00,-7.282042971760529504e+00,-1.530917329687929396e+01,-7.633857383587876910e+00,-1.353116027994868809e+01,-2.929929926504432736e+00,-1.116704501891480206e+01,-9.154050881212992152e+00,-8.430438486244213436e+00,-1.655874811690147297e+01,-1.032415230252736293e+00,-6.768584021362803682e+00,-1.637294532787699453e+01,-2.236862413680162476e+01
-2.535792759296078280e+00,-8.065810389590723162e+00,-4.984899968597092723e+00,-2.867670918773555400e+00,-1.013125854016923277e+01,-8.986585971952855800e+00,-6.435130785636966166e+00,-3.592358129488115992e+01,-1.069805636674123583e+01,-1.163880668809115804e+01,-1.034571594751153079e+01,-1.351413014653446254e+01,-1.093110896199713089e+01,-1.197077803741720103e+01,-6.229750907520360315e+00,-1.221453907206519673e+01,-5.286528536833349889e+00,-3.542323316878638551e+00,1.735489554826024516e+00,-1.340751618840435455e+01,-1.486071289315658817e+01,1.290081197910350808e+00,-7.824694222607896377e-01,-9.952107835062298236e+00,-6.827211803462973627e+00,-2.940375760453454390e+01,-4.576712651946842847e+00,-1.178674042307624781e+01,-8.109946673160097319e+00,-4.782978115775983419e+00,-1.108125121299198668e+01,-3.751216074191332517e+00,-1.712065892250031851e+01,-2.787782083148595991e+00,-8.902131452454330685e+00,-2.096768876994655884e+01,-4.440461773673021639e+00,-1.015766598389905973e+01,-2.811636801149293152e+00,-5.227980689960376459e+00,-1.353252958172302556e+01,-6.904799745054957860e+00,-7.879720435813604595e+00,-5.445640226399859785e+00,-3.107639907148676883e+00,-5.302707658640425592e+00,2.261127985214201885e+00,-9.910680043739093392e+00,-7.339258203577748496e+00,-5.319611610335898133e-01,-1.005417189817014112e+01,-5.342113072155228792e+00,-1.831120473998927167e+01,-1.148814525587980029e+01,-1.139971774103394253e+01,-1.298189794869398028e+01,-8.022747153824479227e+00,-8.974943872505292575e+00,-5.636102580271002083e+00,-3.434465370666826445e+00,-2.717331203952301877e+00,-5.810675643076114838e+00,-4.845167135982664242e+00,-3.558576579299339571e+00,-6.113806670045047298e+00,-5.793673702133004255e+00,-1.204846382846164943e+01,-2.347250169118773400e+01
-7.814236494173556480e+00,-5.216393324076872062e+00,-2.160473025107063183e+00,-1.626334186352660893e+01,-1.168855226070382969e+01,-8.126437034825327643e+00,-1.726975872495422593e+01,-1.115664375315507151e+01,-1.018620342044375349e+01,-6.774090449359063904e+00,-4.957939237190121418e+00,-1.869003163589740524e+01,-2.102771969560118137e+01,-1.895349785073916493e+01,-1.376420418538821266e+01,-1.047188632124955099e+01,-1.646987677417030582e+01,-8.286629757287570897e+00,-1.281042706806556408e+00,-1.301302012195569624e+01,-8.203814697171173620e+00,-2.567395178829094071e+00,-2.459174662514760801e+00,-1.058956770486194898e+01,-9.746749122649163155e+00,-1.553233549221709531e+01,-2.092316107611749576e+00,-9.840545154120007965e+00,-1.290392877890441525e+01,-8.348139111765188858e+00,7.928187507769558495e-01,-6.137165655513353357e+00,-6.325724595383352522e+00,-4.501177621928851735e+00,-7.963202511192658761e+00,-1.409946621225708974e+01,-1.502668600549999667e+01,-6.929896079003727394e+00,-7.966379754373171806e+00,-1.409171970600923984e+01,-1.053925935391952073e+01,-2.168439541065089848e+00,-1.860496882959441223e+01,-3.737786411535884312e+00,-9.557167396712083374e+00,-2.357833178053643230e+00,-7.325382580537162625e+00,-1.185121338435431326e+01,-8.945579910634966936e+00,-3.963616348913483467e+00,-1.058037804709058705e+01,-7.787075343487703805e+00,-7.947928571523819485e+00,-2.429745852150511087e+00,-8.905581059082273043e+00,-1.213551825628443481e+01,-1.811645556836943172e+01,-5.116599506872237413e+00,-8.331998518400352438e+00,-3.340773383838290478e+00,-5.720961737691851567e+00,-2.778726457477967315e+00,-6.787065559343778531e+00,-9.162163639473625665e+00,-4.045646796111323162e+00,-7.788513860813650602e+00,-1.229789455913207874e+01,-1.976671225333059567e+01
