-2.232606204127835525e+01,-1.593518651603898384e+01,-1.664400057264597166e+01,-1.838079203725500932e+01,-2.179713718315211679e+01,-2.211536543562305113e+01,-2.057108974899406562e+01,-2.707408836629297966e+01,-2.165297448858297358e+01,-1.687217625986025737e+01,-1.787306220707194271e+01,-3.489539229294449285e+01,-1.080948278747461977e+01,-2.406215439655987964e+01,-1.389289245647369242e+01,-2.700997142309035226e+01,-1.713868631572205814e+01,-2.721397224671419224e+01,-1.554327232405053927e+01,-1.909518848836232152e+01,-2.972096578479885665e+01,-1.806089128602260629e+01,-2.351343880450344059e+01,-2.668236503404643045e+01,-1.672367346520276499e+01,-1.911838316628378465e+01,-2.148136145065553393e+01,-1.834035515762099067e+01,-1.608560714945263470e+01,-1.100763394636489245e+01,-2.167681177337605192e+01,-2.112862431245582684e+01,-1.720267689517570631e+01,-1.741683150816293590e+01,-1.799164824902126369e+01,-2.462973347040114902e+01,-1.665865773340234313e+01,-2.315539889777567950e+01,-2.046232935247887497e+01,-1.804362207243662652e+01,-1.134377767440418516e+01,-1.369582850297656051e+01,-2.132267907531540274e+01,-2.448623856354604555e+01,-1.656850867941044925e+01,-2.409826693608781056e+01,-1.501187090323171347e+01
-3.050816161690063666e+01,-2.075232455102420204e+01,-2.228332644935850482e+01,-1.311705623421363498e+01,-2.431267901941283327e+01,-1.629734489200684067e+01,-1.802682044608396339e+01,-2.008347418415095476e+01,-1.496569571458605807e+01,-1.658324188391634735e+01,-1.950149042528331123e+01,-1.989569338934745346e+01,-1.530253209994005559e+01,-2.660236530490418616e+01,-1.237025031741864822e+01,-2.115588081647452157e+01,-2.432017824887944357e+01,-1.961160887625615246e+01,-2.500576077670329411e+01,-1.998937306048830820e+01,-2.688327646343361010e+01,-1.805958385332053240e+01,-2.614703465584305775e+01,-2.666939998590343919e+01,-2.466008603555093259e+01,-2.100994398925389106e+01,-2.541761730495866800e+01,-1.586909762353802655e+01,-2.773417711812067310e+01,-1.214692236209690890e+01,-1.557515862551325192e+01,-2.182638382412952183e+01,-1.454361529003370457e+01,-1.552873866422407367e+01,-2.218437522355357316e+01,-1.652952373373413053e+01,-2.625890007789168834e+01,-2.256654030180901316e+01,-1.999015154358848179e+01,-2.073709564059217669e+01,-1.242739593422966493e+01,-1.899052421779223465e+01,-2.978607510438600414e+01,-1.833736139331583814e+01,-1.442740440674900171e+01,-2.029101669156308674e+01,-3.345419691302055298e+01
-3.234912736097784602e+01,-2.493464441771235940e+01,-2.384144465178624728e+01,-1.895945170801109114e+01,-2.356113926754716204e+01,-1.719018960522048900e+01,-1.891378037463749706e+01,-1.732825879208142439e+01,-1.697090943983190670e+01,-1.869819537074540250e+01,-2.390719139623133316e+01,-2.492852941601875116e+01,-2.196079109873480917e+01,-2.641646903855892603e+01,-1.113809185874840502e+01,-1.894816788078760439e+01,-1.960297259263912650e+01,-2.179386155398791658e+01,-2.342381902613865563e+01,-3.269820609466491135e+01,-2.415217352231421089e+01,-2.012317363887714095e+01,-2.684896472118640531e+01,-1.881527046341009068e+01,-2.018777465231127621e+01,-1.791855677700143445e+01,-2.517268848959121286e+01,-1.233490088952037311e+01,-3.248096375782450451e+01,-2.063375416946020025e+01,-1.179623506740103700e+01,-2.394201264980305410e+01,-2.015076753838739165e+01,-2.726668121527371014e+01,-1.124824493199568920e+01,-1.481081286131757579e+01,-1.271095520799216949e+01,-2.142838449905931242e+01,-2.054273830460406458e+01,-1.832261602086090591e+01,-1.394498217468701107e+01,-2.226642884953413315e+01,-2.179165724402168181e+01,-1.582278777208370180e+01,-1.234683834806029168e+01,-2.009293261189299074e+01,-1.728777017524975079e+01
-2.176816561878264977e+01,-2.333814022322639659e+01,-2.932511994471234118e+01,-1.564462442947464460e+01,-2.084477830816371835e+01,-1.838058614386319078e+01,-1.822171738396864882e+01,-1.552932910482109818e+01,-1.643309292812983458e+01,-2.214539621193012664e+01,-3.365803216254981578e+01,-2.440700535579927077e+01,-1.629791477644183217e+01,-2.362170128985768258e+01,-1.726492540289046929e+01,-1.470457893767348700e+01,-1.920994788951526289e+01,-2.552443387802171060e+01,-1.692491573259497528e+01,-2.158782284703465137e+01,-3.003791852068701118e+01,-2.838376322403934182e+01,-2.034021827399484295e+01,-1.388933405663245324e+01,-1.858987574227010242e+01,-3.191702594486833888e+01,-1.438614152671493507e+01,-1.490264743987713025e+01,-2.009398263021071784e+01,-1.349813710005675205e+01,-1.296010012149008084e+01,-1.810185858090815003e+01,-2.029596726932534523e+01,-2.509145874840479706e+01,-1.180648230942965426e+01,-2.356607128080799995e+01,-1.326935981983282531e+01,-1.593127924897132885e+01,-1.430251428788601054e+01,-2.072145193770453631e+01,-2.823511157503128288e+01,-1.745897710604739217e+01,-1.499035922194330794e+01,-1.828837813481450425e+01,-1.518161828820563741e+01,-2.902188878582813203e+01,-1.717428154296161935e+01
-2.286718477764395985e+01,-3.790074530886536053e+01,-2.059337417196553943e+01,-1.675380172420867098e+01,-1.850032641014784218e+01,-2.660255325586292940e+01,-1.555237568071930099e+01,-1.869982382392537090e+01,-2.336782803532996411e+01,-2.663532247705400735e+01,-2.056134993917772391e+01,-2.992485025288675971e+01,-1.789870406370096134e+01,-1.943929956026075700e+01,-2.649697590397837033e+01,-1.441169541371915663e+01,-2.162432293104050629e+01,-2.933969127018752943e+01,-2.022827522401982492e+01,-1.973368269703535915e+01,-2.576907046010447289e+01,-2.510026585976589075e+01,-2.485690947928947381e+01,-1.841891901624110162e+01,-2.984508362741255283e+01,-1.953940985503736627e+01,-1.876603697952731054e+01,-3.077176900478008292e+01,-3.171417529137226410e+01,-1.223466751466715685e+01,-1.448991819940384396e+01,-1.563403933745324714e+01,-1.835564600990592510e+01,-3.812401288858857384e+01,-2.460348543329141791e+01,-1.734199819187072222e+01,-1.953816335356950162e+01,-1.937500199076045249e+01,-1.193657057864364113e+01,-2.081784028598880099e+01,-2.483857431197792565e+01,-3.986477651089668939e+01,-1.373722970972875324e+01,-2.193527134543391099e+01,-1.965516098902120845e+01,-1.666931918881022412e+01,-1.811876111967385938e+01
-2.384850555887734913e+01,-2.755963240761523281e+01,-2.536329573410201732e+01,-2.354529017334330376e+01,-1.622111855035282701e+01,-1.773273691555389320e+01,-1.510860014593296441e+01,-2.429501784641737316e+01,-2.453996829137958002e+01,-2.356343325260792199e+01,-1.366144519666510071e+01,-2.205606651566901633e+01,-3.062870313610264716e+01,-1.814687917285848329e+01,-1.692398050289298439e+01,-1.628783139961180737e+01,-1.946986221206219270e+01,-2.191929413997830167e+01,-4.079069435318530878e+01,-2.512354519586567392e+01,-2.477788871809221050e+01,-1.967842727658791802e+01,-2.256021038550228042e+01,-2.092460533863667038e+01,-1.983627994172077891e+01,-2.654091692349927456e+01,-2.028477050306683438e+01,-2.418073898903124785e+01,-1.649596184729297832e+01,-2.026526410343777940e+01,-2.533775483737979428e+01,-2.906818816320377863e+01,-1.621579838559064513e+01,-2.579436855865792921e+01,-2.240699035122707272e+01,-1.686046798627105403e+01,-2.290780442996606681e+01,-1.753898030071045255e+01,-1.594318192669955003e+01,-1.970574080532781380e+01,-1.478075735641382771e+01,-1.705478673871894912e+01,-1.872275547214933411e+01,-2.072681267455845955e+01,-2.090018513785699028e+01,-1.663580045672818386e+01,-1.585145586309887555e+01
-2.308119187476539480e+01,-1.946510769122631501e+01,-2.417450028929141936e+01,-2.668908775100280906e+01,-1.805350907831674334e+01,-1.718948918881638832e+01,-1.496734742779353589e+01,-1.829087157740289982e+01,-2.007158892451377241e+01,-1.870909368798739791e+01,-1.430482986488841313e+01,-1.965151514499426355e+01,-2.233626385949859738e+01,-2.103346225113373080e+01,-1.920441521857660661e+01,-2.322916137232002498e+01,-1.881488127867994109e+01,-2.679656317259174969e+01,-2.481384562332079469e+01,-2.477454410251301553e+01,-2.273216881107120457e+01,-2.237162518609307682e+01,-2.149153248343601064e+01,-1.760998591981202566e+01,-2.214792678772008472e+01,-2.348971390990182329e+01,-1.901879886468019976e+01,-2.401842934282824160e+01,-1.736061154354571912e+01,-1.934806546528689353e+01,-3.561358967067705805e+01,-2.054482322284870932e+01,-1.323458337793061723e+01,-1.628997877216417223e+01,-3.135174800359116887e+01,-2.088916332398751408e+01,-2.569144967675090641e+01,-1.491261878993181078e+01,-2.377856200434947453e+01,-2.720298724417649083e+01,-1.227882459373851631e+01,-2.202014629235476662e+01,-1.585518443418922985e+01,-2.975754113507567666e+01,-1.853953753403252946e+01,-1.592105481924159527e+01,-1.486897732120652016e+01
-2.088791899702649246e+01,-2.097956615243039380e+01,-2.263792814814394205e+01,-1.980965795440510391e+01,-1.410387456675715612e+01,-1.940148137696125730e+01,-1.296073561586748646e+01,-1.375384093393572194e+01,-2.283339189977515105e+01,-1.826262335836109330e+01,-2.229390185123967427e+01,-2.553671289943171629e+01,-1.722941292577086614e+01,-1.758965838962833672e+01,-2.254587254854776646e+01,-3.109550591072794390e+01,-3.079782459739118039e+01,-2.179887102356041240e+01,-2.617424485853777583e+01,-2.411119265967912284e+01,-2.135166246118507161e+01,-2.481342947625356032e+01,-2.336819198433790135e+01,-2.190790370454402947e+01,-1.972430314076795455e+01,-2.234058219767841535e+01,-2.433123674861212749e+01,-2.299153628120691906e+01,-2.218149564072101398e+01,-1.390139974574589132e+01,-3.316743210656820651e+01,-2.172668168260584309e+01,-1.670751378567585732e+01,-2.180363548853625133e+01,-3.019002738356614657e+01,-2.508046849200390938e+01,-1.653138417060297982e+01,-2.219174734954214756e+01,-2.004670733218845413e+01,-2.980070018709494661e+01,-1.645658961818503840e+01,-1.897504158256463569e+01,-2.611588894614252254e+01,-2.205254289574742543e+01,-1.640021339254002086e+01,-1.465759848897265805e+01,-1.181518149160798004e+01
-1.872867614450201756e+01,-2.870153208235859310e+01,-2.180721422632788631e+01,-2.483767989334161896e+01,-1.317521415860565170e+01,-2.011977107035242796e+01,-1.348745717867943661e+01,-1.399766937952909807e+01,-2.105746524417875065e+01,-2.154004277031159376e+01,-2.588634365812608706e+01,-4.117743129582428452e+01,-2.286355791110482372e+01,-2.018492975882097085e+01,-2.328270717467721340e+01,-2.932908630222446433e+01,-2.107370614274287846e+01,-1.495218659614466361e+01,-2.634259615040970459e+01,-2.789014010830282686e+01,-2.755771530117777957e+01,-3.107302368640229417e+01,-2.541065984115107668e+01,-1.745661348774772392e+01,-2.611382126529026593e+01,-2.055277001870169329e+01,-4.031611178512160620e+01,-2.982152011022266436e+01,-1.452921037026744600e+01,-1.580483080019256548e+01,-2.407885835253901519e+01,-1.837120697269988767e+01,-2.827587590494646719e+01,-2.153361309291151571e+01,-2.482642911135702590e+01,-1.999976483558139151e+01,-1.626329509532684980e+01,-3.009072825301014120e+01,-3.750468507258175066e+01,-2.533176077257866510e+01,-1.494535695812855636e+01,-1.911575192924271249e+01,-1.967079649963734767e+01,-2.644133564822455540e+01,-2.246484447100616322e+01,-1.866647862247028300e+01,-1.499199265817202154e+01
-2.146717286246095568e+01,-3.425176491498512377e+01,-2.355979528054331951e+01,-1.435579081468985407e+01,-1.644119064040943101e+01,-1.907247797300298942e+01,-1.336667161270108650e+01,-2.196978413213413006e+01,-2.316356029983107945e+01,-1.766086858316580432e+01,-2.283499285552493063e+01,-4.230528884883106855e+01,-3.865917820912646619e+01,-2.380373513769326266e+01,-2.476572982680199075e+01,-1.971254694989182710e+01,-2.310923151823712018e+01,-1.417086508115852439e+01,-2.321913408120293454e+01,-2.311839505229004388e+01,-2.210235568923879867e+01,-2.596489894584238201e+01,-2.600656704817797404e+01,-1.293197769781030715e+01,-2.743805195176398115e+01,-2.849422719684795879e+01,-2.166677545855797504e+01,-2.335855063262806652e+01,-2.032867017409981258e+01,-1.439174240883339451e+01,-1.774623580051634875e+01,-1.451126936202782503e+01,-3.310486853287376618e+01,-1.817295139492395606e+01,-2.077129453767268075e+01,-1.776174707662044128e+01,-1.968548565990167987e+01,-2.197099429995312647e+01,-2.106920588270243400e+01,-2.621750272583136976e+01,-1.532722559903367454e+01,-1.520840105495632955e+01,-2.004215028268278687e+01,-3.021680961353268202e+01,-3.510845159891878353e+01,-2.139035475783836660e+01,-1.816838440848815139e+01
