-1.948291737765010367e+01,-1.722762134272581491e+01,-1.135896133313513090e+01,-6.836088318543828812e+00,-3.827660300818623185e+00,-3.194754093584867505e+00,-8.361782799860474569e+00,-9.689432830314474998e+00,-1.324136131887982692e+01,-9.766914981692206510e+00,-7.430224943597605325e+00,-1.120720596551388937e+01,-1.973669596993999065e+01,-2.063307369337466568e+01,-1.697446893380199384e+01,-1.254690514299267079e+01,-8.287789888948898565e+00,-8.851693745125125190e+00,-9.341679423098351975e+00,-7.522439149502988975e+00,-6.311379415720637986e+00,-6.523654600712144536e+00,-8.436327911755208575e+00,-7.475899057458856412e+00,-3.505743006264075312e+00,-3.073686165491913869e+00,-6.580717636015258165e+00,-1.068383628142614050e+01,-1.513571038215783027e+01,-1.545026599070069118e+01
-1.892285991170603765e+01,-1.477265112668339064e+01,-1.354289308070124065e+01,-1.224475953938348560e+01,-6.732785465104817568e+00,-3.018271553067138679e+00,-4.914180158429844347e+00,-7.337623193765142382e+00,-7.104393252201235853e+00,-5.234257499123834201e+00,-4.641238875030648359e+00,-8.278677084390272611e+00,-1.700226989470722927e+01,-2.038355266465756088e+01,-1.662744314959094893e+01,-9.274656197068038566e+00,-7.156755458524019176e+00,-9.287901924927016495e+00,-5.722129854869943522e+00,-3.717568625369743973e+00,-6.415161027926990833e+00,-5.608156880488393448e+00,-4.572783417444114207e+00,-4.940236363073537973e+00,-2.740892194933208348e+00,-3.818685150529295580e+00,-9.639862254926352847e+00,-1.044241423616996478e+01,-1.305733817904365068e+01,-1.677447327737342420e+01
-1.884987413402322431e+01,-1.527115437837669631e+01,-1.555720006938699385e+01,-1.187552567905174961e+01,-5.411130376587248492e+00,-3.043190181081335322e+00,-6.508276766114680534e+00,-1.110885519055044490e+01,-7.641342712562301465e+00,-6.983497750607265964e+00,-8.380468747924593842e+00,-1.046205655278167335e+01,-1.639169263029807055e+01,-1.962210715044835396e+01,-1.735352049258610663e+01,-1.202151396067026035e+01,-8.144413030577819512e+00,-8.835651609731735689e+00,-7.026832283484391262e+00,-2.643851546885054304e+00,-3.240524314917355042e+00,-6.504128919313256318e+00,-4.082769957749961875e+00,-2.838239269578263890e+00,-1.192833930605947446e+00,-4.600085355240590701e+00,-1.053386777639389038e+01,-1.151063837974694160e+01,-1.482944213154462787e+01,-1.623053588279999460e+01
-1.785346019748922686e+01,-1.467410497300943817e+01,-1.301216678558641249e+01,-1.138205754377280066e+01,-6.295287214773222395e+00,-3.067054618594895032e+00,-5.404355010029616935e+00,-1.154509863478869214e+01,-1.098903790806002867e+01,-1.332641471925561305e+01,-1.614780512078805685e+01,-1.651107063617422810e+01,-1.770494395658974796e+01,-1.994954837912460377e+01,-1.954703798921751101e+01,-1.375482976613783848e+01,-9.289504411114249294e+00,-9.924817868747656036e+00,-9.640786569763267977e+00,-5.130211608804715162e+00,-7.412434377547377551e+00,-1.142031136009596892e+01,-7.760913596095046607e+00,-7.473077545713657344e+00,-2.177883376618511058e+00,-2.503311513744160166e+00,-7.287317070255803664e+00,-1.084844578805749293e+01,-1.898066097510594830e+01,-1.756505342653602497e+01
-1.523534419126571393e+01,-1.266859213865486744e+01,-1.076399600936095879e+01,-7.504330631021228548e+00,-6.190970860334655157e+00,-6.417013622314180488e+00,-1.076385465954013121e+01,-1.302415623786343168e+01,-9.866644386526379762e+00,-8.972870768761685767e+00,-1.151555868976941355e+01,-1.465696599478427942e+01,-1.847284850142817092e+01,-2.063510255752855116e+01,-1.898284100372573491e+01,-1.435328533188805800e+01,-6.670203909246279039e+00,-4.564682347324307443e+00,-4.432481710662479202e+00,-4.239658361599063063e+00,-8.218731801930445613e+00,-7.783090383769457610e+00,-3.787338300868735352e+00,-2.255627392925670271e+00,-1.543701258363427531e+00,-8.407331417147129171e-01,-3.298640563463171471e+00,-1.140747833049474558e+01,-1.987052288176906956e+01,-1.720762937995278818e+01
-1.457910781099031894e+01,-7.664644965194086446e+00,-5.721326729041502190e+00,-8.292948324336114396e+00,-1.352778835205515406e+01,-1.397276539762055592e+01,-1.689543738840998088e+01,-1.634529688289970295e+01,-1.077319923100198196e+01,-9.353049803185108146e+00,-1.059508464189598342e+01,-1.299187761304737876e+01,-1.736915369094556993e+01,-1.986903610047261282e+01,-1.729553995820873524e+01,-1.389055637138917376e+01,-5.958906116347657544e+00,-2.087182359732371317e+00,-2.867859888285983594e+00,-2.691186290457765473e+00,-4.205362993333046084e+00,-1.995388262710984906e+00,-2.241518684567472164e+00,-7.493053061041324625e+00,-1.076485509718442124e+01,-8.554400763600954249e+00,-6.814161474759158565e+00,-1.066983593598546065e+01,-1.682515648114959816e+01,-1.440313518123262249e+01
-1.685385629983970901e+01,-8.181387322470387247e+00,-5.941862804558120104e+00,-9.946747488783170610e+00,-1.580766197475911206e+01,-1.509460613530152884e+01,-1.612673091129132885e+01,-1.485301129985007584e+01,-1.370823499807126922e+01,-1.472792646181305010e+01,-1.759174197393364736e+01,-1.690147430172897813e+01,-1.807474250854200548e+01,-1.795916346936721908e+01,-1.432533252720114092e+01,-1.036522466210043270e+01,-5.113245958323944684e+00,-4.689560640721944118e+00,-8.969702453257598407e+00,-8.241004908228028114e+00,-8.524909298550614523e+00,-5.625999921721241748e+00,-6.364468078198200374e+00,-1.060746261610347041e+01,-1.218869496923881179e+01,-1.209033143083760642e+01,-8.802715229127564101e+00,-1.041926540943720703e+01,-1.331632217581358191e+01,-1.283185235203704444e+01
-1.806111647166517287e+01,-1.136253886364574406e+01,-5.133800291837906649e+00,-4.598962343098188299e+00,-7.925850963212091038e+00,-9.654807220464237005e+00,-8.719190035996099652e+00,-1.053382835284096863e+01,-1.325983071884025755e+01,-1.410587728200697910e+01,-1.651206059364756129e+01,-1.698986623747839886e+01,-1.879622629898621966e+01,-1.557601624891763059e+01,-1.123025582449198190e+01,-1.029953856680803170e+01,-5.863474105320665153e+00,-5.557563400603910075e+00,-1.041797559681465124e+01,-1.196973308231167543e+01,-1.006139433232082681e+01,-7.594017015141286464e+00,-8.988807074630715377e+00,-5.025001352965325907e+00,-3.520592156341872947e+00,-3.903329462870844591e+00,-8.555744421709874814e+00,-1.580811479137202014e+01,-1.559763027098022015e+01,-1.425833506898009340e+01
-1.875084848970870866e+01,-1.660588955221155771e+01,-6.680219179758853265e+00,-1.991902471877903480e+00,-3.018238878899872635e+00,-4.716283324418289347e+00,-2.666365777518038715e+00,-4.495505983023034169e+00,-7.747074685152422369e+00,-1.142070118636842047e+01,-1.158691819103913190e+01,-1.223766058367022502e+01,-1.505110912616592067e+01,-1.424136833324553919e+01,-1.019618458302410779e+01,-6.919329902675247723e+00,-6.971802477624006400e+00,-7.606555089069779285e+00,-1.145299176299141664e+01,-1.394415410359700580e+01,-1.132601528537248115e+01,-5.829901385838818229e+00,-4.784091711764059340e+00,-2.955953429005209632e+00,-2.964333159784660943e+00,-5.062168354694503769e+00,-1.258677416445090280e+01,-1.931492072002143701e+01,-1.665426040455034595e+01,-1.321748945313147949e+01
-1.877228148272083175e+01,-1.643743103375607006e+01,-8.800478725170126637e+00,-3.352577474094816434e+00,-3.527383265837892523e+00,-6.490501132793847994e+00,-6.844957787409076566e+00,-8.774818956441910345e+00,-1.113561979145001501e+01,-1.203007161769138023e+01,-1.188978267779016207e+01,-1.054434334902753179e+01,-1.092806806179621582e+01,-1.301443304833333237e+01,-1.227022001140942820e+01,-1.038791102816344747e+01,-1.337855085040859926e+01,-1.078542545494759963e+01,-9.626684270466968840e+00,-1.076782188265566553e+01,-7.720849459085242117e+00,-6.234529964744475627e+00,-3.648125435251370785e+00,-6.263706948236421823e+00,-1.099229897269998979e+01,-1.012601568035765531e+01,-1.210034222157391248e+01,-1.743591211404010721e+01,-1.630225697039545452e+01,-1.353201941370710948e+01
