Sequence,Signal Type,Time (s),Frequency (Hz),Correlation Value
304,B,19.56,6860,-0.02
304,A,21.38,6800,0.0
304,D,24.05,7596,0.75
304,A,26.32,6720,0.01
304,F,29.5,9878,0.88
304,C,30.71,6860,-0.01
304,D,32.12,7496,0.76
304,F,34.35,9878,0.83
304,A,35.41,6840,-0.03
304,D,38.08,7596,0.8
304,G,40.24,7356,0.71
304,F,42.56,9838,0.89
304,D,43.21,7736,0.61
304,A,45.48,6860,-0.04
304,C,48.6,6740,0.01
304,F,50.27,9958,0.79
304,C,51.36,6860,-0.01
304,E,53.29,7696,0.8
304,G,54.6,7436,0.79
304,E,56.94,7796,0.85
304,A,58.45,6780,0.0
304,E,61.52,7656,0.79
304,G,62.98,7336,0.75
304,E,65.23,7616,0.7
304,C,66.6,6720,0.02
304,F,68.34,9898,0.84
304,D,68.97,7696,0.61
304,C,70.96,6780,0.01
304,B,72.74,6860,-0.01
304,X,74.54,6875,0.92
305,C,9.96,6840,0.0
305,A,11.9,6780,0.0
305,G,15.09,7496,0.74
305,D,17.1,7496,0.84
305,B,19.32,6780,0.0
305,A,21.3,6900,-0.04
305,D,23.95,7596,0.82
305,B,26.08,6820,-0.01
305,E,27.9,7656,0.72
305,F,29.24,9758,0.85
305,X,30.22,6875,0.9
306,B,9.96,6780,0.0
306,G,11.8,7596,0.56
306,C,14.17,6860,-0.01
306,G,15.97,7496,0.77
306,D,17.94,7676,0.65
306,F,20.08,9758,0.86
306,D,20.9,7576,0.87
306,F,23.17,10018,0.77
306,C,24.17,6740,0.02
306,G,26.05,7596,0.54
306,F,28.23,9838,0.81
306,C,29.5,6880,-0.01
306,A,31.31,6860,-0.04
306,B,34.38,6840,-0.01
306,A,36.32,6720,0.01
306,G,39.55,7396,0.89
306,F,41.93,9858,0.86
306,A,43.09,6740,0.01
306,B,46.16,6840,-0.01
306,A,48.13,6840,-0.03
306,C,51.35,6840,-0.01
306,E,53.21,7516,0.56
306,X,54.5,6875,0.91
307,D,9.43,7496,0.76
307,A,11.5,6840,-0.04
307,C,14.64,6880,-0.01
307,F,16.47,9778,0.78
307,B,17.55,6820,-0.01
307,D,19.05,7476,0.83
307,E,21.34,7636,0.75
307,C,22.8,6840,-0.01
307,E,24.66,7676,0.84
307,C,26.0,6720,0.02
307,F,27.75,9998,0.75
307,E,28.86,7636,0.74
307,A,30.33,6760,0.01
307,E,33.65,7776,0.88
307,D,34.68,7756,0.57
307,C,36.68,6740,0.01
307,F,38.57,9898,0.88
307,B,39.74,6800,0.0
307,E,41.66,7696,0.79
307,G,43.17,7536,0.66
307,X,45.28,6875,0.92
