Sequence,Signal Type,Time (s),Frequency (Hz),Correlation Value
155,C,48.4,6860,-0.01
155,A,50.17,6820,0.0
155,F,53.32,10098,0.63
155,A,54.4,6860,-0.03
155,D,57.09,7576,0.78
155,F,59.15,9998,0.77
155,B,60.3,6880,-0.01
155,G,62.16,7356,0.8
155,B,64.49,6760,0.01
155,F,66.31,9778,0.85
155,B,67.52,6860,-0.01
155,F,69.58,9898,0.8
155,B,70.62,6820,-0.01
155,F,72.47,9918,0.79
155,G,73.47,7556,0.61
155,D,75.22,7596,0.74
155,E,77.45,7636,0.75
155,X,78.72,6875,0.93
156,E,9.57,7616,0.7
156,G,11.03,7476,0.71
156,A,13.32,6900,-0.04
156,F,16.37,9858,0.89
156,C,17.39,6840,-0.01
156,B,19.19,6820,-0.01
156,G,21.06,7536,0.66
156,F,23.33,9878,0.86
156,G,24.33,7456,0.86
156,A,26.54,6900,-0.04
156,G,29.55,7436,0.86
156,C,31.82,6820,-0.01
156,A,33.66,6860,-0.03
156,E,36.81,7756,0.83
156,G,38.13,7376,0.88
156,E,40.47,7656,0.8
156,A,41.78,6840,-0.03
156,G,44.93,7496,0.72
156,D,46.92,7536,0.8
156,X,48.95,6875,0.9
157,B,9.98,6760,0.0
157,D,11.55,7556,0.82
157,G,13.63,7376,0.73
157,D,15.61,7776,0.56
157,G,17.74,7436,0.8
157,D,19.49,7576,0.76
157,G,21.53,7516,0.64
157,E,23.93,7756,0.83
157,D,25.06,7656,0.7
157,A,27.31,6820,-0.0
157,D,30.01,7596,0.77
157,F,32.05,9938,0.76
157,C,33.22,6700,0.02
157,D,34.53,7496,0.83
157,A,36.74,6740,0.01
157,C,39.88,6820,-0.01
157,A,41.6,6820,0.0
157,D,44.26,7496,0.85
157,C,46.4,6900,-0.02
157,G,48.12,7496,0.69
157,E,50.35,7636,0.7
157,A,51.81,6840,-0.03
157,C,55.07,6800,0.0
157,E,56.75,7556,0.59
157,B,58.08,6780,0.01
157,E,59.95,7776,0.84
157,D,61.02,7496,0.78
157,G,63.21,7336,0.76
157,C,65.45,6880,-0.01
157,F,67.23,9978,0.74
157,X,68.21,6875,0.94
158,D,9.58,7676,0.7
158,B,11.63,6900,-0.02
158,E,13.61,7816,0.8
158,A,15.05,6740,0.01
158,G,18.33,7416,0.8
158,A,20.5,6820,0.0
158,C,23.81,6720,0.01
158,G,25.57,7576,0.56
158,B,27.74,6760,0.0
158,D,29.39,7536,0.85
158,F,31.63,9798,0.89
158,A,32.67,6780,0.0
158,C,35.99,6740,0.01
158,F,37.78,9838,0.83
158,A,39.07,6720,0.01
158,E,42.21,7676,0.78
158,G,43.54,7336,0.77
158,A,45.75,6820,-0.0
158,F,48.93,9858,0.9
158,D,49.7,7616,0.8
158,C,51.94,6840,-0.01
158,E,53.82,7816,0.78
158,A,55.27,6880,-0.04
158,B,58.4,6900,-0.01
158,X,60.18,6875,0.91
159,F,9.96,9898,0.92
159,E,11.15,7776,0.85
159,B,12.45,6720,0.01
159,C,14.46,6820,0.0
159,F,16.37,9798,0.82
159,E,17.53,7636,0.76
159,A,18.89,6720,0.01
159,C,22.0,6860,-0.01
159,G,23.81,7496,0.67
159,B,26.19,6820,-0.01
159,D,27.65,7616,0.76
159,A,29.91,6840,-0.03
159,F,33.17,9818,0.88
159,A,34.2,6760,0.01
159,G,37.47,7536,0.69
159,B,39.83,6800,0.0
159,C,41.71,6720,0.01
159,F,43.5,10058,0.71
159,C,44.64,6720,0.01
159,E,46.33,7696,0.87
159,G,47.8,7356,0.8
159,F,50.15,9918,0.82
159,E,51.22,7836,0.76
159,A,52.78,6800,0.0
159,G,56.07,7416,0.77
159,F,58.25,10018,0.76
159,A,59.49,6760,0.01
159,B,62.59,6800,-0.01
159,G,64.43,7396,0.79
159,C,66.76,6760,0.01
159,F,68.47,9878,0.79
159,C,69.49,6820,0.0
159,G,71.34,7356,0.83
159,C,73.53,6740,0.01
159,G,75.3,7416,0.76
159,E,77.49,7656,0.75
159,F,78.9,10058,0.72
159,D,79.66,7616,0.76
159,X,81.65,6875,0.88
160,D,9.56,7656,0.67
160,F,11.61,10018,0.71
160,E,12.71,7636,0.72
160,A,14.1,6860,-0.04
160,B,17.18,6780,0.01
160,G,19.21,7476,0.82
160,F,21.34,9878,0.93
160,D,21.97,7676,0.68
160,B,24.06,6800,0.0
160,C,25.9,6780,0.0
160,B,27.76,6740,0.01
160,G,29.84,7416,0.74
160,C,32.12,6740,0.01
160,A,33.93,6840,-0.03
160,E,37.14,7756,0.82
160,D,38.31,7456,0.73
160,G,40.41,7556,0.62
160,D,42.2,7596,0.77
160,B,44.33,6880,-0.01
160,G,46.2,7516,0.7
160,C,48.36,6840,-0.01
160,G,50.2,7496,0.72
160,F,52.48,9798,0.87
160,X,53.47,6875,0.91
161,F,9.96,9798,0.79
161,B,10.96,6860,-0.01
161,A,12.95,6740,0.01
161,B,16.07,6860,-0.01
161,E,17.91,7676,0.82
161,G,19.34,7576,0.55
161,C,21.64,6840,0.0
161,D,23.13,7476,0.78
161,X,25.13,6875,0.91
162,A,9.97,6780,0.0
162,C,13.09,6820,0.0
162,A,14.85,6860,-0.04
162,D,17.64,7656,0.71
162,F,19.64,9818,0.86
162,C,20.69,6720,0.01
162,F,22.37,9918,0.88
162,D,23.06,7676,0.64
162,G,25.05,7576,0.57
162,B,27.29,6720,0.01
162,F,29.11,9958,0.78
162,C,30.16,6820,0.0
162,E,31.96,7796,0.8
162,C,33.47,6720,0.01
162,A,35.2,6880,-0.04
162,C,38.25,6720,0.02
162,F,40.2,9998,0.82
162,E,41.37,7576,0.63
162,F,42.88,9778,0.82
162,E,44.12,7756,0.88
162,D,45.25,7716,0.62
162,E,47.26,7616,0.71
162,D,48.17,7616,0.8
162,E,50.19,7756,0.81
162,A,51.56,6800,0.0
162,B,54.65,6700,0.01
162,A,56.52,6880,-0.04
162,B,59.6,6740,0.01
162,D,61.21,7676,0.63
162,A,63.31,6880,-0.04
162,B,66.32,6780,0.0
162,F,68.2,9758,0.86
162,C,69.38,6780,0.0
162,A,71.19,6800,0.0
162,E,74.24,7796,0.83
162,G,75.57,7536,0.63
162,X,77.68,6875,0.89
163,B,9.96,6840,-0.01
163,D,11.49,7656,0.67
163,C,13.57,6880,-0.01
163,E,15.24,7556,0.61
163,C,16.66,6820,0.0
163,D,18.15,7616,0.77
163,B,20.18,6900,-0.02
163,E,22.0,7776,0.86
163,A,23.53,6860,-0.04
163,D,26.3,7476,0.72
163,B,28.32,6900,-0.02
163,D,29.96,7556,0.82
163,E,31.98,7596,0.65
163,F,33.31,9778,0.87
163,E,34.43,7756,0.88
163,C,35.87,6820,-0.01
163,G,37.67,7476,0.81
163,A,39.81,6760,0.01
163,F,43.09,9918,0.83
163,D,43.79,7636,0.7
163,F,45.82,9858,0.92
163,C,46.97,6780,0.01
163,F,48.72,10078,0.65
163,C,49.76,6840,-0.01
163,E,51.66,7616,0.72
163,F,53.1,9918,0.88
163,E,54.11,7656,0.79
163,C,55.51,6880,-0.01
163,G,57.27,7376,0.8
163,F,59.42,9898,0.87
163,E,60.45,7596,0.68
163,D,61.36,7596,0.76
163,E,63.45,7696,0.8
163,G,64.76,7376,0.8
163,F,66.95,9978,0.78
163,D,67.58,7756,0.58
163,G,69.71,7596,0.54
163,E,72.03,7616,0.7
163,G,73.35,7396,0.86
163,C,75.74,6880,-0.01
163,D,77.21,7676,0.61
163,F,79.23,9978,0.81
163,G,80.26,7596,0.56
163,A,82.57,6840,-0.03
163,D,85.41,7616,0.79
163,C,87.6,6720,0.02
163,D,89.03,7556,0.8
163,F,91.16,9878,0.82
163,E,92.19,7516,0.54
163,C,93.54,6760,0.01
163,E,95.33,7796,0.84
163,B,96.68,6760,0.0
163,X,98.5,6875,0.9
164,E,9.56,7736,0.87
164,F,10.85,9958,0.85
164,A,12.06,6800,0.0
164,G,15.21,7476,0.78
164,E,17.51,7536,0.58
164,B,19.08,6860,-0.01
164,A,20.92,6760,0.01
164,B,24.21,6820,-0.01
164,A,26.17,6900,-0.04
164,D,29.02,7736,0.59
164,C,31.13,6720,0.01
164,A,32.88,6760,0.01
164,B,36.06,6840,-0.01
164,F,37.94,9898,0.91
164,C,39.03,6760,0.01
164,A,40.76,6800,0.0
164,G,43.9,7396,0.85
164,A,46.1,6760,0.01
164,F,49.29,9918,0.84
164,B,50.43,6880,-0.02
164,E,52.44,7816,0.84
164,G,53.76,7596,0.56
164,F,56.11,9878,0.88
164,E,57.37,7736,0.82
164,B,58.86,6820,-0.01
164,A,60.9,6860,-0.04
164,E,64.1,7516,0.56
164,G,65.54,7476,0.74
164,A,67.7,6780,0.01
164,C,70.82,6800,0.0
164,G,72.58,7396,0.82
164,A,74.76,6760,0.01
164,G,77.93,7536,0.66
164,C,80.27,6740,0.01
164,F,82.14,9858,0.86
164,B,83.25,6860,-0.01
164,G,85.26,7536,0.67
164,F,87.38,9758,0.84
164,A,88.52,6760,0.01
164,C,91.62,6760,0.01
164,A,93.32,6840,-0.03
164,E,96.39,7596,0.69
164,B,97.69,6800,0.0
164,E,99.63,7796,0.87
164,G,101.15,7376,0.86
164,D,102.94,7656,0.71
164,X,104.92,6875,0.93
165,B,9.97,6860,-0.01
165,E,11.92,7736,0.84
165,G,13.43,7596,0.54
165,E,15.77,7616,0.71
165,F,17.08,9978,0.77
165,E,18.31,7616,0.72
165,G,19.86,7336,0.72
165,F,22.01,9838,0.89
165,G,23.04,7556,0.63
165,E,25.28,7616,0.7
165,D,26.24,7576,0.79
165,G,28.23,7556,0.58
165,C,30.45,6800,0.01
165,A,32.27,6840,-0.03
165,C,35.34,6800,0.01
165,B,37.26,6860,-0.01
165,E,39.22,7596,0.62
165,F,40.67,9798,0.83
165,E,41.75,7796,0.83
165,G,43.19,7356,0.78
165,C,45.34,6720,0.02
165,B,47.12,6780,0.01
165,G,49.13,7456,0.75
165,D,50.97,7596,0.77
165,E,53.07,7756,0.88
165,B,54.59,6760,0.0
165,E,56.67,7616,0.68
165,G,58.09,7476,0.8
165,C,60.34,6860,-0.01
165,E,62.02,7576,0.62
165,B,63.37,6800,-0.01
165,E,65.19,7656,0.75
165,D,66.13,7576,0.8
165,A,68.19,6720,0.02
165,X,71.28,6875,0.94
166,G,9.95,7516,0.74
166,B,12.19,6880,-0.01
166,G,14.05,7356,0.77
166,C,16.37,6880,-0.01
166,G,18.25,7536,0.67
166,B,20.44,6800,-0.01
166,G,22.27,7436,0.86
166,C,24.46,6760,0.01
166,G,26.27,7356,0.72
166,B,28.42,6720,0.01
166,A,30.33,6780,0.0
166,F,33.48,10018,0.72
166,E,34.5,7696,0.79
166,F,35.83,9918,0.91
166,B,36.88,6820,-0.01
166,A,38.91,6780,0.0
166,F,42.21,10018,0.73
166,B,43.37,6880,-0.02
166,D,44.77,7556,0.8
166,F,47.0,9878,0.93
166,D,47.8,7616,0.75
166,G,49.99,7476,0.81
166,A,52.35,6900,-0.04
166,F,55.42,9938,0.86
166,G,56.49,7516,0.71
166,B,58.89,6760,0.01
166,G,60.83,7436,0.85
166,E,63.14,7576,0.63
166,G,64.45,7376,0.72
166,A,66.62,6740,0.01
166,C,69.76,6720,0.02
166,X,71.43,6875,0.95
167,B,10.0,6800,-0.01
167,F,12.02,10078,0.69
167,C,13.16,6780,0.01
167,A,14.97,6840,-0.03
167,C,18.23,6840,-0.01
167,D,19.64,7616,0.75
167,F,21.87,9758,0.85
167,C,23.09,6780,0.01
167,A,24.98,6740,0.01
167,E,28.31,7616,0.74
167,D,29.24,7656,0.67
167,A,31.41,6860,-0.04
167,E,34.67,7736,0.83
167,G,36.05,7416,0.77
167,X,38.17,6875,0.94
168,C,9.98,6720,0.01
168,A,11.93,6800,0.0
168,G,15.13,7516,0.71
168,C,17.26,6860,-0.01
168,D,18.67,7736,0.58
168,A,20.82,6740,0.01
168,F,24.0,9998,0.81
168,E,25.17,7596,0.67
168,A,26.52,6740,0.01
168,G,29.65,7376,0.75
168,A,32.01,6860,-0.04
168,G,35.27,7596,0.54
168,A,37.43,6860,-0.04
168,D,40.31,7496,0.86
168,G,42.55,7396,0.87
168,A,44.83,6760,0.01
168,B,48.15,6780,0.01
168,X,49.96,6875,0.91
169,A,9.97,6880,-0.04
169,E,12.99,7696,0.83
169,D,13.98,7596,0.81
169,A,16.05,6780,0.0
169,E,19.22,7796,0.82
169,D,20.15,7476,0.79
169,F,22.23,9778,0.81
169,C,23.31,6720,0.01
169,B,25.02,6760,0.0
169,D,26.7,7756,0.61
169,E,28.69,7656,0.75
169,G,30.14,7416,0.9
169,A,32.37,6840,-0.03
169,F,35.61,9838,0.85
169,C,36.73,6840,-0.01
169,G,38.61,7576,0.6
169,E,40.97,7676,0.84
169,D,42.1,7556,0.8
169,E,44.29,7816,0.8
169,C,45.65,6780,0.01
169,B,47.58,6740,0.01
169,X,49.41,6875,0.89
170,B,10.0,6780,-0.01
170,G,11.83,7396,0.85
170,E,14.0,7516,0.55
170,F,15.38,10038,0.74
170,D,16.11,7656,0.72
170,C,18.35,6900,-0.01
170,G,20.02,7396,0.77
170,A,22.33,6800,0.0
170,E,25.45,7816,0.8
170,B,26.91,6760,0.01
170,F,28.87,9898,0.89
170,B,30.13,6860,-0.01
170,A,32.13,6800,0.0
170,B,35.37,6760,0.01
170,E,37.33,7596,0.65
170,C,38.68,6880,-0.01
170,F,40.53,9938,0.77
170,D,41.24,7756,0.58
170,G,43.23,7596,0.55
170,X,45.33,6875,0.9
171,F,9.98,10018,0.75
171,C,11.19,6760,0.01
171,D,12.57,7636,0.71
171,A,14.72,6800,-0.0
171,E,17.86,7576,0.62
171,D,18.79,7576,0.85
171,F,20.88,9918,0.78
171,G,21.91,7516,0.73
171,D,23.71,7676,0.69
171,A,25.86,6740,0.01
171,C,28.96,6820,-0.01
171,G,30.84,7596,0.55
171,F,33.07,10018,0.78
171,A,34.14,6860,-0.04
171,F,37.25,9958,0.84
171,A,38.33,6820,-0.03
171,D,41.06,7656,0.7
171,E,43.15,7656,0.74
171,G,44.61,7376,0.76
171,B,46.77,6900,-0.02
171,X,48.56,6875,0.92
172,E,9.53,7536,0.57
172,B,10.89,6880,-0.01
172,C,12.83,6780,0.01
172,F,14.62,9898,0.82
172,G,15.62,7456,0.74
172,C,17.77,6720,0.02
172,D,19.23,7716,0.62
172,B,21.32,6880,-0.02
172,A,23.33,6800,0.0
172,X,26.37,6875,0.95
173,F,9.98,9838,0.9
173,A,11.0,6800,0.0
173,C,14.26,6820,-0.01
173,E,16.18,7816,0.78
173,A,17.64,6760,0.01
173,B,20.73,6780,-0.01
173,C,22.59,6780,0.0
173,F,24.46,9978,0.74
173,A,25.62,6780,0.01
173,D,28.39,7616,0.79
173,E,30.55,7576,0.65
173,A,32.02,6820,0.0
173,B,35.1,6880,-0.01
173,F,37.1,9938,0.78
173,D,37.89,7556,0.8
173,C,40.11,6740,0.01
173,E,41.92,7796,0.81
173,D,42.93,7636,0.73
173,B,45.05,6720,0.01
173,F,47.13,9998,0.78
173,A,48.27,6820,0.0
173,B,51.43,6860,-0.01
173,A,53.49,6720,0.02
173,F,56.79,10078,0.68
173,A,57.93,6720,0.01
173,D,60.84,7536,0.83
173,A,62.88,6800,0.0
173,B,66.18,6860,-0.02
173,G,68.23,7376,0.75
173,X,70.36,6875,0.94
174,A,9.99,6840,-0.04
174,F,13.18,10038,0.73
174,C,14.34,6800,0.0
174,F,16.02,9898,0.81
174,D,16.65,7736,0.57
174,E,18.82,7596,0.64
174,G,20.22,7436,0.88
174,B,22.44,6880,-0.02
174,E,24.52,7616,0.69
174,D,25.63,7676,0.67
174,B,27.71,6820,-0.01
174,G,29.61,7396,0.73
174,F,31.85,9998,0.75
174,D,32.47,7496,0.81
174,A,34.53,6740,0.01
174,B,37.87,6820,0.0
174,E,39.7,7676,0.84
174,D,40.63,7496,0.74
174,B,42.84,6800,0.0
174,F,44.77,9878,0.87
174,C,45.9,6740,0.01
174,X,47.58,6875,0.94
175,F,9.98,9978,0.83
175,C,11.14,6880,-0.01
175,F,12.97,9958,0.79
175,C,13.97,6840,-0.01
175,D,15.24,7656,0.71
175,B,17.27,6760,0.0
175,D,18.9,7616,0.76
175,C,20.97,6860,-0.01
175,A,22.67,6820,0.0
175,F,25.73,10098,0.65
175,D,26.4,7536,0.86
175,C,28.71,6740,0.01
175,A,30.45,6780,0.01
175,E,33.78,7556,0.62
175,D,34.93,7616,0.77
175,A,36.98,6720,0.01
175,C,40.15,6760,0.01
175,D,41.67,7676,0.66
175,C,43.71,6720,0.02
175,G,45.48,7416,0.87
175,A,47.9,6840,-0.03
175,D,50.6,7516,0.81
175,B,52.65,6820,-0.01
175,C,54.62,6760,0.01
175,A,56.3,6760,0.01
175,B,59.43,6760,0.01
175,C,61.27,6820,-0.01
175,G,62.98,7496,0.78
175,A,65.23,6840,-0.03
175,B,68.5,6740,0.01
175,D,70.13,7636,0.72
175,A,72.28,6820,0.0
175,C,75.48,6800,0.0
175,D,76.95,7696,0.65
175,E,79.21,7736,0.82
175,F,80.66,9858,0.92
175,X,81.65,6875,0.94
176,D,9.58,7616,0.79
176,A,11.67,6740,0.01
176,G,14.76,7436,0.79
176,C,17.0,6820,0.0
176,F,18.84,9838,0.79
176,C,19.87,6760,0.01
176,F,21.61,10058,0.71
176,A,22.64,6780,0.0
176,C,25.93,6840,0.0
176,G,27.7,7416,0.82
176,A,30.09,6860,-0.03
176,D,32.75,7536,0.84
176,A,34.99,6880,-0.04
176,B,38.17,6740,0.01
176,G,40.19,7516,0.72
176,F,42.47,9938,0.8
176,A,43.56,6880,-0.04
176,D,46.23,7676,0.62
176,G,48.27,7336,0.75
176,D,50.28,7776,0.57
176,E,52.5,7736,0.81
176,X,53.79,6875,0.91
177,F,9.95,10038,0.7
177,D,10.67,7716,0.63
177,B,12.68,6780,0.0
177,A,14.65,6720,0.01
177,F,17.76,9898,0.89
177,C,18.76,6880,-0.01
177,B,20.62,6820,-0.01
177,D,22.16,7616,0.73
177,G,24.38,7476,0.77
177,F,26.51,9798,0.82
177,B,27.58,6760,0.01
177,A,29.44,6740,0.01
177,D,32.11,7616,0.71
177,C,34.33,6880,-0.01
177,G,36.18,7516,0.73
177,A,38.47,6840,-0.03
177,F,41.51,9978,0.85
177,C,42.56,6820,0.0
177,E,44.36,7636,0.72
177,X,45.63,6875,0.92
178,B,9.96,6720,0.0
178,G,11.85,7336,0.79
178,F,14.1,9918,0.8
178,A,15.24,6900,-0.04
178,B,18.43,6880,-0.01
178,G,20.24,7456,0.81
178,C,22.55,6840,-0.01
178,F,24.43,10058,0.7
178,D,25.18,7636,0.71
178,A,27.3,6900,-0.04
178,G,30.47,7336,0.77
178,F,32.64,9818,0.79
178,D,33.28,7496,0.81
178,C,35.31,6800,0.01
178,E,37.13,7616,0.71
178,B,38.46,6820,0.0
178,D,40.11,7636,0.71
178,F,42.11,10078,0.65
178,G,43.09,7576,0.59
178,A,45.41,6700,0.01
178,C,48.53,6820,0.0
178,E,50.39,7756,0.82
178,X,51.65,6875,0.92
179,C,10.0,6760,0.01
179,G,11.85,7516,0.7
179,A,14.09,6800,0.0
179,D,16.77,7536,0.85
179,F,18.8,9838,0.82
179,G,19.83,7516,0.65
179,A,22.0,6780,0.0
179,C,25.15,6780,0.01
179,B,27.09,6720,0.01
179,C,29.06,6800,0.0
179,B,30.99,6780,0.0
179,G,32.85,7416,0.84
179,E,35.05,7756,0.84
179,G,36.58,7336,0.7
179,A,38.79,6720,0.02
179,C,41.99,6720,0.01
179,D,43.48,7656,0.7
179,F,45.49,9778,0.88
179,E,46.59,7516,0.56
179,C,48.09,6860,-0.01
179,A,49.97,6700,0.02
179,D,52.83,7656,0.71
179,F,54.87,9878,0.83
179,E,55.98,7556,0.59
179,G,57.49,7576,0.52
179,B,59.87,6840,-0.01
179,X,61.66,6875,0.91
180,A,9.96,6820,-0.0
180,E,13.04,7556,0.61
180,A,14.46,6900,-0.04
180,D,17.08,7716,0.64
180,B,19.13,6880,-0.02
180,G,21.17,7396,0.85
180,C,23.46,6800,0.0
180,A,25.16,6800,0.0
180,G,28.19,7516,0.63
180,C,30.31,6900,-0.01
180,B,32.11,6800,0.01
180,G,34.18,7556,0.61
180,D,35.99,7476,0.73
180,B,38.19,6820,-0.01
180,D,39.72,7636,0.73
180,A,42.02,6800,0.0
180,E,45.08,7736,0.84
180,C,46.48,6860,-0.01
180,A,48.32,6860,-0.03
180,F,51.54,9838,0.91
180,E,52.6,7736,0.87
180,G,53.93,7456,0.83
180,C,56.18,6880,-0.01
180,D,57.58,7596,0.79
180,F,59.66,9818,0.85
180,E,60.93,7756,0.88
180,B,62.26,6860,-0.01
180,D,63.76,7476,0.79
180,G,65.82,7516,0.68
180,F,68.04,10078,0.69
180,B,69.06,6800,-0.01
180,G,70.84,7576,0.57
180,C,73.07,6800,0.0
180,G,74.74,7516,0.72
180,B,77.09,6840,-0.01
180,G,79.04,7456,0.81
180,D,80.78,7676,0.65
180,G,82.8,7436,0.82
180,B,85.17,6880,-0.02
180,F,87.17,9818,0.86
180,G,88.21,7516,0.66
180,B,90.57,6900,-0.02
180,G,92.58,7376,0.8
180,E,94.85,7596,0.67
180,B,96.38,6820,-0.01
180,D,98.03,7516,0.84
180,B,100.24,6700,0.01
180,F,102.3,9758,0.82
180,B,103.47,6720,0.01
180,E,105.34,7516,0.55
180,B,106.75,6720,0.01
180,F,108.62,9978,0.8
180,E,109.82,7816,0.82
180,F,111.28,9778,0.87
180,G,112.51,7376,0.81
180,A,114.65,6780,0.0
180,X,117.7,6875,0.92
181,G,9.94,7556,0.57
181,E,12.27,7596,0.66
181,C,13.82,6820,0.0
181,G,15.69,7556,0.62
181,D,17.6,7496,0.81
181,E,19.65,7756,0.82
181,B,20.95,6760,0.01
181,D,22.57,7496,0.83
181,C,24.68,6880,-0.01
181,E,26.57,7556,0.61
181,G,27.97,7576,0.59
181,A,30.3,6820,-0.0
181,F,33.52,9858,0.88
181,X,34.5,6875,0.89
182,D,9.56,7676,0.67
182,F,11.8,9898,0.81
182,D,12.44,7756,0.59
182,F,14.63,9978,0.83
182,C,15.6,6860,-0.01
182,G,17.49,7576,0.54
182,E,19.69,7536,0.55
182,A,21.02,6780,0.01
182,D,23.76,7536,0.82
182,F,25.98,10038,0.72
182,G,27.1,7496,0.69
182,A,29.53,6740,0.01
182,F,32.62,9918,0.82
182,E,33.64,7776,0.87
182,B,35.19,6820,0.0
182,F,37.0,9818,0.84
182,G,38.11,7396,0.82
182,D,40.09,7616,0.74
182,A,42.2,6700,0.01
182,F,45.42,10038,0.69
182,G,46.54,7396,0.84
182,A,48.87,6880,-0.04
182,C,52.02,6720,0.01
182,G,53.72,7516,0.73
182,A,55.93,6880,-0.04
182,D,58.57,7756,0.55
182,E,60.57,7636,0.75
182,G,62.05,7416,0.84
182,C,64.4,6880,-0.01
182,B,66.28,6860,-0.01
182,X,68.08,6875,0.92
183,A,9.98,6780,0.01
183,B,13.27,6880,-0.01
183,F,15.28,9878,0.92
183,C,16.34,6760,0.01
183,D,17.69,7576,0.82
183,B,19.72,6880,-0.01
183,C,21.72,6820,0.0
183,F,23.61,9858,0.89
183,E,24.62,7836,0.76
183,A,26.05,6720,0.01
183,B,29.13,6700,0.01
183,G,31.02,7336,0.8
183,F,33.34,9998,0.79
183,D,34.11,7696,0.63
183,F,36.24,10018,0.77
183,D,37.07,7676,0.65
183,C,39.11,6760,0.01
183,D,40.63,7556,0.84
183,F,42.72,10018,0.77
183,G,43.96,7336,0.71
183,C,46.21,6860,-0.01
183,G,47.94,7416,0.78
183,E,50.24,7736,0.86
183,G,51.8,7336,0.78
183,A,54.03,6780,0.0
183,G,57.28,7456,0.76
183,A,59.57,6840,-0.03
183,E,62.85,7796,0.85
183,C,64.17,6720,0.01
183,F,65.87,9958,0.8
183,B,66.89,6840,-0.01
183,X,68.69,6875,0.94
184,E,9.56,7516,0.54
184,F,11.01,9878,0.9
184,G,12.22,7496,0.69
184,D,14.01,7616,0.77
184,A,16.2,6800,0.0
184,F,19.42,10058,0.68
184,C,20.6,6860,-0.01
184,G,22.23,7596,0.56
184,B,24.46,6860,-0.01
184,A,26.52,6760,0.01
184,D,29.31,7536,0.88
184,E,31.57,7736,0.82
184,F,33.01,10038,0.75
184,C,34.24,6740,0.02
184,E,36.15,7776,0.81
184,F,37.61,9838,0.87
184,A,38.65,6820,0.0
184,D,41.42,7596,0.74
184,F,43.62,10078,0.45
184,G,44.58,7496,0.75
184,C,46.93,6740,0.01
184,G,48.74,7416,0.82
184,F,51.03,10078,0.69
184,E,52.06,7676,0.79
184,C,53.4,6880,-0.01
184,D,54.94,7476,0.76
184,E,57.09,7556,0.59
184,B,58.49,6780,-0.01
184,X,60.29,6875,0.9
185,F,9.95,9918,0.85
185,E,10.99,7656,0.76
185,D,12.09,7756,0.57
185,A,14.11,6820,0.0
185,E,17.25,7556,0.6
185,F,18.56,10018,0.74
185,G,19.58,7536,0.64
185,D,21.36,7696,0.64
185,G,23.34,7436,0.84
185,A,25.62,6740,0.01
185,F,28.67,9938,0.85
185,B,29.86,6780,0.0
185,D,31.46,7736,0.58
185,F,33.7,10038,0.74
185,B,34.7,6780,0.01
185,A,36.57,6720,0.01
185,G,39.89,7496,0.75
185,E,42.11,7616,0.7
185,B,43.43,6720,0.01
185,D,45.03,7456,0.73
185,B,47.26,6840,-0.01
185,E,49.29,7576,0.64
185,G,50.63,7516,0.64
185,B,52.79,6800,0.0
185,D,54.4,7616,0.75
185,A,56.66,6880,-0.04
185,G,59.79,7536,0.63
185,C,62.08,6720,0.01
185,B,63.78,6700,0.01
185,G,65.69,7536,0.63
185,F,67.96,10078,0.67
185,E,69.2,7656,0.73
185,F,70.68,9918,0.9
185,D,71.31,7516,0.86
185,G,73.35,7556,0.59
185,C,75.71,6780,0.01
185,E,77.57,7776,0.84
185,D,78.49,7676,0.66
185,G,80.48,7436,0.82
185,B,82.8,6820,-0.01
185,D,84.22,7696,0.63
185,G,86.31,7536,0.68
185,B,88.6,6840,-0.01
185,E,90.6,7796,0.83
185,C,92.13,6900,-0.01
185,E,93.9,7716,0.89
185,F,95.32,9818,0.84
185,C,96.43,6840,-0.01
185,F,98.08,9858,0.89
185,E,99.27,7736,0.81
185,F,100.76,9878,0.78
185,G,101.91,7496,0.72
185,F,104.07,9878,0.87
185,B,105.31,6900,-0.02
185,A,107.28,6720,0.01
185,X,110.36,6875,0.9
186,F,9.96,9778,0.81
186,D,10.83,7516,0.89
186,E,12.88,7696,0.84
186,F,14.29,10018,0.76
186,G,15.44,7476,0.73
186,D,17.39,7756,0.6
186,B,19.57,6780,0.0
186,C,21.38,6840,0.0
186,B,23.24,6820,-0.01
186,E,25.28,7716,0.81
186,C,26.58,6800,0.0
186,D,27.98,7556,0.78
186,F,30.01,10018,0.77
186,A,31.09,6740,0.01
186,X,34.16,6875,0.93
187,G,9.93,7496,0.76
187,A,12.22,6900,-0.04
187,E,15.4,7756,0.86
187,C,16.96,6900,-0.02
187,A,18.78,6780,0.01
187,D,21.65,7596,0.8
187,C,23.75,6860,-0.01
187,F,25.64,9818,0.85
187,D,26.49,7736,0.59
187,C,28.62,6800,0.0
187,D,29.93,7636,0.7
187,A,32.13,6860,-0.04
187,B,35.35,6720,0.01
187,X,37.17,6875,0.89
188,G,9.92,7596,0.54
188,D,11.84,7516,0.79
188,E,14.07,7776,0.86
188,B,15.39,6840,-0.01
188,E,17.26,7556,0.61
188,A,18.68,6760,0.0
188,B,21.87,6720,0.01
188,C,23.95,6780,0.0
188,A,25.87,6840,-0.03
188,G,29.13,7376,0.8
188,A,31.45,6880,-0.04
188,F,34.5,9938,0.89
188,D,35.17,7736,0.58
188,A,37.18,6720,0.01
188,D,40.07,7616,0.68
