Sequence,Signal Type,Time (s),Frequency (Hz),Correlation Value
0,C,9.98,6780,0.01
0,A,11.84,6720,0.02
0,C,15.16,6760,0.01
0,A,16.87,6700,0.02
0,G,20.1,7596,0.57
0,B,22.48,6800,-0.01
0,E,24.37,7736,0.87
0,A,25.9,6880,-0.04
0,B,29.1,6780,0.0
0,D,30.73,7716,0.63
0,G,32.97,7476,0.78
0,A,35.26,6840,-0.03
0,C,38.46,6820,0.0
0,G,40.38,7416,0.88
0,E,42.61,7636,0.76
0,B,43.94,6740,0.0
0,D,45.43,7456,0.75
0,B,47.49,6800,-0.01
0,F,49.57,9858,0.93
0,D,50.31,7656,0.68
0,A,52.38,6720,0.01
0,E,55.67,7696,0.88
0,C,57.16,6780,0.0
0,F,59.08,9778,0.83
0,B,60.36,6780,0.0
0,A,62.2,6840,-0.03
0,B,65.37,6740,0.01
0,A,67.27,6760,0.01
0,G,70.42,7356,0.83
0,X,72.55,6875,0.93
1,B,9.98,6820,-0.01
1,A,12.0,6880,-0.04
1,D,14.82,7496,0.78
1,B,17.1,6720,0.01
1,D,18.58,7776,0.57
1,B,20.63,6840,-0.01
1,G,22.66,7516,0.74
1,C,24.82,6860,-0.01
1,B,26.51,6800,-0.01
1,E,28.4,7736,0.83
1,G,29.75,7556,0.57
1,C,31.96,6720,0.01
1,B,33.71,6740,0.01
1,E,35.6,7576,0.65
1,A,37.03,6860,-0.04
1,E,40.21,7756,0.82
1,G,41.73,7336,0.8
1,A,44.04,6840,-0.04
1,G,47.06,7356,0.8
1,D,49.03,7496,0.8
1,A,51.28,6740,0.01
1,C,54.4,6720,0.01
1,B,56.09,6860,-0.01
1,A,58.05,6840,-0.03
1,B,61.14,6760,0.0
1,G,63.21,7476,0.83
1,A,65.57,6820,0.0
1,D,68.24,7456,0.78
1,F,70.34,10018,0.78
1,G,71.42,7416,0.76
1,F,73.63,9798,0.81
1,D,74.26,7756,0.6
1,G,76.49,7416,0.82
1,A,78.87,6780,0.0
1,F,82.13,9958,0.86
1,A,83.26,6780,0.0
1,C,86.55,6740,0.01
1,G,88.49,7516,0.66
1,E,90.85,7756,0.87
1,D,92.02,7556,0.79
1,A,94.23,6760,0.01
1,B,97.4,6740,0.01
1,X,99.21,6875,0.92
2,G,9.96,7536,0.66
2,A,12.17,6840,-0.03
2,F,15.39,9778,0.83
2,B,16.42,6700,0.01
2,F,18.34,9778,0.88
2,B,19.51,6900,-0.02
2,A,21.37,6780,0.0
2,E,24.51,7516,0.55
2,C,26.09,6800,-0.01
2,D,27.56,7596,0.78
2,X,29.56,6875,0.87
3,B,9.99,6840,-0.01
3,C,12.06,6740,0.01
3,D,13.56,7576,0.87
3,F,15.73,10038,0.75
3,E,16.76,7536,0.59
3,D,17.84,7756,0.58
3,C,19.97,6840,-0.01
3,F,21.85,9878,0.82
3,A,23.08,6760,0.01
3,B,26.23,6800,-0.01
3,C,28.19,6780,0.0
3,D,29.54,7516,0.84
3,G,31.66,7496,0.69
3,B,33.81,6760,0.01
3,D,35.3,7736,0.61
3,F,37.51,9798,0.79
3,A,38.52,6840,-0.03
3,C,41.63,6840,0.0
3,F,43.36,9898,0.9
3,C,44.53,6880,-0.01
3,D,46.03,7676,0.69
3,G,48.12,7476,0.82
3,D,49.99,7496,0.86
3,F,52.21,9798,0.89
3,D,52.86,7496,0.77
3,E,55.05,7796,0.85
3,X,56.32,6875,0.95
4,D,9.58,7676,0.69
4,C,11.68,6760,0.01
4,B,13.48,6880,-0.01
4,E,15.38,7776,0.76
4,D,16.53,7576,0.79
4,G,18.56,7396,0.72
4,F,20.72,9998,0.79
4,G,21.96,7416,0.86
4,F,24.28,9838,0.88
4,C,25.55,6880,-0.01
4,D,26.82,7476,0.81
4,E,28.9,7576,0.63
4,G,30.41,7596,0.55
4,E,32.54,7636,0.72
4,B,34.1,6760,0.01
4,A,35.99,6720,0.01
4,X,39.07,6875,0.86
5,F,9.92,9818,0.88
5,B,10.98,6740,0.01
5,F,12.92,9798,0.83
5,A,14.2,6880,-0.04
5,F,17.18,9978,0.8
5,E,18.19,7756,0.89
5,G,19.69,7476,0.81
5,A,22.05,6720,0.01
5,D,24.98,7496,0.8
5,E,27.13,7556,0.6
5,F,28.56,9878,0.92
5,D,29.27,7756,0.6
5,F,31.32,9898,0.86
5,A,32.58,6720,0.01
5,G,35.68,7416,0.83
5,E,37.87,7796,0.78
5,C,39.26,6700,0.01
5,B,41.06,6720,0.01
5,A,42.96,6760,0.01
5,D,45.65,7456,0.71
5,C,47.85,6800,0.0
5,D,49.41,7596,0.8
5,E,51.54,7756,0.83
5,B,53.0,6880,-0.02
5,G,54.89,7376,0.79
5,A,57.28,6760,0.01
5,C,60.48,6820,-0.01
5,E,62.12,7796,0.84
5,D,63.18,7536,0.84
5,E,65.32,7816,0.79
5,B,66.69,6780,0.0
5,E,68.52,7656,0.77
5,A,70.07,6900,-0.04
5,B,73.18,6860,-0.01
5,A,75.03,6740,0.01
5,G,78.28,7396,0.88
5,F,80.4,9878,0.92
5,X,81.39,6875,0.95
6,F,9.98,9778,0.8
6,E,11.07,7596,0.69
6,G,12.45,7376,0.84
6,A,14.69,6880,-0.04
6,F,17.84,10018,0.78
6,G,18.92,7396,0.85
6,F,21.04,9898,0.81
6,B,22.19,6880,-0.02
6,C,24.18,6760,0.01
6,E,25.95,7636,0.75
6,F,27.42,9958,0.81
6,E,28.66,7716,0.88
6,F,29.95,9938,0.82
6,G,30.94,7456,0.8
6,C,33.18,6800,0.0
6,F,34.88,10038,0.75
6,C,35.96,6780,0.01
6,G,37.81,7356,0.86
6,D,39.59,7616,0.77
6,C,41.62,6880,-0.01
6,G,43.43,7556,0.65
6,A,45.62,6760,0.01
6,G,48.73,7356,0.84
6,D,50.5,7536,0.8
6,A,52.65,6820,0.0
6,B,55.9,6820,-0.01
6,F,57.84,9878,0.89
6,E,58.88,7696,0.8
6,X,60.16,6875,0.95
7,A,9.96,6700,0.02
7,B,13.18,6800,0.0
7,D,14.71,7616,0.79
7,E,16.89,7576,0.65
7,D,17.91,7556,0.79
7,C,20.1,6840,-0.01
7,F,21.8,9878,0.89
7,E,22.86,7696,0.82
7,G,24.29,7356,0.82
7,B,26.45,6740,0.01
7,D,28.15,7716,0.61
7,C,30.16,6740,0.01
7,G,31.91,7476,0.8
7,B,34.24,6780,0.01
7,A,36.31,6760,0.01
7,B,39.46,6820,-0.01
7,A,41.37,6840,-0.03
7,G,44.44,7336,0.79
7,C,46.6,6820,0.0
7,F,48.36,9998,0.81
7,C,49.42,6760,0.0
7,A,51.22,6780,0.0
7,G,54.29,7516,0.72
7,A,56.53,6800,0.0
7,G,59.58,7516,0.71
7,D,61.41,7556,0.8
7,F,63.67,10078,0.66
7,A,64.9,6840,-0.03
7,F,68.09,9958,0.82
7,B,69.17,6740,0.01
7,E,71.14,7576,0.64
7,X,72.43,6875,0.94
8,D,9.58,7656,0.71
8,A,11.75,6720,0.01
8,B,14.98,6860,-0.01
8,G,16.79,7556,0.62
8,C,19.13,6720,0.01
8,F,20.85,9778,0.83
8,C,21.85,6800,0.0
8,F,23.63,9878,0.82
8,A,24.84,6700,0.02
8,G,28.16,7416,0.83
8,C,30.39,6760,0.01
8,F,32.14,9838,0.92
8,B,33.34,6880,-0.01
8,A,35.33,6840,-0.03
8,G,38.38,7496,0.73
8,A,40.54,6900,-0.04
8,C,43.79,6860,-0.01
8,E,45.51,7656,0.8
8,X,46.78,6875,0.86
9,E,9.56,7656,0.74
9,A,11.11,6820,0.0
9,B,14.33,6760,0.0
9,C,16.39,6900,-0.01
9,F,18.15,9878,0.86
9,A,19.27,6900,-0.04
9,E,22.45,7796,0.8
9,D,23.36,7576,0.79
9,E,25.46,7736,0.82
9,G,26.94,7416,0.88
9,X,29.06,6875,0.93
10,B,10.0,6840,-0.01
10,G,12.02,7596,0.56
10,E,14.3,7796,0.87
10,A,15.68,6840,-0.03
10,G,18.79,7516,0.71
10,D,20.74,7476,0.82
10,A,22.88,6780,0.01
10,E,25.94,7576,0.65
10,B,27.27,6900,-0.02
10,C,29.28,6820,-0.01
10,D,30.68,7756,0.59
10,B,32.8,6900,-0.01
10,G,34.67,7516,0.67
10,E,36.79,7756,0.88
10,C,38.11,6760,0.01
10,D,39.42,7536,0.9
10,F,41.49,9878,0.83
10,X,42.48,6875,0.94
11,C,10.0,6720,0.01
11,F,11.85,9778,0.8
11,C,12.89,6900,-0.01
11,B,14.61,6780,0.01
11,E,16.48,7616,0.73
11,G,18.0,7496,0.68
11,D,19.83,7696,0.65
11,B,21.88,6860,-0.01
11,E,23.89,7796,0.78
11,D,25.03,7716,0.6
11,C,27.09,6880,-0.01
11,B,28.77,6900,-0.02
11,F,30.64,9918,0.83
11,A,31.84,6820,0.0
11,X,34.88,6875,0.93
12,E,9.54,7736,0.82
12,A,10.85,6800,0.0
12,D,13.65,7456,0.76
12,C,15.81,6840,-0.01
12,A,17.56,6760,0.01
12,D,20.27,7476,0.85
12,C,22.35,6760,0.01
12,A,24.28,6740,0.01
12,F,27.5,9838,0.77
12,D,28.15,7596,0.81
12,E,30.21,7556,0.6
12,F,31.5,9898,0.9
12,C,32.67,6900,-0.01
12,E,34.34,7636,0.76
12,B,35.65,6780,-0.01
12,E,37.49,7656,0.81
12,D,38.41,7676,0.64
12,A,40.66,6880,-0.04
12,C,43.75,6780,0.0
12,F,45.42,9818,0.88
12,G,46.47,7376,0.85
12,X,48.6,6875,0.86
13,F,9.95,10058,0.71
13,A,10.96,6760,0.01
13,C,14.16,6700,0.02
13,F,15.99,10058,0.69
13,G,17.11,7456,0.8
13,D,19.03,7756,0.58
13,E,21.08,7756,0.83
13,F,22.4,9758,0.83
13,G,23.51,7396,0.76
13,E,25.82,7716,0.86
13,F,27.18,9838,0.89
13,E,28.3,7816,0.82
13,F,29.71,9918,0.77
13,D,30.32,7556,0.84
13,G,32.4,7496,0.75
13,D,34.36,7496,0.77
13,G,36.55,7436,0.83
13,F,38.76,9858,0.86
13,E,40.02,7796,0.79
13,A,41.36,6860,-0.04
13,B,44.57,6740,0.0
13,X,46.38,6875,0.93
14,G,9.98,7336,0.72
14,A,12.26,6860,-0.04
14,B,15.45,6820,-0.01
14,F,17.44,9938,0.78
14,D,18.25,7756,0.58
14,F,20.39,9778,0.8
14,C,21.47,6720,0.02
14,A,23.24,6780,0.01
14,C,26.42,6880,-0.01
14,F,28.3,9918,0.78
14,G,29.35,7476,0.68
14,E,31.5,7776,0.8
14,C,32.9,6760,0.01
14,E,34.81,7816,0.78
14,G,36.17,7416,0.77
14,E,38.52,7516,0.56
14,C,39.99,6840,-0.01
14,B,41.83,6740,0.01
14,A,43.72,6860,-0.04
14,C,46.98,6780,0.01
14,F,48.75,9798,0.86
14,D,49.6,7736,0.6
14,X,51.57,6875,0.91
15,F,9.95,9878,0.85
15,A,11.06,6820,-0.0
15,E,14.37,7776,0.84
15,A,15.81,6820,-0.01
15,C,18.96,6840,0.0
15,D,20.5,7716,0.63
15,F,22.65,9918,0.85
15,E,23.86,7716,0.87
15,C,25.38,6740,0.01
15,G,27.1,7416,0.74
15,F,29.34,9858,0.88
15,A,30.6,6820,0.0
15,F,33.64,9758,0.86
15,G,34.89,7376,0.84
15,A,37.04,6780,0.01
15,E,40.26,7556,0.58
15,G,41.59,7456,0.83
15,D,43.6,7636,0.74
15,E,45.79,7576,0.64
15,A,47.14,6900,-0.04
15,G,50.22,7376,0.79
15,A,52.39,6780,0.0
15,F,55.48,10018,0.79
15,E,56.58,7636,0.75
15,C,57.91,6840,-0.01
15,B,59.83,6720,0.01
15,F,61.69,9758,0.85
15,E,62.85,7696,0.82
15,G,64.21,7456,0.73
15,E,66.35,7536,0.58
15,A,67.79,6740,0.01
15,F,70.89,9798,0.84
15,E,71.96,7696,0.82
15,A,73.52,6720,0.01
15,F,76.84,9918,0.89
15,E,77.88,7556,0.62
15,D,79.06,7536,0.83
15,C,81.32,6740,0.01
15,B,83.25,6800,0.0
15,X,85.07,6875,0.89
16,G,9.97,7416,0.78
16,F,12.18,10058,0.69
16,G,13.18,7556,0.64
16,F,15.41,10058,0.71
16,D,16.24,7736,0.57
16,G,18.44,7556,0.64
16,A,20.57,6880,-0.04
16,G,23.63,7476,0.76
16,D,25.61,7696,0.66
16,F,27.65,9758,0.85
16,A,28.73,6720,0.02
16,E,31.86,7676,0.8
16,B,33.25,6860,-0.02
16,A,35.08,6720,0.01
16,E,38.19,7716,0.88
16,A,39.63,6740,0.01
16,G,42.96,7336,0.75
16,A,45.31,6800,-0.0
16,F,48.47,9838,0.92
16,E,49.71,7816,0.83
16,A,51.05,6720,0.02
16,F,54.28,9938,0.82
16,E,55.53,7756,0.84
16,A,56.84,6880,-0.04
16,G,59.88,7396,0.9
16,E,62.19,7596,0.67
16,B,63.69,6760,0.01
16,A,65.68,6740,0.01
16,C,68.89,6780,0.0
16,X,70.54,6875,0.92
17,A,9.96,6740,0.01
17,B,13.15,6760,0.01
17,A,15.1,6700,0.02
17,G,18.32,7336,0.77
17,C,20.47,6800,0.01
17,E,22.16,7816,0.79
17,G,23.58,7376,0.77
17,F,25.74,9958,0.85
17,E,26.99,7696,0.77
17,G,28.48,7336,0.77
17,B,30.76,6740,0.01
17,A,32.82,6840,-0.03
17,F,35.91,9778,0.79
17,E,36.95,7616,0.73
17,B,38.43,6760,0.0
17,G,40.26,7436,0.87
17,E,42.66,7576,0.64
17,C,44.08,6800,0.0
17,G,45.78,7436,0.87
17,A,47.98,6780,0.0
17,G,51.03,7416,0.88
17,F,53.35,9958,0.81
17,G,54.57,7416,0.85
17,F,56.77,9978,0.83
17,E,57.83,7556,0.63
17,G,59.33,7496,0.7
17,E,61.6,7716,0.88
17,A,62.98,6840,-0.03
17,E,66.09,7796,0.83
17,A,67.61,6800,-0.0
17,F,70.84,9978,0.78
17,D,71.48,7676,0.69
17,F,73.72,9938,0.88
17,G,74.74,7556,0.62
17,F,76.91,10038,0.72
17,G,78.11,7356,0.76
17,D,79.85,7636,0.74
17,G,82.06,7576,0.55
17,A,84.19,6880,-0.04
17,E,87.26,7816,0.74
17,A,88.58,6840,-0.04
17,G,91.8,7556,0.61
17,D,93.63,7496,0.8
17,G,95.64,7596,0.54
17,A,97.91,6840,-0.03
17,C,100.93,6760,0.01
17,D,102.45,7636,0.7
17,F,104.66,10058,0.69
17,G,105.83,7596,0.54
17,C,108.22,6840,-0.01
17,G,110.02,7376,0.85
17,F,112.22,10058,0.69
17,E,113.35,7756,0.86
17,G,114.63,7556,0.58
17,D,116.48,7616,0.79
17,E,118.64,7616,0.7
17,G,120.07,7416,0.83
17,B,122.44,6780,0.0
17,X,124.26,6875,0.92
18,A,9.99,6780,0.01
18,B,13.15,6780,0.0
18,D,14.7,7596,0.83
18,G,16.68,7476,0.84
18,A,18.93,6760,0.01
18,D,21.64,7476,0.79
18,E,23.89,7676,0.78
18,C,25.35,6800,0.0
18,F,27.03,9978,0.82
18,B,28.22,6700,0.01
18,C,30.19,6880,-0.01
18,G,32.05,7516,0.73
18,E,34.37,7756,0.89
18,A,35.71,6740,0.01
18,E,39.01,7636,0.74
18,G,40.48,7356,0.79
18,B,42.77,6860,-0.01
18,A,44.61,6820,-0.0
18,C,47.72,6880,-0.01
18,E,49.6,7516,0.56
18,A,51.07,6820,-0.0
18,D,53.85,7716,0.61
18,E,55.95,7656,0.74
18,D,56.89,7556,0.85
18,B,58.96,6860,-0.01
18,A,60.9,6760,0.01
18,F,64.02,9978,0.83
18,X,64.99,6875,0.9
19,C,9.96,6760,0.01
19,G,11.83,7516,0.74
19,D,13.61,7656,0.7
19,B,15.62,6780,0.0
19,F,17.63,9838,0.91
19,D,18.24,7556,0.82
19,G,20.42,7516,0.68
19,E,22.76,7596,0.69
19,B,24.17,6740,0.01
19,C,26.23,6880,-0.01
19,G,27.98,7496,0.78
19,F,30.33,10078,0.7
19,G,31.54,7376,0.87
19,B,33.78,6720,0.0
19,A,35.77,6760,0.0
19,B,38.91,6820,-0.01
19,A,40.87,6700,0.02
19,G,44.08,7576,0.59
19,A,46.35,6840,-0.04
19,B,49.48,6880,-0.02
19,E,51.56,7536,0.57
19,B,53.05,6840,0.0
19,A,54.98,6880,-0.04
19,G,58.03,7556,0.6
19,F,60.25,9878,0.91
19,D,61.04,7696,0.65
19,A,63.28,6740,0.01
19,F,66.53,9918,0.89
19,G,67.58,7396,0.82
19,B,69.9,6840,-0.01
19,F,71.74,9878,0.88
19,C,72.86,6700,0.01
19,X,74.53,6875,0.91
20,B,9.98,6760,0.01
20,E,11.83,7816,0.82
20,F,13.27,9798,0.78
20,E,14.28,7716,0.88
20,G,15.57,7456,0.74
20,D,17.54,7696,0.65
20,C,19.8,6860,-0.01
20,A,21.63,6700,0.02
20,D,24.46,7676,0.66
20,B,26.48,6800,-0.01
20,C,28.55,6840,0.0
20,G,30.32,7556,0.62
20,B,32.56,6760,0.01
20,E,34.42,7556,0.6
20,B,35.73,6780,0.01
20,G,37.78,7376,0.81
20,B,40.02,6760,0.01
20,F,42.04,9758,0.84
20,B,43.13,6860,-0.01
20,G,44.96,7516,0.68
20,F,47.31,10078,0.71
20,G,48.32,7356,0.77
20,D,50.15,7536,0.81
20,E,52.22,7756,0.82
20,F,53.76,9958,0.78
20,D,54.6,7596,0.73
20,G,56.58,7456,0.82
20,B,58.87,6800,-0.01
20,F,60.73,9898,0.9
20,C,61.97,6820,0.0
20,F,63.78,9958,0.83
20,A,64.83,6860,-0.03
20,X,67.86,6875,0.88
21,A,9.95,6860,-0.04
21,G,13.2,7556,0.62
21,A,15.36,6700,0.01
21,C,18.67,6820,-0.01
21,B,20.59,6700,0.01
21,C,22.59,6820,-0.01
21,A,24.41,6780,0.0
21,C,27.64,6860,-0.01
21,A,29.43,6840,-0.04
21,G,32.71,7356,0.8
21,E,35.02,7516,0.57
21,G,36.41,7596,0.55
21,B,38.55,6860,-0.01
21,C,40.61,6820,0.01
21,B,42.32,6780,0.0
21,F,44.18,10058,0.69
21,D,44.8,7756,0.57
21,A,46.81,6840,-0.03
21,G,49.96,7576,0.55
21,B,52.26,6800,0.0
21,E,54.31,7596,0.68
21,G,55.86,7536,0.66
21,B,58.0,6720,0.01
21,E,60.09,7776,0.87
21,D,61.23,7716,0.61
21,B,63.35,6740,0.01
21,F,65.3,10078,0.69
21,B,66.43,6800,-0.01
21,G,68.48,7536,0.64
21,D,70.42,7516,0.89
21,G,72.55,7556,0.62
21,F,74.81,9998,0.82
21,C,75.81,6860,-0.01
21,X,77.48,6875,0.93
22,G,9.98,7356,0.8
22,A,12.39,6720,0.01
22,C,15.48,6820,0.0
22,D,16.81,7756,0.59
22,B,19.04,6840,-0.02
22,C,21.04,6740,0.01
22,B,22.89,6700,0.01
22,F,24.76,9798,0.86
22,D,25.46,7636,0.7
22,C,27.66,6880,-0.01
22,F,29.31,9798,0.86
22,C,30.32,6780,0.01
22,A,32.09,6900,-0.04
22,F,35.15,9818,0.81
22,A,36.39,6800,0.0
22,E,39.46,7516,0.57
22,F,40.75,10058,0.69
22,D,41.54,7636,0.74
22,E,43.65,7716,0.87
22,F,45.03,9878,0.9
22,G,46.16,7516,0.72
22,C,48.45,6800,0.0
22,E,50.34,7536,0.57
22,C,51.9,6860,-0.01
22,E,53.77,7576,0.62
22,F,55.08,9898,0.82
22,G,56.14,7456,0.8
22,D,57.88,7556,0.7
22,C,60.11,6720,0.01
22,B,62.03,6860,-0.01
22,E,63.86,7716,0.77
22,C,65.33,6880,-0.01
22,A,67.08,6820,-0.0
22,X,70.11,6875,0.92
23,E,9.49,7716,0.87
23,D,10.39,7656,0.68
23,E,12.48,7696,0.83
23,A,13.9,6820,0.0
23,D,16.79,7476,0.81
23,G,18.85,7456,0.78
23,A,21.01,6780,0.0
23,D,23.72,7676,0.68
23,B,25.95,6860,-0.01
23,A,27.8,6860,-0.04
23,F,30.96,10038,0.72
23,E,32.09,7656,0.73
23,B,33.4,6820,-0.01
23,C,35.37,6760,0.01
23,B,37.31,6840,-0.01
23,G,39.23,7356,0.78
23,A,41.45,6780,0.01
23,C,44.64,6720,0.01
23,G,46.45,7516,0.65
23,B,48.73,6780,0.0
23,A,50.73,6720,0.02
23,E,53.82,7776,0.88
23,D,54.73,7656,0.66
23,A,57.0,6860,-0.04
23,C,60.02,6760,0.01
23,A,61.73,6720,0.01
23,C,64.99,6780,0.01
23,B,66.78,6740,0.01
23,G,68.67,7336,0.74
23,B,70.94,6880,-0.01
23,C,73.0,6780,0.0
23,D,74.33,7556,0.83
23,A,76.63,6780,0.0
23,G,79.79,7336,0.75
23,E,82.17,7636,0.75
23,C,83.66,6800,0.0
23,G,85.55,7476,0.74
23,E,87.9,7576,0.64
23,C,89.32,6740,0.01
23,A,91.23,6760,0.01
23,D,93.94,7756,0.56
23,B,95.97,6740,0.0
23,C,97.81,6800,0.0
23,D,99.27,7716,0.64
23,F,101.47,9918,0.78
23,X,102.45,6875,0.93
24,F,9.96,10018,0.73
24,D,10.79,7616,0.75
24,A,13.03,6740,0.01
24,C,16.35,6840,-0.01
24,F,18.1,9858,0.83
24,A,19.13,6760,0.01
24,E,22.24,7616,0.7
24,F,23.63,10078,0.66
24,G,24.79,7516,0.65
24,D,26.55,7516,0.87
24,E,28.58,7816,0.81
24,B,29.99,6720,0.01
24,X,31.82,6875,0.88
25,A,9.98,6700,0.01
25,F,13.09,9958,0.84
25,C,14.16,6720,0.01
25,E,16.0,7676,0.78
25,F,17.42,9978,0.81
25,G,18.65,7396,0.81
25,E,20.78,7516,0.56
25,C,22.1,6800,0.0
25,A,23.81,6840,-0.03
25,E,26.92,7616,0.72
25,D,28.03,7696,0.62
25,C,30.05,6720,0.01
25,G,31.76,7416,0.81
25,A,33.99,6800,0.0
25,E,37.21,7736,0.81
25,D,38.27,7756,0.58
25,C,40.35,6840,-0.01
25,A,42.07,6820,-0.0
25,G,45.33,7336,0.71
25,A,47.52,6740,0.01
25,E,50.6,7776,0.83
25,F,52.07,9998,0.74
25,G,53.31,7436,0.8
25,E,55.51,7636,0.74
25,D,56.62,7516,0.83
25,C,58.74,6760,0.01
25,B,60.55,6800,0.0
25,X,62.35,6875,0.93
26,B,9.98,6760,0.0
26,C,11.95,6760,0.01
26,G,13.78,7436,0.82
26,C,16.09,6720,0.02
26,F,18.04,9758,0.81
26,D,18.8,7696,0.63
26,A,20.89,6880,-0.04
26,C,23.94,6860,-0.01
26,D,25.21,7676,0.69
26,G,27.3,7456,0.87
26,F,29.63,9858,0.88
26,A,30.79,6800,0.0
26,C,34.08,6840,-0.01
26,E,35.99,7776,0.82
26,X,37.28,6875,0.95
27,F,9.96,10058,0.68
27,E,10.99,7576,0.64
27,C,12.39,6840,0.0
27,B,14.09,6900,-0.02
27,E,16.11,7536,0.58
27,G,17.54,7516,0.73
27,D,19.39,7536,0.82
27,A,21.42,6700,0.02
27,E,24.52,7776,0.87
27,F,25.92,9938,0.84
27,C,27.17,6860,-0.01
27,F,29.04,9978,0.82
27,C,30.05,6820,-0.01
27,G,31.71,7436,0.79
27,F,33.99,9838,0.88
27,D,34.74,7476,0.81
27,G,36.98,7536,0.66
27,B,39.19,6760,0.01
27,D,40.66,7536,0.83
27,C,42.74,6720,0.01
27,A,44.45,6820,0.0
27,X,47.48,6875,0.9
28,E,9.55,7656,0.79
28,F,10.9,9898,0.8
28,A,11.92,6900,-0.04
28,F,15.17,9918,0.81
28,D,15.97,7676,0.66
28,F,18.08,9958,0.84
28,D,18.76,7616,0.76
28,F,20.76,9998,0.79
28,D,21.4,7596,0.79
28,E,23.41,7716,0.84
28,F,24.84,9998,0.76
28,C,25.95,6800,0.02
28,E,27.72,7636,0.75
28,C,29.08,6860,-0.01
28,D,30.35,7596,0.78
28,B,32.52,6860,-0.01
28,G,34.47,7336,0.78
28,F,36.8,9798,0.89
28,C,37.83,6780,0.0
28,E,39.68,7796,0.84
28,G,41.04,7376,0.83
28,F,43.17,10078,0.68
28,D,44.0,7476,0.79
28,C,46.25,6760,0.01
28,G,48.06,7556,0.59
28,C,50.2,6740,0.01
28,D,51.69,7516,0.79
28,G,53.97,7476,0.79
28,B,56.17,6900,-0.02
28,E,58.13,7656,0.8
28,D,59.16,7596,0.77
28,F,61.21,10078,0.66
28,D,61.83,7656,0.65
28,E,63.99,7816,0.82
28,F,65.38,9838,0.87
28,C,66.62,6880,-0.01
28,G,68.38,7516,0.69
28,F,70.5,9818,0.84
28,E,71.61,7656,0.79
28,D,72.52,7596,0.82
28,G,74.52,7556,0.64
28,C,76.74,6820,0.0
28,G,78.57,7436,0.84
28,D,80.54,7736,0.62
28,F,82.64,10038,0.73
28,C,83.85,6860,-0.01
28,E,85.61,7776,0.85
28,C,87.16,6860,-0.01
28,A,88.86,6780,0.0
28,X,91.9,6875,0.89
29,B,9.96,6740,0.01
29,D,11.45,7756,0.6
29,A,13.53,6760,0.01
29,D,16.38,7576,0.86
29,B,18.5,6760,0.0
29,F,20.42,9918,0.87
29,B,21.57,6720,0.01
29,C,23.52,6880,-0.01
29,B,25.44,6860,-0.02
29,A,27.28,6780,0.01
29,C,30.53,6720,0.02
29,F,32.4,9838,0.83
29,E,33.57,7556,0.59
29,G,34.89,7456,0.84
29,X,37.0,6875,0.92
30,D,9.57,7476,0.79
30,B,11.74,6780,0.0
30,A,13.6,6840,-0.04
30,B,16.77,6880,-0.02
30,A,18.76,6820,0.0
30,E,21.89,7556,0.59
30,G,23.36,7556,0.63
30,F,25.5,9978,0.84
30,B,26.52,6820,-0.01
30,E,28.49,7756,0.87
30,B,29.81,6740,0.01
30,F,31.69,9778,0.81
30,A,32.83,6740,0.01
30,G,35.99,7456,0.74
30,E,38.14,7756,0.89
30,D,39.22,7696,0.67
30,F,41.37,9978,0.77
30,C,42.56,6780,0.0
30,G,44.35,7376,0.83
30,A,46.53,6760,0.01
30,G,49.7,7596,0.55
30,E,52.06,7796,0.86
30,A,53.63,6880,-0.04
30,C,56.78,6780,0.0
30,F,58.45,9898,0.89
30,B,59.47,6720,0.01
30,A,61.35,6860,-0.03
30,F,64.61,9998,0.79
30,C,65.64,6800,0.0
30,A,67.33,6740,0.01
30,C,70.66,6900,-0.01
30,B,72.59,6780,0.0
30,G,74.5,7476,0.78
30,A,76.9,6760,0.0
30,G,79.96,7536,0.65
30,B,82.33,6820,-0.01
30,A,84.33,6820,-0.03
30,B,87.58,6700,0.01
30,E,89.5,7776,0.81
30,D,90.5,7556,0.88
30,X,92.52,6875,0.88
31,A,9.97,6760,0.01
31,B,13.15,6720,0.01
31,C,15.18,6760,0.01
31,B,16.85,6760,0.01
31,F,18.91,9758,0.82
31,G,20.07,7376,0.74
31,A,22.36,6880,-0.04
31,B,25.63,6780,0.0
31,A,27.75,6840,-0.04
31,C,30.9,6860,-0.01
31,A,32.81,6800,0.0
31,F,35.85,9958,0.78
31,B,37.1,6900,-0.02
31,E,38.92,7696,0.84
31,G,40.39,7436,0.72
31,E,42.55,7576,0.66
31,B,44.02,6760,0.0
31,D,45.67,7756,0.6
31,A,47.71,6820,0.0
31,C,50.96,6760,0.01
31,G,52.78,7496,0.71
31,F,54.93,9898,0.88
31,E,56.02,7636,0.74
31,D,57.02,7476,0.79
31,B,59.22,6860,-0.01
31,X,61.0,6875,0.92
32,B,9.96,6840,-0.01
32,G,11.85,7556,0.63
32,A,14.12,6800,0.0
32,E,17.3,7756,0.9
32,G,18.81,7516,0.66
32,C,21.12,6880,-0.01
32,D,22.59,7596,0.78
32,C,24.61,6740,0.01
32,G,26.45,7456,0.82
32,A,28.67,6880,-0.04
32,F,31.77,9878,0.86
32,A,32.89,6900,-0.04
32,C,36.03,6780,0.01
32,D,37.38,7556,0.86
32,E,39.53,7736,0.84
32,A,41.03,6760,0.01
32,B,44.22,6720,0.01
