Sequence,Signal Type,Time (s),Frequency (Hz),Correlation Value
87,C,48.77,6820,-0.01
87,E,50.55,7616,0.72
87,B,51.87,6720,0.02
87,A,53.92,6760,0.01
87,X,56.98,6875,0.92
88,F,9.95,10058,0.67
88,B,11.18,6880,-0.02
88,G,13.16,7496,0.78
88,A,15.45,6720,0.02
88,E,18.78,7736,0.88
88,B,20.17,6720,0.01
88,C,22.1,6860,-0.01
88,B,23.94,6800,-0.01
88,C,25.79,6860,-0.01
88,D,27.13,7596,0.79
88,B,29.21,6880,0.0
88,E,31.1,7556,0.63
88,D,32.21,7476,0.81
88,G,34.32,7336,0.67
88,E,36.49,7656,0.74
88,C,37.89,6880,-0.01
88,A,39.64,6840,-0.03
88,F,42.92,9778,0.78
88,X,43.91,6875,0.85
89,C,9.97,6740,0.01
89,A,11.71,6840,-0.03
89,F,14.74,9878,0.84
89,C,15.92,6800,0.0
89,B,17.67,6840,-0.01
89,C,19.69,6760,0.01
89,D,21.01,7696,0.65
89,E,23.28,7556,0.6
89,C,24.69,6840,-0.01
89,F,26.51,9858,0.9
89,A,27.61,6840,-0.03
89,F,30.74,10038,0.77
89,D,31.37,7756,0.6
89,E,33.61,7676,0.85
89,G,35.15,7356,0.82
89,E,37.48,7596,0.67
89,A,38.99,6700,0.02
89,E,42.07,7716,0.84
89,B,43.44,6900,-0.02
89,D,44.87,7656,0.67
89,F,47.1,9878,0.88
89,B,48.35,6860,-0.01
89,D,50.02,7536,0.87
89,G,52.07,7356,0.82
89,F,54.2,9978,0.85
89,E,55.39,7816,0.83
89,A,56.84,6720,0.02
89,G,60.0,7436,0.8
89,D,61.91,7676,0.67
89,F,63.93,9838,0.85
89,C,64.93,6840,-0.01
89,X,66.58,6875,0.93
90,D,9.56,7536,0.78
90,A,11.61,6800,0.0
90,D,14.3,7556,0.79
90,F,16.47,9998,0.77
90,E,17.48,7616,0.72
90,F,18.79,10058,0.71
90,C,19.78,6880,-0.01
90,B,21.63,6900,-0.02
90,D,23.22,7556,0.83
90,B,25.45,6900,-0.02
90,C,27.3,6840,-0.01
90,A,29.13,6760,0.01
90,D,31.83,7476,0.78
90,A,34.1,6760,0.01
90,G,37.37,7496,0.79
90,X,39.48,6875,0.94
91,B,9.99,6880,-0.02
91,E,11.81,7576,0.64
91,C,13.11,6780,0.0
91,F,14.87,9798,0.89
91,D,15.51,7456,0.78
91,F,17.56,9878,0.86
91,B,18.62,6840,-0.01
91,F,20.58,9898,0.85
91,C,21.6,6860,-0.01
91,D,22.95,7596,0.8
91,E,25.04,7756,0.9
91,C,26.33,6780,0.01
91,F,28.13,9898,0.8
91,E,29.3,7816,0.84
91,A,30.6,6840,-0.03
91,G,33.86,7416,0.83
91,B,36.03,6880,-0.02
91,E,38.08,7536,0.6
91,G,39.41,7376,0.86
91,D,41.37,7696,0.64
91,G,43.61,7396,0.76
91,C,45.87,6800,0.0
91,F,47.63,9778,0.87
91,E,48.72,7696,0.84
91,D,49.85,7756,0.61
91,E,51.96,7516,0.58
91,F,53.52,9798,0.9
91,B,54.75,6720,0.01
91,A,56.65,6880,-0.04
91,X,59.64,6875,0.93
92,C,9.99,6840,-0.01
92,A,11.9,6840,-0.03
92,G,15.11,7436,0.88
92,C,17.42,6720,0.01
92,G,19.07,7596,0.55
92,A,21.27,6820,-0.03
92,F,24.48,9858,0.85
92,D,25.07,7516,0.89
92,B,27.23,6780,0.0
92,A,29.21,6800,0.0
92,D,32.03,7716,0.64
92,C,34.29,6900,-0.01
92,D,35.81,7636,0.73
92,C,37.81,6720,0.01
92,D,39.34,7636,0.69
92,C,41.39,6720,0.01
92,B,43.08,6880,-0.01
92,E,45.0,7656,0.74
92,B,46.3,6760,0.01
92,G,48.27,7356,0.85
92,F,50.51,9798,0.87
92,B,51.6,6800,0.0
92,F,53.55,9998,0.76
92,A,54.6,6700,0.02
92,E,57.96,7756,0.83
92,F,59.35,9818,0.81
92,D,60.05,7516,0.89
92,C,62.23,6840,-0.01
92,X,63.87,6875,0.87
93,G,9.95,7496,0.69
93,D,11.91,7716,0.64
93,B,14.11,6800,-0.01
93,C,16.19,6880,-0.01
93,G,18.06,7536,0.69
93,F,20.34,9758,0.83
93,B,21.37,6800,0.0
93,G,23.42,7516,0.68
93,E,25.61,7536,0.55
93,B,27.1,6760,0.0
93,F,28.96,9978,0.74
93,C,30.18,6880,-0.01
93,A,31.95,6780,0.01
93,X,35.0,6875,0.93
94,C,9.97,6840,-0.01
94,E,11.73,7776,0.88
94,D,12.66,7656,0.69
94,B,14.71,6860,-0.01
94,E,16.78,7536,0.59
94,B,18.2,6820,-0.01
94,D,19.9,7596,0.77
94,G,22.12,7596,0.56
94,F,24.26,9798,0.82
94,A,25.36,6720,0.01
94,B,28.55,6840,-0.01
94,D,30.23,7736,0.59
94,E,32.24,7796,0.85
94,C,33.69,6760,0.01
94,E,35.52,7576,0.64
94,F,36.87,9818,0.91
94,D,37.72,7536,0.89
94,B,39.75,6720,0.01
94,G,41.69,7436,0.88
94,C,43.85,6820,-0.01
94,B,45.52,6900,-0.02
94,C,47.55,6800,0.0
94,D,48.88,7656,0.72
94,A,51.09,6840,-0.03
94,X,54.12,6875,0.86
95,D,9.55,7696,0.62
95,A,11.58,6860,-0.04
95,C,14.62,6760,0.01
95,G,16.31,7556,0.57
95,C,18.5,6880,-0.01
95,D,19.76,7636,0.73
95,C,21.77,6800,0.0
95,A,23.53,6780,0.01
95,C,26.85,6740,0.01
95,D,28.24,7676,0.7
95,B,30.4,6860,-0.01
95,A,32.26,6820,0.0
95,D,34.93,7556,0.82
95,G,37.07,7396,0.79
95,A,39.45,6740,0.01
95,B,42.76,6840,-0.01
95,E,44.68,7716,0.85
95,F,46.19,10098,0.66
95,E,47.21,7576,0.63
95,A,48.67,6740,0.01
95,B,51.97,6720,0.01
95,D,53.55,7596,0.79
95,G,55.59,7416,0.83
95,C,57.95,6860,-0.01
95,B,59.85,6780,0.0
95,C,61.73,6820,0.0
95,B,63.66,6780,0.0
95,C,65.52,6800,0.0
95,E,67.28,7716,0.89
95,G,68.57,7576,0.54
95,E,70.74,7596,0.66
95,C,72.07,6880,-0.01
95,E,73.87,7776,0.87
95,C,75.24,6740,0.01
95,D,76.68,7496,0.86
95,G,78.9,7536,0.67
95,B,81.08,6820,-0.01
95,F,82.9,9798,0.91
95,X,83.88,6875,0.92
96,A,9.98,6720,0.01
96,G,13.19,7576,0.56
96,C,15.42,6880,-0.01
96,B,17.09,6800,0.0
96,F,19.0,10078,0.7
96,A,20.16,6760,0.01
96,C,23.26,6820,0.0
96,E,25.03,7636,0.76
96,G,26.37,7516,0.68
96,C,28.67,6740,0.01
96,B,30.51,6840,-0.01
96,F,32.31,9998,0.75
96,G,33.29,7516,0.72
96,C,35.6,6740,0.01
96,F,37.39,10018,0.77
96,B,38.39,6820,-0.01
96,A,40.34,6720,0.01
96,C,43.69,6800,0.0
96,A,45.46,6740,0.01
96,E,48.57,7736,0.82
96,A,49.97,6760,0.01
96,D,52.82,7536,0.88
96,X,54.82,6875,0.93
97,F,9.98,9878,0.81
97,B,11.14,6720,0.01
97,E,13.18,7616,0.67
97,C,14.74,6900,-0.01
97,D,16.15,7716,0.6
97,E,18.41,7716,0.78
97,A,19.88,6740,0.01
97,C,23.14,6720,0.01
97,E,25.0,7796,0.86
97,G,26.5,7476,0.72
97,E,28.74,7616,0.7
97,D,29.67,7476,0.82
97,G,31.9,7396,0.85
97,C,34.1,6800,0.0
97,E,35.78,7776,0.82
97,D,36.91,7616,0.72
97,F,38.97,10018,0.71
97,G,39.99,7496,0.75
97,F,42.1,10098,0.51
97,D,42.71,7676,0.61
97,E,44.93,7576,0.61
97,C,46.45,6820,-0.01
97,E,48.16,7716,0.83
97,C,49.68,6780,0.01
97,F,51.37,9878,0.92
97,G,52.51,7376,0.73
97,E,54.91,7796,0.84
97,B,56.43,6840,-0.01
97,G,58.32,7456,0.82
97,D,60.08,7576,0.82
97,G,62.19,7456,0.74
97,E,64.41,7536,0.59
97,A,65.81,6820,-0.03
97,X,68.84,6875,0.88
98,D,9.56,7676,0.68
98,E,11.59,7656,0.78
98,G,12.88,7456,0.83
98,F,15.25,9938,0.77
98,G,16.43,7576,0.57
98,F,18.59,10078,0.66
98,B,19.83,6840,-0.01
98,D,21.24,7676,0.67
98,G,23.46,7396,0.86
98,D,25.26,7516,0.86
98,E,27.38,7576,0.64
98,B,28.73,6800,-0.01
98,G,30.78,7456,0.75
98,C,33.02,6900,-0.01
98,F,34.92,9958,0.86
98,G,35.94,7336,0.73
98,A,38.32,6780,0.0
98,X,41.37,6875,0.92
99,E,9.54,7756,0.88
99,C,10.89,6880,-0.01
99,D,12.34,7536,0.78
99,A,14.57,6740,0.01
99,B,17.76,6840,-0.01
99,C,19.76,6860,-0.01
99,D,21.14,7776,0.59
99,F,23.14,9798,0.89
99,C,24.27,6780,0.0
99,B,26.02,6800,-0.01
99,A,28.08,6880,-0.04
99,E,31.16,7656,0.74
99,G,32.61,7536,0.65
99,D,34.55,7616,0.77
99,C,36.77,6880,-0.01
99,F,38.45,9798,0.84
99,C,39.68,6740,0.01
99,B,41.49,6880,-0.01
99,G,43.31,7396,0.87
99,F,45.5,9818,0.9
99,G,46.51,7416,0.77
99,E,48.72,7536,0.56
99,B,50.19,6840,-0.01
99,C,52.09,6740,0.01
99,A,53.97,6700,0.02
99,X,57.05,6875,0.85
100,B,9.98,6800,-0.01
100,E,11.96,7656,0.81
100,G,13.35,7436,0.85
100,D,15.11,7456,0.78
100,B,17.22,6760,0.0
100,G,19.15,7356,0.79
100,D,20.99,7556,0.83
100,E,23.04,7616,0.71
100,B,24.55,6900,-0.01
100,E,26.52,7816,0.79
100,G,27.85,7496,0.75
100,E,30.18,7656,0.8
100,C,31.51,6800,0.01
100,D,32.93,7756,0.59
100,E,34.95,7636,0.75
100,D,35.87,7456,0.78
100,B,38.12,6860,-0.01
100,A,39.99,6780,0.0
100,E,43.18,7576,0.64
100,G,44.65,7396,0.79
100,A,47.05,6760,0.01
100,C,50.19,6800,0.01
100,B,52.13,6740,0.01
100,G,53.99,7416,0.84
100,E,56.13,7656,0.77
100,G,57.6,7436,0.78
100,D,59.48,7676,0.64
100,B,61.7,6880,-0.01
100,F,63.53,9778,0.78
100,C,64.64,6820,0.0
100,G,66.44,7576,0.6
100,B,68.8,6740,0.01
100,F,70.72,9958,0.86
100,D,71.44,7456,0.8
100,G,73.5,7496,0.69
100,D,75.39,7756,0.6
100,E,77.61,7596,0.67
100,A,78.97,6700,0.02
100,X,82.04,6875,0.91
101,G,9.96,7456,0.8
101,B,12.35,6760,0.0
101,C,14.43,6820,0.0
101,E,16.21,7736,0.87
101,A,17.63,6860,-0.03
101,B,20.67,6740,0.01
101,F,22.65,9758,0.78
101,A,23.7,6780,0.01
101,D,26.39,7736,0.61
101,E,28.65,7616,0.69
101,B,30.1,6720,0.01
101,G,31.97,7496,0.77
101,E,34.18,7776,0.85
101,C,35.68,6860,-0.01
101,F,37.32,9978,0.83
101,B,38.51,6860,-0.01
101,F,40.3,9858,0.91
101,B,41.32,6800,-0.01
101,E,43.34,7796,0.82
101,C,44.77,6840,-0.01
101,E,46.46,7556,0.61
101,D,47.56,7616,0.8
101,G,49.62,7396,0.84
101,B,51.86,6780,0.01
101,D,53.41,7596,0.81
101,G,55.62,7516,0.69
101,E,57.94,7556,0.62
101,B,59.39,6820,-0.01
101,D,61.03,7756,0.6
101,G,63.11,7476,0.77
101,D,65.08,7636,0.66
101,F,67.34,10058,0.71
101,D,67.95,7516,0.8
101,A,70.2,6900,-0.04
101,X,73.21,6875,0.92
102,F,9.94,9898,0.86
102,E,11.1,7636,0.77
102,C,12.44,6700,0.01
102,B,14.24,6820,-0.01
102,G,16.3,7516,0.71
102,D,18.27,7656,0.71
102,F,20.53,10018,0.7
102,E,21.52,7676,0.74
102,A,22.97,6740,0.01
102,X,26.03,6875,0.94
103,C,9.97,6840,-0.01
103,F,11.81,9818,0.87
103,D,12.64,7496,0.82
103,B,14.81,6720,0.02
103,A,16.68,6880,-0.04
103,G,19.74,7436,0.81
103,A,22.09,6820,0.0
103,G,25.28,7416,0.86
103,A,27.47,6740,0.01
103,G,30.58,7516,0.68
103,A,32.83,6800,0.0
103,B,35.97,6860,-0.02
103,C,37.88,6720,0.02
103,D,39.26,7556,0.89
103,G,41.43,7496,0.7
103,F,43.79,9958,0.81
103,B,44.81,6800,-0.01
103,D,46.39,7496,0.86
103,G,48.44,7356,0.78
103,D,50.28,7456,0.76
103,B,52.56,6880,-0.01
103,C,54.38,6740,0.01
103,D,55.69,7576,0.84
103,B,57.74,6840,-0.01
103,A,59.62,6720,0.01
103,D,62.52,7536,0.83
103,C,64.74,6780,0.01
103,D,66.21,7676,0.64
103,G,68.46,7436,0.8
103,F,70.72,9938,0.84
103,A,71.74,6760,0.01
103,E,74.88,7796,0.81
103,G,76.39,7356,0.74
103,D,78.38,7676,0.67
103,E,80.58,7816,0.78
103,F,82.07,9878,0.83
103,C,83.11,6800,0.0
103,F,84.94,10058,0.71
103,C,85.96,6880,-0.01
103,E,87.63,7676,0.82
103,F,88.96,9778,0.81
103,B,90.09,6880,-0.02
103,G,91.95,7376,0.85
103,E,94.32,7736,0.82
103,G,95.66,7576,0.6
103,E,98.0,7596,0.64
103,A,99.38,6720,0.01
103,X,102.45,6875,0.89
104,G,9.95,7516,0.68
104,F,12.22,9798,0.89
104,B,13.29,6780,0.0
104,D,14.75,7536,0.81
104,G,16.74,7496,0.72
104,A,18.97,6880,-0.04
104,C,22.05,6820,0.01
104,G,23.9,7496,0.78
104,B,26.23,6840,-0.01
104,D,27.72,7636,0.77
104,C,29.78,6900,-0.02
104,F,31.47,9898,0.89
104,B,32.59,6800,0.0
104,A,34.66,6720,0.01
104,C,37.8,6720,0.01
104,E,39.68,7516,0.57
104,D,40.78,7736,0.63
104,G,42.77,7396,0.73
104,D,44.77,7736,0.59
104,E,46.79,7696,0.79
104,G,48.29,7356,0.82
104,B,50.55,6760,-0.01
104,C,52.57,6820,-0.01
104,B,54.25,6900,-0.02
104,F,56.17,9918,0.8
104,B,57.3,6720,0.01
104,F,59.32,9838,0.91
104,A,60.57,6700,0.02
104,X,63.64,6875,0.94
105,D,9.58,7636,0.74
105,C,11.76,6800,0.01
105,G,13.64,7436,0.87
105,A,15.77,6740,0.01
105,B,18.92,6720,0.01
105,F,20.86,9838,0.83
105,B,21.89,6700,0.02
105,D,23.38,7676,0.66
105,B,25.51,6720,0.01
105,G,27.34,7556,0.64
105,C,29.62,6780,0.0
105,D,30.9,7636,0.73
105,B,33.08,6840,-0.01
105,D,34.66,7656,0.71
105,C,36.81,6880,-0.01
105,F,38.47,9978,0.78
105,A,39.62,6860,-0.03
105,D,42.41,7536,0.82
105,C,44.62,6780,0.0
105,A,46.55,6760,0.01
105,G,49.63,7496,0.71
105,B,51.8,6880,-0.01
105,G,53.64,7556,0.63
105,E,55.97,7796,0.87
105,G,57.37,7596,0.56
105,A,59.6,6840,-0.04
105,F,62.8,10058,0.72
105,C,63.89,6880,-0.01
105,D,65.17,7696,0.66
105,B,67.43,6740,0.01
105,F,69.31,9778,0.87
105,G,70.38,7336,0.8
105,C,72.6,6800,0.0
105,B,74.45,6780,0.01
105,A,76.56,6860,-0.04
105,B,79.79,6800,0.0
105,G,81.63,7416,0.88
105,F,83.78,9898,0.9
105,B,84.96,6880,-0.02
105,C,86.82,6840,-0.01
105,D,88.17,7576,0.8
105,A,90.31,6820,-0.0
105,D,92.98,7636,0.72
105,A,95.01,6800,0.0
105,E,98.19,7616,0.72
105,X,99.46,6875,0.86
106,B,9.96,6760,0.0
106,G,11.81,7496,0.68
106,C,14.14,6760,0.01
106,E,15.93,7656,0.75
106,C,17.29,6860,-0.01
106,G,19.02,7336,0.78
106,B,21.38,6760,0.0
106,C,23.33,6820,0.0
106,F,25.02,9898,0.83
106,G,26.09,7536,0.65
106,C,28.28,6740,0.01
106,E,30.09,7636,0.71
106,C,31.43,6860,-0.01
106,D,32.76,7456,0.7
106,A,35.07,6840,-0.04
106,C,38.25,6780,0.01
106,G,40.12,7416,0.8
106,C,42.52,6860,0.0
106,F,44.32,9978,0.78
106,E,45.39,7536,0.57
106,A,46.92,6780,0.0
106,E,50.26,7696,0.84
106,G,51.55,7436,0.87
106,D,53.4,7576,0.8
106,F,55.46,9958,0.8
106,A,56.72,6900,-0.04
106,B,59.77,6700,0.01
106,X,61.6,6875,0.93
107,B,9.98,6740,0.01
107,E,11.81,7716,0.82
107,D,12.95,7616,0.78
107,F,15.16,10018,0.76
107,D,15.99,7496,0.81
107,G,18.13,7356,0.77
107,F,20.27,9918,0.83
107,B,21.46,6840,-0.01
107,E,23.52,7556,0.63
107,B,25.11,6860,-0.01
107,E,26.89,7736,0.89
107,F,28.33,9918,0.84
107,D,28.94,7696,0.66
107,C,31.05,6700,0.02
107,G,32.83,7336,0.77
107,B,35.0,6860,-0.01
107,F,36.89,9978,0.77
107,E,37.97,7676,0.81
107,C,39.3,6860,-0.01
107,A,41.03,6760,0.01
107,E,44.27,7596,0.65
107,C,45.62,6760,0.01
107,F,47.43,9998,0.81
107,A,48.66,6700,0.02
107,C,52.03,6840,-0.01
107,E,53.77,7796,0.82
107,B,55.1,6780,-0.01
107,C,57.15,6840,-0.01
107,A,58.99,6860,-0.04
107,B,62.03,6880,-0.02
107,G,64.07,7516,0.74
107,D,65.83,7636,0.7
107,X,67.83,6875,0.94
108,D,9.59,7516,0.76
108,G,11.63,7476,0.76
108,A,13.93,6740,0.01
108,C,17.05,6720,0.01
108,B,18.87,6720,0.01
108,C,20.95,6820,0.0
108,D,22.47,7556,0.86
108,B,24.61,6740,0.0
108,A,26.57,6840,-0.03
108,D,29.37,7676,0.68
108,A,31.51,6740,0.01
108,G,34.64,7376,0.81
108,D,36.41,7476,0.79
108,B,38.57,6740,0.01
108,D,40.22,7576,0.77
108,A,42.3,6740,0.01
108,G,45.36,7556,0.55
108,A,47.58,6880,-0.04
108,B,50.82,6800,-0.01
108,G,52.64,7536,0.66
108,B,54.89,6820,-0.01
108,C,56.72,6800,0.01
108,A,58.51,6780,0.0
108,D,61.38,7496,0.86
108,C,63.58,6860,-0.01
108,B,65.35,6880,-0.02
108,F,67.14,9778,0.88
108,E,68.3,7816,0.74
108,X,69.57,6875,0.89
109,C,9.98,6840,-0.01
109,G,11.66,7356,0.71
109,F,14.01,9958,0.86
109,C,15.01,6860,-0.01
109,E,16.82,7796,0.78
109,F,18.18,9938,0.81
109,E,19.19,7596,0.68
109,C,20.72,6900,-0.01
109,D,22.06,7596,0.7
109,F,24.11,9898,0.88
109,A,25.2,6820,-0.03
109,F,28.33,9778,0.82
109,A,29.54,6860,-0.04
109,G,32.79,7476,0.79
109,A,34.99,6720,0.01
109,C,38.35,6740,0.01
109,B,40.3,6900,-0.02
109,F,42.26,9958,0.76
109,E,43.52,7716,0.89
109,G,45.02,7476,0.72
109,A,47.22,6900,-0.04
109,G,50.47,7396,0.87
109,E,52.63,7536,0.58
109,F,54.16,10058,0.69
109,A,55.2,6780,0.0
109,C,58.37,6720,0.01
109,D,59.74,7676,0.64
109,G,61.89,7436,0.73
109,F,64.04,9958,0.79
109,G,65.1,7496,0.74
109,D,66.95,7716,0.63
109,B,69.05,6860,-0.01
109,X,70.83,6875,0.88
110,B,9.96,6740,0.01
110,E,11.9,7536,0.55
110,G,13.22,7496,0.67
110,A,15.39,6820,-0.03
110,B,18.54,6840,-0.01
110,C,20.48,6700,0.01
110,G,22.33,7416,0.89
110,A,24.63,6700,0.01
110,G,27.97,7376,0.82
110,B,30.15,6800,-0.01
110,C,32.25,6760,0.01
110,D,33.69,7536,0.75
110,B,35.83,6880,-0.02
110,C,37.79,6840,0.0
110,B,39.57,6800,0.0
110,G,41.41,7416,0.86
110,B,43.78,6760,0.01
110,A,45.69,6880,-0.04
110,C,48.76,6700,0.01
110,D,50.17,7476,0.81
110,C,52.23,6800,0.0
110,A,54.18,6780,0.0
110,E,57.36,7556,0.63
110,A,58.78,6760,0.01
110,B,61.94,6840,-0.01
110,D,63.35,7616,0.8
110,B,65.38,6880,-0.02
110,C,67.23,6800,0.0
110,D,68.66,7556,0.86
110,E,70.79,7756,0.86
110,G,72.26,7436,0.86
110,A,74.43,6860,-0.04
110,D,77.26,7636,0.73
110,F,79.52,10038,0.74
110,X,80.5,6875,0.95
111,B,9.96,6800,-0.01
111,G,11.89,7396,0.87
111,D,13.67,7736,0.59
111,A,15.91,6700,0.02
111,D,18.86,7656,0.69
111,G,21.09,7516,0.71
111,C,23.23,6840,0.0
111,B,25.0,6860,-0.01
111,E,27.01,7556,0.6
111,B,28.44,6820,-0.01
111,D,30.1,7556,0.88
111,C,32.35,6820,0.0
111,E,34.29,7696,0.89
111,F,35.61,9778,0.88
111,C,36.67,6860,-0.01
111,B,38.37,6740,0.01
111,E,40.22,7736,0.87
111,B,41.59,6820,-0.01
111,D,43.21,7676,0.65
111,F,45.42,9778,0.88
111,E,46.42,7576,0.64
111,C,47.76,6760,0.01
111,D,49.12,7756,0.61
111,B,51.3,6840,-0.01
111,F,53.12,9758,0.86
111,B,54.17,6740,0.01
111,G,56.09,7416,0.9
111,B,58.5,6720,0.01
111,E,60.37,7556,0.61
111,D,61.33,7736,0.59
111,F,63.52,9818,0.86
111,D,64.34,7496,0.79
111,G,66.57,7576,0.59
111,E,68.92,7716,0.84
111,A,70.33,6800,0.0
111,X,73.35,6875,0.9
112,F,9.96,9918,0.89
112,A,11.23,6880,-0.04
112,F,14.4,10038,0.74
112,A,15.42,6760,0.01
112,B,18.66,6860,-0.02
112,G,20.65,7516,0.69
112,B,22.91,6700,0.01
112,D,24.5,7476,0.8
112,F,26.75,9818,0.79
112,B,27.77,6880,-0.02
112,C,29.77,6860,-0.01
112,D,31.07,7656,0.69
112,C,33.22,6880,-0.01
112,B,35.08,6740,0.0
112,D,36.62,7476,0.79
112,B,38.85,6720,0.01
112,G,40.69,7396,0.74
112,F,42.95,10038,0.75
112,G,44.12,7536,0.65
112,D,45.97,7576,0.88
112,C,48.23,6760,0.01
112,A,50.17,6880,-0.04
112,E,53.35,7696,0.82
112,A,54.78,6780,0.0
112,G,57.98,7516,0.66
112,B,60.2,6760,0.0
112,D,61.66,7636,0.73
112,A,63.81,6900,-0.04
112,E,66.91,7716,0.86
112,A,68.35,6780,0.01
112,B,71.57,6880,-0.01
112,G,73.35,7516,0.73
112,D,75.29,7716,0.61
112,C,77.48,6880,-0.01
112,G,79.14,7376,0.84
112,A,81.36,6900,-0.04
112,F,84.6,9818,0.84
112,X,85.58,6875,0.93
113,F,9.96,10018,0.76
113,B,11.1,6740,0.01
113,A,12.98,6880,-0.04
113,C,16.13,6720,0.01
113,D,17.45,7576,0.85
113,A,19.71,6880,-0.04
113,E,22.88,7716,0.87
113,F,24.28,9938,0.8
113,D,25.13,7516,0.86
113,B,27.26,6760,0.0
113,E,29.25,7756,0.83
113,B,30.68,6820,0.0
113,A,32.52,6720,0.02
113,G,35.79,7456,0.78
113,A,38.01,6720,0.02
113,C,41.25,6840,-0.01
113,F,42.93,9818,0.89
113,G,44.14,7336,0.73
113,D,46.1,7716,0.59
113,C,48.36,6700,0.02
113,D,49.82,7676,0.66
113,C,51.84,6840,-0.01
113,A,53.55,6840,-0.03
113,G,56.78,7356,0.76
113,F,58.92,9918,0.88
113,E,60.11,7736,0.79
113,B,61.66,6880,-0.02
113,X,63.46,6875,0.93
114,D,9.57,7516,0.88
114,A,11.68,6840,-0.03
114,F,14.79,9998,0.78
114,A,15.81,6880,-0.04
114,B,18.88,6780,0.0
114,G,20.9,7336,0.76
114,B,23.09,6720,0.01
114,F,24.92,9918,0.9
114,A,25.96,6720,0.01
114,F,29.22,9978,0.79
114,A,30.46,6840,-0.04
114,G,33.64,7376,0.79
114,E,35.95,7536,0.59
114,A,37.31,6840,-0.03
114,G,40.4,7476,0.7
114,F,42.7,9878,0.85
114,C,43.95,6740,0.01
114,X,45.62,6875,0.9
115,F,9.96,9938,0.82
115,C,11.23,6840,0.0
115,D,12.58,7736,0.59
115,B,14.74,6860,-0.01
115,D,16.36,7456,0.77
115,E,18.64,7816,0.8
115,G,20.07,7476,0.76
115,A,22.32,6780,0.0
115,E,25.54,7676,0.78
115,F,26.95,9838,0.82
115,C,28.08,6740,0.01
115,G,29.86,7496,0.73
115,C,32.0,6740,0.01
115,D,33.34,7696,0.66
115,B,35.38,6760,0.0
115,E,37.47,7796,0.85
115,A,38.91,6740,0.01
115,X,41.97,6875,0.9
116,B,9.98,6820,-0.01
116,A,11.83,6840,-0.03
116,G,14.84,7576,0.58
116,D,16.83,7576,0.8
116,A,18.97,6720,0.02
116,F,22.1,9778,0.85
116,C,23.15,6780,0.01
116,D,24.64,7656,0.67
116,E,26.83,7616,0.72
116,X,28.13,6875,0.89
117,C,9.98,6740,0.01
117,D,11.42,7576,0.83
117,C,13.5,6880,-0.01
117,B,15.15,6840,-0.01
117,D,16.64,7636,0.72
117,A,18.74,6860,-0.03
117,G,21.83,7356,0.8
117,C,24.01,6780,0.01
117,F,25.68,9878,0.89
117,A,26.8,6880,-0.04
117,F,29.82,10058,0.7
117,B,30.88,6820,-0.01
117,F,32.96,9798,0.85
117,D,33.59,7576,0.83
117,F,35.62,9918,0.89
117,D,36.44,7496,0.77
117,F,38.7,9858,0.84
117,B,39.91,6780,0.0
117,C,41.74,6780,0.01
117,B,43.58,6900,-0.01
117,F,45.36,10078,0.63
117,D,45.98,7456,0.76
117,E,48.12,7756,0.87
117,X,49.39,6875,0.95
118,C,9.96,6820,-0.01
118,G,11.68,7476,0.76
118,C,13.99,6840,0.0
118,B,15.71,6820,-0.01
118,F,17.62,9858,0.91
118,G,18.82,7376,0.75
118,A,21.13,6720,0.01
118,F,24.36,10058,0.73
118,E,25.44,7576,0.62
118,F,26.88,9758,0.8
118,B,28.07,6800,0.0
118,D,29.56,7756,0.57
118,G,31.78,7536,0.66
118,F,34.14,10078,0.7
118,B,35.34,6780,0.0
118,G,37.32,7476,0.75
118,F,39.47,9898,0.87
118,C,40.5,6860,-0.01
118,G,42.33,7556,0.59
118,D,44.21,7696,0.59
118,F,46.22,9798,0.87
118,A,47.44,6860,-0.03
118,E,50.63,7596,0.7
118,X,51.91,6875,0.92
119,F,9.94,9858,0.79
119,B,11.2,6880,-0.02
119,D,12.7,7516,0.82
119,F,14.79,9778,0.86
119,A,15.8,6780,0.01
119,C,19.12,6880,-0.01
119,G,20.88,7436,0.88
119,D,22.72,7756,0.62
119,B,24.73,6880,-0.01
119,F,26.77,9958,0.86
119,C,27.94,6700,0.01
119,F,29.8,9958,0.83
119,A,31.01,6840,-0.03
119,D,33.79,7636,0.73
119,B,35.92,6720,0.01
119,G,37.86,7556,0.61
119,D,39.67,7616,0.79
119,F,41.9,9958,0.78
119,B,43.12,6820,-0.01
119,F,44.93,9898,0.85
119,B,45.93,6840,-0.01
119,D,47.6,7696,0.64
119,F,49.8,9918,0.83
119,G,51.02,7436,0.76
119,C,53.24,6780,0.0
119,G,54.9,7596,0.56
119,D,56.9,7656,0.72
119,B,59.11,6840,-0.01
119,D,60.68,7576,0.83
119,G,62.91,7596,0.56
119,B,65.1,6880,-0.02
119,G,66.88,7576,0.59
119,C,69.22,6860,-0.01
119,D,70.53,7516,0.81
119,G,72.81,7356,0.81
119,F,75.18,9858,0.88
119,E,76.24,7656,0.79
119,X,77.52,6875,0.93
120,E,9.55,7756,0.86
120,F,11.05,9998,0.78
120,G,12.17,7576,0.61
120,A,14.37,6800,0.0
120,D,17.26,7776,0.57
120,G,19.35,7596,0.54
120,A,21.57,6860,-0.03
120,B,24.7,6820,-0.01
120,E,26.75,7616,0.73
