Sequence,Signal Type,Time (s),Frequency (Hz),Correlation Value
132,D,12.84,7616,0.74
132,A,15.11,6700,0.01
132,D,17.9,7516,0.78
132,E,20.0,7596,0.64
132,F,21.31,9758,0.82
132,B,22.41,6860,-0.01
132,E,24.35,7716,0.79
132,D,25.25,7676,0.7
132,E,27.26,7816,0.76
132,B,28.82,6740,0.01
132,C,30.72,6780,0.01
132,B,32.55,6780,0.0
132,D,34.0,7496,0.84
132,A,36.16,6740,0.01
132,B,39.49,6720,0.01
132,A,41.51,6880,-0.04
132,D,44.34,7536,0.87
132,C,46.54,6840,-0.01
132,G,48.27,7476,0.76
132,X,50.38,6875,0.87
133,D,9.55,7636,0.7
133,G,11.78,7516,0.69
133,D,13.65,7576,0.83
133,E,15.87,7756,0.83
133,G,17.28,7396,0.81
133,A,19.63,6740,0.01
133,C,22.94,6780,0.0
133,G,24.77,7476,0.68
133,D,26.68,7616,0.76
133,E,28.88,7816,0.83
133,B,30.24,6800,0.0
133,E,32.12,7736,0.88
133,G,33.64,7416,0.85
133,B,36.0,6740,0.01
133,G,37.91,7536,0.68
133,B,40.2,6860,-0.01
133,G,42.13,7396,0.85
133,B,44.34,6840,-0.01
133,E,46.23,7676,0.84
133,C,47.79,6760,0.0
133,A,49.62,6720,0.01
133,E,52.78,7656,0.73
133,D,53.81,7496,0.84
133,F,55.83,9838,0.81
133,B,56.99,6880,-0.02
133,F,58.9,9898,0.88
133,E,59.94,7736,0.88
133,F,61.24,10038,0.71
133,D,62.07,7656,0.73
133,E,64.13,7816,0.75
133,F,65.65,10018,0.79
133,D,66.44,7536,0.84
133,A,68.51,6780,0.01
133,D,71.41,7696,0.66
133,A,73.51,6780,0.01
133,D,76.4,7736,0.63
133,B,78.46,6740,0.01
133,C,80.4,6800,0.01
133,E,82.25,7616,0.71
133,C,83.73,6720,0.01
133,F,85.42,9858,0.78
133,A,86.65,6800,0.0
133,C,89.88,6720,0.01
133,A,91.75,6820,-0.0
133,F,94.93,9798,0.88
133,B,96.01,6780,0.01
133,A,98.06,6720,0.02
133,G,101.33,7436,0.81
133,X,103.46,6875,0.91
134,B,9.99,6740,0.01
134,G,12.05,7596,0.55
134,A,14.29,6760,0.01
134,G,17.62,7336,0.8
134,A,20.04,6720,0.02
134,E,23.23,7816,0.81
134,G,24.71,7536,0.61
134,B,26.95,6720,0.01
134,F,28.97,9858,0.9
134,D,29.78,7736,0.57
134,C,32.0,6780,0.01
134,X,33.66,6875,0.89
135,E,9.55,7716,0.89
135,C,10.96,6840,-0.01
135,A,12.7,6840,-0.03
135,E,15.8,7696,0.8
135,A,17.37,6800,-0.0
135,B,20.5,6840,-0.01
135,E,22.58,7716,0.77
135,G,24.1,7376,0.78
135,E,26.32,7596,0.67
135,B,27.83,6720,0.01
135,A,29.73,6840,-0.03
135,B,32.97,6820,-0.01
135,F,34.84,9778,0.84
135,C,35.9,6740,0.01
135,F,37.61,9798,0.86
135,E,38.62,7716,0.87
135,C,40.18,6880,-0.01
135,A,42.07,6720,0.02
135,C,45.42,6760,0.01
135,G,47.14,7516,0.72
135,A,49.44,6820,-0.0
135,E,52.74,7636,0.76
135,G,54.04,7596,0.56
135,A,56.28,6720,0.02
135,C,59.59,6800,0.0
135,D,60.89,7476,0.85
135,E,63.0,7816,0.82
135,G,64.31,7436,0.87
135,A,66.53,6820,-0.02
135,G,69.74,7356,0.81
135,B,72.06,6720,0.02
135,G,74.13,7596,0.54
135,E,76.4,7796,0.82
135,F,77.74,9898,0.87
135,D,78.38,7716,0.61
135,G,80.53,7376,0.81
135,F,82.67,9838,0.83
135,E,83.76,7596,0.68
135,F,85.13,9898,0.87
135,D,85.77,7496,0.82
135,B,87.99,6800,0.0
135,E,89.91,7796,0.8
135,F,91.29,9838,0.82
135,A,92.33,6820,0.0
135,F,95.54,10058,0.73
135,E,96.53,7696,0.81
135,A,97.87,6780,0.0
135,G,101.17,7416,0.89
135,B,103.45,6860,-0.01
135,G,105.22,7476,0.77
135,F,107.36,9818,0.88
135,A,108.35,6800,0.0
135,E,111.41,7676,0.76
135,G,112.71,7516,0.64
135,D,114.47,7636,0.68
135,C,116.75,6900,-0.01
135,X,118.37,6875,0.87
136,E,9.56,7636,0.75
136,D,10.64,7636,0.73
136,C,12.65,6900,-0.01
136,A,14.43,6880,-0.04
136,E,17.52,7596,0.68
136,A,19.1,6840,-0.03
136,B,22.19,6860,-0.02
136,G,24.08,7516,0.7
136,A,26.4,6880,-0.04
136,C,29.55,6740,0.01
136,D,31.11,7736,0.58
136,E,33.24,7796,0.84
136,G,34.53,7536,0.68
136,B,36.89,6800,0.0
136,E,38.96,7636,0.75
136,D,40.04,7496,0.85
136,B,42.24,6740,0.01
136,D,43.7,7576,0.83
136,F,45.9,9958,0.85
136,G,47.14,7576,0.57
136,F,49.34,10078,0.7
136,G,50.49,7396,0.85
136,D,52.51,7576,0.86
136,G,54.62,7576,0.59
136,C,56.88,6780,0.02
136,G,58.73,7476,0.76
136,B,60.89,6800,-0.01
136,C,62.79,6780,0.0
136,G,64.59,7476,0.72
136,A,66.85,6840,-0.03
136,D,69.71,7476,0.84
136,G,71.74,7396,0.82
136,B,74.15,6820,-0.01
136,F,76.09,9838,0.9
136,D,76.97,7536,0.87
136,G,79.01,7356,0.83
136,B,81.23,6760,0.0
136,D,82.93,7536,0.83
136,F,85.08,9878,0.93
136,D,85.94,7616,0.76
136,B,87.97,6820,-0.01
136,G,90.01,7596,0.54
136,D,91.96,7536,0.72
136,F,94.22,9878,0.8
136,E,95.23,7756,0.89
136,X,96.51,6875,0.92
137,C,9.97,6780,0.0
137,G,11.76,7596,0.56
137,E,14.06,7736,0.91
137,C,15.36,6800,0.0
137,G,17.17,7376,0.82
137,B,19.44,6760,0.01
137,F,21.34,9858,0.81
137,G,22.5,7376,0.85
137,C,24.77,6880,-0.01
137,E,26.49,7776,0.84
137,B,27.78,6900,-0.01
137,D,29.32,7756,0.58
137,E,31.5,7656,0.76
137,C,33.03,6840,0.0
137,B,34.86,6780,0.0
137,G,36.91,7536,0.66
137,C,39.09,6720,0.02
137,A,40.8,6760,0.01
137,B,43.87,6760,0.01
137,E,45.8,7576,0.65
137,F,47.27,9978,0.74
137,E,48.32,7836,0.73
137,B,49.81,6820,-0.01
137,A,51.75,6780,0.01
137,C,54.91,6740,0.01
137,D,56.37,7636,0.75
137,G,58.36,7516,0.71
137,X,60.48,6875,0.87
138,F,9.96,9978,0.81
138,G,11.16,7476,0.81
138,A,13.44,6840,-0.04
138,F,16.64,10078,0.67
138,A,17.8,6820,-0.03
138,F,20.87,10078,0.68
138,E,21.97,7776,0.81
138,D,22.87,7756,0.57
138,G,25.08,7496,0.72
138,A,27.22,6760,0.01
138,D,30.07,7596,0.77
138,A,32.32,6880,-0.04
138,E,35.53,7676,0.82
138,F,36.82,9778,0.83
138,A,37.85,6720,0.01
138,E,41.04,7596,0.68
138,A,42.37,6840,-0.03
138,B,45.47,6840,-0.01
138,G,47.29,7516,0.72
138,B,49.43,6760,0.0
138,D,50.88,7476,0.81
138,B,53.1,6780,0.0
138,F,55.16,9958,0.85
138,B,56.35,6780,-0.01
138,E,58.35,7776,0.84
138,B,59.83,6780,0.0
138,A,61.74,6860,-0.04
138,D,64.39,7676,0.65
138,A,66.44,6900,-0.04
138,E,69.73,7516,0.56
138,B,71.04,6780,0.0
138,F,73.08,10038,0.72
138,A,74.25,6800,0.0
138,D,76.93,7696,0.66
138,F,79.16,9758,0.78
138,A,80.17,6840,-0.04
138,D,83.06,7556,0.78
138,E,85.24,7756,0.9
138,G,86.56,7496,0.77
138,E,88.89,7576,0.62
138,A,90.32,6900,-0.04
138,F,93.38,9778,0.81
138,D,93.99,7736,0.58
138,G,96.13,7536,0.58
138,A,98.27,6840,-0.03
138,D,101.12,7576,0.71
138,F,103.2,9938,0.84
138,B,104.22,6860,-0.01
138,E,106.03,7836,0.76
138,D,107.0,7736,0.62
138,E,109.07,7616,0.73
138,C,110.4,6840,0.0
138,X,112.04,6875,0.87
139,D,9.58,7496,0.85
139,G,11.79,7556,0.61
139,E,14.18,7596,0.68
139,C,15.5,6880,-0.01
139,F,17.29,9838,0.83
139,B,18.56,6720,0.01
139,A,20.48,6780,0.01
139,C,23.81,6780,0.01
139,F,25.56,9818,0.81
139,D,26.26,7736,0.6
139,C,28.47,6840,-0.01
139,A,30.23,6740,0.01
139,D,33.07,7636,0.7
139,G,35.12,7456,0.8
139,C,37.43,6820,0.0
139,B,39.11,6740,0.01
139,G,41.05,7416,0.84
139,C,43.24,6760,0.01
139,D,44.66,7536,0.84
139,F,46.85,10078,0.7
139,G,48.01,7336,0.74
139,C,50.2,6880,-0.01
139,D,51.65,7636,0.7
139,F,53.86,9858,0.8
139,A,55.08,6740,0.01
139,F,58.26,9958,0.82
139,E,59.49,7636,0.73
139,X,60.78,6875,0.87
140,B,9.99,6860,-0.01
140,F,11.98,9958,0.78
140,G,13.14,7416,0.86
140,B,15.47,6880,-0.01
140,D,16.87,7656,0.69
140,A,18.92,6760,0.0
140,D,21.72,7776,0.6
140,B,23.89,6720,0.01
140,C,25.95,6860,-0.01
140,B,27.83,6860,-0.01
140,D,29.44,7656,0.69
140,G,31.56,7416,0.74
140,B,33.95,6780,0.0
140,E,35.97,7776,0.85
140,X,37.24,6875,0.87
141,F,9.97,9938,0.88
141,A,11.06,6800,0.0
141,F,14.12,9918,0.85
141,E,15.38,7676,0.8
141,F,16.88,9978,0.79
141,E,17.9,7656,0.78
141,F,19.27,9858,0.82
141,E,20.52,7616,0.69
141,B,21.85,6840,-0.01
141,F,23.67,9918,0.79
141,B,24.69,6880,-0.01
141,D,26.11,7736,0.6
141,B,28.13,6820,-0.01
141,C,30.07,6780,0.01
141,G,31.86,7516,0.73
141,E,34.16,7636,0.75
141,C,35.59,6840,0.0
141,B,37.4,6800,0.0
141,E,39.33,7676,0.81
141,C,40.77,6720,0.02
141,E,42.64,7816,0.77
141,D,43.7,7656,0.72
141,B,45.79,6740,0.01
141,D,47.48,7476,0.84
141,E,49.74,7816,0.8
141,B,51.21,6800,0.0
141,C,53.3,6900,-0.01
141,B,54.98,6880,-0.01
141,E,57.0,7656,0.79
141,C,58.37,6860,-0.01
141,B,60.06,6760,0.0
141,G,61.93,7556,0.57
141,B,64.27,6880,-0.02
141,F,66.09,10058,0.73
141,B,67.09,6880,-0.02
141,F,68.92,9818,0.88
141,A,70.2,6740,0.01
141,X,73.26,6875,0.95
142,E,9.54,7636,0.77
142,F,10.99,10038,0.75
142,A,12.14,6720,0.01
142,B,15.24,6720,0.01
142,G,17.1,7536,0.66
142,D,18.86,7496,0.84
142,C,20.94,6800,0.0
142,X,22.59,6875,0.91
143,F,9.95,9938,0.84
143,G,11.12,7376,0.79
143,A,13.48,6900,-0.04
143,E,16.57,7596,0.63
143,D,17.56,7656,0.66
143,C,19.75,6840,-0.01
143,D,21.22,7696,0.67
143,A,23.5,6820,-0.0
143,E,26.57,7596,0.66
143,C,28.11,6840,-0.01
143,B,29.79,6880,-0.02
143,X,31.57,6875,0.94
144,B,9.99,6900,-0.02
144,D,11.55,7656,0.68
144,C,13.58,6760,0.01
144,A,15.43,6760,0.0
144,E,18.51,7596,0.62
144,B,19.83,6740,0.0
144,A,21.92,6820,0.0
144,B,25.09,6740,0.01
144,A,27.14,6880,-0.04
144,E,30.18,7676,0.82
144,G,31.46,7376,0.74
144,A,33.79,6720,0.02
144,D,36.57,7736,0.59
144,C,38.58,6880,-0.01
144,E,40.25,7676,0.84
144,A,41.61,6860,-0.04
144,B,44.65,6700,0.01
144,D,46.29,7576,0.85
144,E,48.35,7596,0.65
144,A,49.88,6760,0.01
144,B,52.96,6780,0.0
144,A,55.03,6720,0.01
144,F,58.16,10058,0.66
144,X,59.13,6875,0.94
145,G,9.97,7436,0.84
145,D,11.83,7656,0.7
145,C,14.01,6760,0.01
145,B,15.7,6760,0.01
145,D,17.18,7496,0.81
145,G,19.3,7416,0.8
145,B,21.66,6800,0.0
145,C,23.55,6800,0.0
145,F,25.22,10038,0.71
145,B,26.45,6860,-0.01
145,D,28.13,7636,0.69
145,A,30.22,6740,0.01
145,B,33.34,6840,-0.01
145,C,35.3,6700,0.02
145,D,36.62,7636,0.75
145,A,38.66,6740,0.01
145,D,41.57,7596,0.82
145,E,43.7,7576,0.64
145,G,44.99,7476,0.84
145,A,47.36,6840,-0.03
145,E,50.46,7816,0.77
145,A,52.0,6860,-0.04
145,B,55.23,6740,0.01
145,E,57.18,7776,0.8
145,D,58.24,7596,0.73
145,A,60.46,6800,0.0
145,G,63.69,7436,0.84
145,C,66.07,6720,0.01
145,D,67.48,7656,0.7
145,F,69.67,9838,0.88
145,X,70.65,6875,0.91
146,A,9.99,6820,0.0
146,C,13.11,6860,-0.01
146,F,15.01,9778,0.78
146,C,16.15,6780,0.0
146,E,17.88,7656,0.79
146,C,19.19,6880,-0.01
146,A,21.01,6720,0.01
146,D,23.73,7656,0.68
146,F,25.75,9818,0.8
146,G,26.8,7336,0.79
146,F,29.15,9778,0.84
146,G,30.35,7476,0.82
146,B,32.74,6780,-0.01
146,X,34.54,6875,0.86
147,A,9.97,6700,0.01
147,C,13.08,6820,0.0
147,A,14.79,6880,-0.04
147,C,17.81,6840,-0.01
147,B,19.65,6840,0.0
147,D,21.25,7696,0.62
147,E,23.27,7796,0.8
147,F,24.56,9838,0.86
147,E,25.81,7596,0.68
147,A,27.14,6720,0.02
147,D,29.89,7776,0.57
147,G,32.12,7516,0.69
147,X,34.23,6875,0.91
148,B,9.98,6820,0.0
148,D,11.52,7536,0.88
148,E,13.74,7696,0.84
148,A,15.07,6880,-0.04
148,F,18.27,9798,0.87
148,B,19.35,6720,0.01
148,G,21.16,7556,0.6
148,C,23.3,6880,-0.01
148,X,24.94,6875,0.88
149,E,9.54,7536,0.58
149,G,10.98,7576,0.58
149,B,13.22,6720,0.01
149,F,15.19,10098,0.65
149,E,16.42,7736,0.82
149,C,17.92,6860,0.0
149,E,19.78,7616,0.72
149,C,21.22,6820,0.0
149,B,22.98,6740,0.01
149,A,24.98,6740,0.02
149,F,28.1,9898,0.79
149,B,29.26,6860,-0.01
149,A,31.18,6740,0.01
149,D,33.87,7716,0.62
149,G,35.88,7556,0.63
149,A,38.14,6820,-0.0
149,D,40.85,7596,0.82
149,A,43.04,6840,-0.03
149,D,45.69,7776,0.58
149,C,47.77,6820,0.0
149,F,49.64,9998,0.76
149,E,50.65,7696,0.83
149,G,51.93,7576,0.6
149,E,54.17,7816,0.77
149,C,55.48,6760,0.01
149,D,56.96,7556,0.79
149,C,59.23,6820,0.0
149,B,61.05,6820,0.0
149,X,62.86,6875,0.9
150,G,9.94,7536,0.66
150,C,12.19,6780,0.0
150,F,14.11,9798,0.8
150,D,14.92,7716,0.61
150,A,16.98,6700,0.02
150,D,19.86,7516,0.88
150,B,22.06,6780,0.0
150,D,23.53,7556,0.79
150,F,25.76,9758,0.8
150,G,26.8,7556,0.61
150,D,28.67,7696,0.66
150,C,30.9,6820,0.0
150,B,32.61,6880,-0.02
150,D,34.23,7656,0.66
150,C,36.45,6860,-0.01
150,F,38.27,9978,0.75
150,E,39.52,7796,0.83
150,X,40.8,6875,0.91
151,E,9.56,7576,0.64
151,F,11.05,10058,0.68
151,B,12.29,6800,0.0
151,C,14.26,6800,0.0
151,G,15.94,7556,0.6
151,F,18.1,10078,0.68
151,B,19.21,6840,-0.01
151,F,21.19,9918,0.86
151,C,22.31,6740,0.01
151,B,24.01,6700,0.01
151,G,25.97,7456,0.72
151,C,28.36,6800,0.01
151,G,30.24,7556,0.56
151,C,32.59,6860,-0.01
151,F,34.46,10058,0.73
151,A,35.56,6760,0.01
151,B,38.67,6720,0.01
151,G,40.64,7556,0.6
151,C,43.0,6720,0.01
151,E,44.73,7756,0.87
151,C,46.11,6780,0.0
151,B,48.05,6880,-0.02
151,F,50.09,9818,0.78
151,D,50.88,7496,0.85
151,X,52.9,6875,0.93
152,F,9.97,9858,0.84
152,D,10.84,7676,0.64
152,A,12.85,6880,-0.04
152,B,15.92,6880,-0.01
152,D,17.35,7516,0.83
152,F,19.4,10018,0.76
152,G,20.39,7396,0.86
152,E,22.56,7616,0.72
152,A,23.99,6820,0.0
152,F,27.22,10058,0.68
152,G,28.3,7376,0.87
152,E,30.56,7756,0.89
152,C,31.91,6780,0.01
152,E,33.78,7536,0.58
152,G,35.1,7476,0.83
152,E,37.48,7676,0.82
152,D,38.54,7536,0.86
152,F,40.72,9858,0.91
152,B,41.84,6840,-0.01
152,C,43.86,6760,0.01
152,D,45.36,7696,0.61
152,F,47.36,9878,0.81
152,D,48.17,7736,0.59
152,G,50.34,7456,0.83
152,B,52.48,6740,0.01
152,A,54.44,6720,0.01
152,X,57.51,6875,0.9
153,A,9.99,6720,0.01
153,D,12.87,7556,0.85
153,E,15.07,7656,0.76
153,F,16.43,9798,0.88
153,G,17.65,7516,0.69
153,D,19.51,7556,0.89
153,A,21.58,6820,-0.0
153,G,24.68,7516,0.71
153,E,26.98,7776,0.78
153,G,28.27,7376,0.71
153,A,30.46,6740,0.01
153,G,33.53,7356,0.78
153,A,35.72,6720,0.01
153,B,39.02,6840,-0.01
153,D,40.54,7716,0.61
153,E,42.55,7716,0.8
153,F,43.97,9938,0.82
153,E,45.07,7656,0.8
153,F,46.59,9878,0.8
153,B,47.64,6900,-0.02
153,C,49.67,6800,0.0
153,D,51.0,7516,0.82
153,A,53.3,6700,0.01
153,D,56.02,7656,0.69
153,F,58.24,9838,0.79
153,C,59.31,6760,0.01
153,B,61.16,6740,0.01
153,A,63.28,6840,-0.03
153,D,65.91,7696,0.67
153,G,67.91,7596,0.56
153,D,69.67,7576,0.81
153,F,71.66,10038,0.74
153,B,72.67,6840,-0.01
153,D,74.22,7696,0.66
153,F,76.44,9958,0.84
153,A,77.62,6740,0.01
153,C,80.72,6740,0.01
153,G,82.43,7596,0.54
153,E,84.65,7596,0.69
153,X,85.92,6875,0.89
154,G,9.95,7376,0.81
154,F,12.1,10018,0.7
154,C,13.16,6880,-0.01
154,E,14.89,7696,0.8
154,D,15.99,7756,0.6
154,A,18.23,6880,-0.04
154,C,21.24,6740,0.01
154,F,23.0,9938,0.9
154,A,24.17,6760,0.01
154,E,27.32,7796,0.81
154,A,28.79,6840,-0.03
154,E,32.06,7596,0.66
154,G,33.45,7496,0.72
154,D,35.31,7696,0.62
154,A,37.54,6800,0.0
154,F,40.61,9858,0.92
154,D,41.41,7496,0.76
154,A,43.72,6860,-0.04
154,F,46.96,9998,0.76
154,A,48.17,6800,0.0
154,B,51.32,6760,0.01
154,X,53.16,6875,0.88
155,F,9.94,9998,0.82
155,B,11.05,6840,-0.01
155,C,13.13,6700,0.01
155,A,14.93,6900,-0.04
155,F,18.11,10018,0.74
155,B,19.21,6860,-0.01
155,C,21.08,6900,-0.01
155,F,22.84,9938,0.79
155,D,23.5,7576,0.8
155,E,25.7,7636,0.74
155,B,27.16,6840,-0.01
155,E,29.15,7696,0.86
155,D,30.23,7736,0.6
155,G,32.42,7476,0.78
155,D,34.2,7636,0.7
155,A,36.43,6900,-0.04
155,B,39.67,6760,0.01
155,G,41.72,7356,0.82
155,B,44.05,6700,0.01
155,F,45.88,9918,0.83
155,D,46.72,7556,0.78
155,A,48.94,6840,-0.03
155,C,52.21,6720,0.01
155,E,53.99,7716,0.83
155,X,55.26,6875,0.9
156,B,9.96,6700,0.02
156,D,11.4,7556,0.82
156,B,13.56,6740,0.01
156,F,15.47,9938,0.78
156,A,16.71,6860,-0.04
156,G,19.74,7576,0.59
156,E,22.1,7696,0.81
156,F,23.6,9918,0.85
156,C,24.73,6800,0.0
156,X,26.38,6875,0.9
157,G,9.93,7536,0.62
157,F,12.06,9978,0.78
157,G,13.09,7496,0.74
157,E,15.27,7676,0.8
157,B,16.69,6720,0.01
157,A,18.69,6720,0.01
157,E,21.99,7736,0.9
157,B,23.45,6780,0.0
157,G,25.28,7336,0.78
157,D,27.09,7656,0.69
157,C,29.17,6780,0.01
157,D,30.68,7616,0.72
157,E,32.76,7736,0.88
157,B,34.27,6760,0.0
157,D,35.85,7776,0.59
157,E,37.99,7556,0.62
157,G,39.27,7516,0.71
157,F,41.44,9878,0.89
157,A,42.56,6800,0.0
157,F,45.71,9858,0.92
157,E,46.92,7596,0.68
157,B,48.32,6760,0.0
157,A,50.32,6820,0.0
157,E,53.39,7556,0.6
157,B,54.83,6800,0.0
157,E,56.7,7636,0.71
157,D,57.72,7776,0.59
157,A,60.0,6720,0.01
157,C,63.26,6840,-0.01
157,X,64.91,6875,0.87
158,G,9.96,7456,0.81
158,C,12.32,6780,0.01
158,E,14.12,7756,0.87
158,C,15.53,6840,0.0
158,D,16.85,7736,0.59
158,C,18.85,6780,0.01
158,F,20.55,10038,0.72
158,E,21.54,7756,0.86
158,A,23.09,6800,0.0
158,E,26.19,7556,0.62
158,D,27.15,7496,0.74
158,B,29.3,6740,0.01
158,X,31.13,6875,0.87
159,E,9.57,7796,0.77
159,B,11.06,6880,-0.02
159,F,13.04,9778,0.88
159,B,14.21,6900,-0.02
159,C,16.27,6780,0.0
159,E,18.07,7516,0.56
159,F,19.48,9898,0.63
159,G,20.46,7576,0.59
159,B,22.78,6840,-0.01
159,G,24.61,7496,0.68
159,B,26.95,6780,0.0
159,A,28.91,6720,0.02
159,D,31.74,7696,0.64
159,X,33.74,6875,0.93
160,C,9.96,6840,-0.01
160,G,11.78,7496,0.78
160,C,14.03,6720,0.01
160,F,15.83,10058,0.71
160,B,17.03,6840,-0.01
160,E,18.92,7636,0.75
160,D,19.92,7736,0.6
160,B,21.99,6780,-0.01
160,A,24.06,6840,-0.03
160,G,27.32,7456,0.84
160,A,29.51,6840,-0.03
160,C,32.63,6800,0.0
160,G,34.42,7536,0.65
160,A,36.67,6780,0.0
160,B,39.77,6720,0.01
160,G,41.85,7336,0.73
160,A,44.02,6860,-0.04
160,G,47.11,7576,0.59
160,D,49.03,7556,0.83
160,F,51.13,9898,0.89
160,C,52.18,6740,0.01
160,D,53.61,7496,0.79
160,C,55.85,6800,0.01
160,E,57.61,7816,0.81
160,X,58.89,6875,0.91
161,C,9.98,6720,0.02
161,E,11.73,7516,0.56
161,G,13.17,7536,0.65
161,D,15.08,7696,0.6
161,B,17.33,6780,0.0
161,D,18.97,7616,0.75
161,G,20.99,7456,0.75
161,D,22.78,7536,0.75
161,C,24.98,6720,0.01
161,A,26.69,6880,-0.04
161,C,29.82,6840,-0.01
161,B,31.66,6820,-0.01
161,F,33.5,9898,0.91
161,A,34.54,6780,0.01
161,B,37.62,6780,0.0
161,C,39.54,6820,0.0
161,F,41.25,9878,0.91
161,A,42.31,6820,0.0
161,G,45.59,7336,0.77
161,C,47.77,6740,0.01
161,F,49.47,9858,0.89
161,B,50.71,6760,0.0
161,E,52.7,7816,0.8
161,B,54.08,6760,0.01
161,F,55.9,9878,0.83
161,D,56.65,7556,0.8
161,X,58.66,6875,0.93
162,D,9.59,7656,0.71
162,B,11.75,6780,0.0
162,G,13.73,7416,0.76
162,D,15.5,7636,0.72
162,A,17.62,6760,0.01
162,G,20.9,7396,0.75
162,E,23.22,7516,0.57
162,G,24.54,7456,0.86
162,B,26.75,6760,0.01
162,G,28.81,7336,0.77
162,C,31.16,6800,0.01
162,A,32.94,6700,0.02
162,F,36.06,9918,0.86
162,A,37.26,6760,0.01
162,E,40.38,7776,0.84
162,G,41.75,7356,0.85
162,F,43.98,9778,0.86
162,G,45.02,7436,0.8
162,F,47.28,10058,0.71
162,B,48.31,6720,0.01
162,C,50.24,6760,0.01
162,B,51.94,6720,0.01
162,C,53.87,6860,-0.01
162,D,55.27,7676,0.67
162,X,57.25,6875,0.94
163,F,9.97,9938,0.83
163,B,11.15,6780,-0.01
163,E,13.06,7596,0.64
163,C,14.37,6760,0.01
163,E,16.25,7596,0.67
163,C,17.65,6720,0.01
163,F,19.39,9978,0.78
163,B,20.45,6840,-0.01
163,F,22.39,9938,0.78
163,D,23.16,7576,0.75
163,B,25.32,6800,0.0
163,F,27.38,9998,0.82
163,G,28.42,7576,0.58
163,C,30.53,6740,0.01
163,E,32.33,7576,0.66
163,A,33.82,6780,0.01
163,B,37.13,6740,0.01
163,D,38.74,7636,0.75
163,E,40.93,7816,0.76
163,C,42.24,6880,-0.01
163,G,43.97,7436,0.84
163,E,46.2,7556,0.59
163,B,47.73,6780,0.0
163,C,49.62,6880,-0.01
163,G,51.51,7456,0.75
163,A,53.86,6860,-0.04
163,B,57.09,6780,0.01
163,C,59.1,6720,0.02
163,F,60.86,9818,0.92
163,X,61.86,6875,0.94
164,E,9.57,7596,0.66
164,F,10.94,10038,0.75
164,G,11.95,7436,0.83
164,A,14.35,6740,0.01
164,D,17.11,7556,0.85
164,C,19.26,6740,0.01
164,F,21.08,10078,0.69
164,C,22.08,6720,0.01
164,B,23.8,6800,0.0
164,A,25.78,6740,0.01
164,D,28.49,7636,0.72
164,C,30.74,6740,0.01
164,E,32.59,7596,0.67
164,G,34.05,7396,0.87
164,E,36.32,7616,0.68
164,D,37.35,7576,0.78
164,G,39.49,7536,0.66
164,A,41.75,6780,0.0
164,D,44.46,7636,0.71
164,G,46.55,7576,0.53
164,D,48.32,7596,0.77
164,F,50.52,10038,0.73
164,D,51.39,7696,0.63
164,G,53.58,7516,0.69
164,A,55.76,6880,-0.04
164,C,58.85,6840,0.0
164,F,60.63,10078,0.66
164,B,61.76,6900,-0.02
164,X,63.55,6875,0.88
165,G,9.97,7496,0.78
165,A,12.28,6800,0.0
165,E,15.46,7756,0.84
165,A,16.86,6860,-0.04
165,D,19.6,7516,0.8
165,C,21.66,6800,0.0
165,G,23.34,7336,0.79
165,B,25.56,6800,0.0
165,C,27.49,6760,0.01
165,B,29.4,6780,0.01
165,E,31.3,7716,0.81
165,F,32.81,9958,0.82
165,X,33.79,6875,0.93
166,A,9.96,6860,-0.04
166,D,12.76,7576,0.83
166,A,14.9,6820,0.0
166,F,17.98,10018,0.76
166,B,19.05,6840,0.0
166,D,20.59,7456,0.72
166,F,22.85,10078,0.68
166,G,24.06,7396,0.73
166,C,26.28,6760,0.01
166,E,27.95,7816,0.74
166,A,29.5,6820,0.0
166,G,32.67,7596,0.54
166,C,34.96,6840,0.0
166,A,36.72,6880,-0.04
166,B,39.76,6720,0.01
166,G,41.68,7516,0.71
166,E,43.95,7676,0.83
166,A,45.3,6860,-0.04
166,G,48.45,7576,0.59
166,C,50.76,6740,0.01
166,B,52.53,6880,-0.01
166,G,54.46,7376,0.72
166,F,56.85,10018,0.74
166,B,57.88,6740,0.01
166,F,59.87,10038,0.74
166,E,60.87,7816,0.78
166,B,62.41,6840,-0.01
166,A,64.49,6820,-0.0
166,E,67.6,7576,0.63
166,F,69.06,10018,0.73
166,C,70.16,6800,0.01
166,D,71.71,7576,0.79
166,X,73.7,6875,0.91
167,F,9.97,9958,0.83
167,E,10.97,7716,0.89
167,D,11.89,7496,0.78
167,F,14.09,10018,0.73
167,G,15.08,7496,0.73
167,C,17.24,6740,0.01
167,F,19.15,9778,0.8
167,D,19.93,7576,0.78
167,C,21.95,6800,0.0
167,D,23.42,7656,0.64
167,F,25.66,9938,0.87
167,E,26.65,7676,0.79
167,D,27.76,7516,0.77
167,B,29.88,6800,-0.01
167,G,31.79,7436,0.79
167,A,33.98,6740,0.01
167,X,37.03,6875,0.92
168,C,9.99,6780,0.01
168,A,11.7,6760,0.0
168,F,14.92,9998,0.75
168,B,15.94,6880,-0.02
168,F,17.79,9958,0.76
168,G,18.95,7436,0.78
168,C,21.32,6800,0.01
168,G,23.04,7356,0.8
168,D,25.03,7556,0.79
168,C,27.06,6900,-0.01
168,G,28.84,7396,0.82
168,C,31.02,6880,-0.01
168,E,32.78,7636,0.75
