Sequence,Signal Type,Time (s),Frequency (Hz),Correlation Value
91,A,39.49,6840,-0.03
91,F,42.58,9858,0.82
91,E,43.74,7776,0.88
91,A,45.07,6780,0.0
91,E,48.32,7756,0.89
91,D,49.22,7516,0.86
91,G,51.45,7356,0.8
91,X,53.59,6875,0.86
92,F,9.97,9958,0.84
92,A,11.21,6840,-0.03
92,B,14.32,6840,-0.01
92,E,16.28,7576,0.65
92,D,17.34,7536,0.88
92,E,19.47,7616,0.73
92,B,20.94,6840,-0.01
92,E,22.86,7616,0.69
92,B,24.23,6800,0.0
92,D,25.8,7496,0.83
92,G,28.1,7396,0.84
92,C,30.25,6820,0.0
92,G,32.15,7416,0.77
92,D,34.02,7556,0.84
92,G,36.07,7356,0.8
92,F,38.23,9758,0.79
92,E,39.41,7776,0.86
92,G,40.77,7456,0.85
92,B,42.92,6880,-0.01
92,F,44.89,10058,0.69
92,E,45.89,7616,0.68
92,A,47.22,6880,-0.04
92,D,50.06,7656,0.67
92,C,52.31,6720,0.01
92,X,53.98,6875,0.94
93,C,9.99,6780,0.01
93,G,11.89,7576,0.57
93,C,14.05,6740,0.02
93,E,15.86,7756,0.8
93,C,17.39,6760,0.01
93,G,19.28,7576,0.57
93,E,21.43,7656,0.78
93,G,22.72,7456,0.81
93,D,24.63,7716,0.58
93,F,26.82,9998,0.77
93,B,28.01,6860,-0.01
93,G,30.03,7596,0.53
93,A,32.29,6740,0.01
93,X,35.36,6875,0.93
94,B,9.97,6780,-0.01
94,G,11.99,7416,0.78
94,A,14.26,6760,0.0
94,G,17.49,7536,0.63
94,B,19.73,6860,-0.01
94,D,21.14,7516,0.89
94,A,23.37,6720,0.01
94,F,26.69,9878,0.91
94,G,27.92,7496,0.77
94,E,30.13,7636,0.76
94,D,31.09,7756,0.59
94,F,33.18,9918,0.87
94,A,34.19,6720,0.02
94,B,37.3,6760,0.0
94,A,39.16,6840,-0.03
94,B,42.44,6840,-0.01
94,E,44.41,7796,0.84
94,D,45.46,7636,0.75
94,A,47.59,6740,0.01
94,C,50.8,6780,0.0
94,X,52.45,6875,0.91
95,F,9.95,9938,0.87
95,B,11.02,6880,-0.02
95,G,12.91,7496,0.69
95,E,15.03,7756,0.82
95,G,16.43,7556,0.6
95,D,18.2,7716,0.6
95,E,20.2,7756,0.86
95,G,21.55,7596,0.54
95,A,23.67,6860,-0.04
95,G,26.71,7576,0.6
95,E,29.09,7556,0.6
95,F,30.41,9958,0.84
95,G,31.45,7436,0.86
95,D,33.4,7756,0.56
95,F,35.65,9798,0.87
95,D,36.35,7456,0.77
95,E,38.41,7796,0.78
95,A,39.77,6800,0.0
95,B,42.85,6800,-0.01
95,A,44.82,6720,0.01
95,E,47.92,7676,0.79
95,G,49.36,7576,0.57
95,B,51.69,6760,0.01
95,D,53.4,7756,0.54
95,B,55.43,6760,0.0
95,E,57.39,7656,0.79
95,G,58.71,7576,0.59
95,E,60.99,7596,0.65
95,G,62.56,7356,0.77
95,C,64.71,6760,0.01
95,X,66.36,6875,0.91
96,C,9.97,6760,0.01
96,E,11.69,7576,0.64
96,B,13.03,6720,0.01
96,F,15.03,10058,0.69
96,G,16.12,7356,0.81
96,A,18.44,6820,0.0
96,F,21.7,10078,0.7
96,C,22.92,6740,0.01
96,B,24.79,6740,0.01
96,G,26.77,7476,0.76
96,C,29.17,6820,0.0
96,E,30.94,7776,0.85
96,C,32.42,6780,0.0
96,F,34.15,10018,0.78
96,G,35.31,7536,0.68
96,B,37.63,6880,-0.02
96,C,39.62,6820,0.0
96,B,41.46,6760,0.0
96,G,43.46,7356,0.81
96,C,45.81,6720,0.01
96,A,47.66,6800,0.0
96,D,50.51,7536,0.76
96,X,52.52,6875,0.93
97,A,9.98,6820,-0.03
97,D,12.7,7676,0.67
97,C,14.8,6800,0.01
97,F,16.71,9758,0.83
97,C,17.96,6820,0.0
97,A,19.77,6780,0.01
97,G,22.86,7436,0.77
97,F,25.0,9878,0.9
97,C,26.07,6840,-0.01
97,G,27.9,7336,0.78
97,A,30.05,6860,-0.04
97,C,33.25,6820,-0.01
97,B,35.11,6780,0.0
97,G,37.18,7396,0.83
97,B,39.57,6880,-0.01
97,A,41.38,6780,0.0
97,C,44.6,6760,0.01
97,B,46.35,6800,0.0
97,C,48.39,6720,0.02
97,G,50.14,7436,0.84
97,B,52.3,6760,0.01
97,C,54.37,6740,0.01
97,A,56.17,6800,0.0
97,G,59.22,7596,0.53
97,A,61.44,6800,0.0
97,E,64.65,7596,0.68
97,X,65.93,6875,0.87
98,A,9.99,6780,0.01
98,G,13.33,7336,0.8
98,F,15.55,10018,0.74
98,G,16.79,7416,0.86
98,B,18.95,6760,0.01
98,A,20.79,6720,0.01
98,F,24.11,9938,0.87
98,D,24.97,7516,0.84
98,A,27.01,6900,-0.04
98,B,30.04,6700,0.01
98,F,32.02,9918,0.9
98,E,33.2,7776,0.82
98,C,34.54,6760,0.0
98,F,36.3,9918,0.84
98,B,37.45,6880,-0.02
98,G,39.31,7336,0.72
98,D,41.1,7636,0.73
98,F,43.21,9998,0.79
98,G,44.19,7596,0.56
98,F,46.44,9838,0.9
98,B,47.56,6780,0.0
98,F,49.55,9858,0.9
98,D,50.23,7496,0.8
98,C,52.47,6820,0.0
98,A,54.19,6800,0.0
98,D,56.93,7536,0.8
98,B,59.18,6720,0.01
98,F,61.01,9998,0.75
98,B,62.15,6740,0.01
98,A,64.1,6700,0.01
98,E,67.43,7736,0.86
98,X,68.7,6875,0.9
99,A,9.97,6720,0.02
99,G,13.26,7576,0.59
99,A,15.52,6740,0.01
99,E,18.77,7776,0.84
99,G,20.06,7556,0.63
99,F,22.29,10058,0.71
99,G,23.34,7416,0.79
99,B,25.5,6860,-0.01
99,F,27.57,9798,0.76
99,A,28.81,6760,0.01
99,C,31.88,6880,-0.01
99,F,33.68,9998,0.73
99,G,34.67,7536,0.66
99,D,36.4,7616,0.79
99,A,38.49,6860,-0.04
99,E,41.54,7656,0.77
99,B,43.1,6720,0.01
99,C,45.15,6760,0.01
99,D,46.63,7576,0.81
99,B,48.78,6880,-0.02
99,E,50.8,7696,0.85
99,G,52.22,7516,0.73
99,E,54.4,7576,0.66
99,F,55.83,9858,0.82
99,X,56.81,6875,0.89
100,A,10.0,6820,-0.01
100,F,13.12,9978,0.81
100,D,13.75,7596,0.84
100,C,15.88,6780,0.01
100,D,17.29,7536,0.82
100,F,19.41,9838,0.83
100,B,20.59,6880,-0.02
100,F,22.47,9998,0.79
100,D,23.33,7656,0.69
100,E,25.46,7556,0.61
100,D,26.38,7656,0.7
100,B,28.39,6840,-0.01
100,F,30.32,9998,0.77
100,A,31.55,6800,0.0
100,F,34.84,10038,0.73
100,D,35.6,7756,0.61
100,C,37.86,6740,0.01
100,B,39.64,6880,-0.01
100,E,41.51,7516,0.53
100,A,42.84,6800,0.0
100,E,46.03,7616,0.7
100,B,47.46,6800,-0.01
100,C,49.42,6800,0.0
100,A,51.11,6820,-0.0
100,E,54.36,7516,0.56
100,A,55.92,6840,-0.03
100,G,59.2,7456,0.8
100,D,61.13,7576,0.74
100,G,63.39,7356,0.83
100,E,65.52,7736,0.89
100,A,66.91,6860,-0.04
100,E,70.05,7616,0.69
100,F,71.39,9918,0.78
100,E,72.38,7696,0.87
100,D,73.45,7456,0.78
100,B,75.55,6740,0.01
100,C,77.58,6740,0.01
100,X,79.25,6875,0.86
101,A,10.0,6760,0.01
101,D,12.77,7516,0.78
101,E,14.84,7576,0.64
101,A,16.37,6800,0.0
101,G,19.57,7376,0.71
101,D,21.33,7616,0.71
101,G,23.36,7336,0.69
101,B,25.53,6820,-0.01
101,E,27.37,7536,0.58
101,C,28.69,6740,0.01
101,B,30.55,6740,0.01
101,D,32.21,7456,0.75
101,G,34.42,7496,0.76
101,F,36.58,9798,0.89
101,B,37.64,6840,-0.01
101,F,39.67,9778,0.84
101,A,40.74,6740,0.01
101,C,43.86,6720,0.01
101,D,45.3,7616,0.8
101,G,47.43,7456,0.82
101,F,49.81,9898,0.83
101,D,50.56,7496,0.79
101,A,52.75,6740,0.01
101,C,56.02,6800,0.0
101,E,57.71,7776,0.81
101,X,58.98,6875,0.89
102,D,9.57,7596,0.75
102,B,11.59,6720,0.01
102,C,13.48,6840,0.0
102,D,14.77,7716,0.58
102,G,16.93,7356,0.8
102,E,19.23,7676,0.85
102,G,20.6,7596,0.54
102,A,22.88,6740,0.01
102,F,25.99,9778,0.84
102,X,26.96,6875,0.95
103,G,9.97,7416,0.76
103,D,11.87,7616,0.75
103,E,14.15,7736,0.88
103,B,15.62,6740,0.01
103,A,17.52,6780,0.0
103,G,20.56,7556,0.59
103,C,22.91,6820,0.0
103,E,24.7,7736,0.9
103,A,26.16,6860,-0.04
103,B,29.3,6740,0.01
103,E,31.37,7596,0.66
103,B,32.68,6780,0.0
103,C,34.63,6820,0.0
103,B,36.33,6720,0.01
103,F,38.27,9798,0.82
103,C,39.4,6820,-0.01
103,F,41.05,9918,0.84
103,B,42.29,6860,-0.01
103,D,43.75,7576,0.78
103,C,45.83,6840,-0.01
103,F,47.52,9818,0.91
103,A,48.73,6900,-0.04
103,B,51.74,6780,0.0
103,A,53.59,6880,-0.04
103,C,56.77,6760,0.01
103,E,58.65,7656,0.75
103,G,60.12,7416,0.85
103,X,62.23,6875,0.88
104,C,9.99,6860,-0.01
104,F,11.65,9858,0.93
104,B,12.84,6720,0.01
104,G,14.91,7536,0.67
104,C,17.16,6900,-0.01
104,F,19.08,9898,0.84
104,B,20.12,6800,-0.01
104,D,21.74,7516,0.85
104,A,23.86,6720,0.01
104,F,26.94,9798,0.85
104,E,28.13,7596,0.66
104,X,29.42,6875,0.93
105,F,9.98,9798,0.85
105,G,11.14,7436,0.77
105,F,13.28,10058,0.72
105,C,14.34,6860,-0.01
105,B,16.26,6880,-0.02
105,C,18.08,6900,-0.01
105,G,19.81,7596,0.54
105,C,22.12,6840,-0.01
105,A,23.89,6740,0.01
105,F,27.08,9978,0.75
105,A,28.09,6740,0.01
105,D,30.79,7616,0.75
105,B,33.0,6860,-0.01
105,C,35.02,6780,0.0
105,E,36.73,7696,0.8
105,X,38.01,6875,0.92
106,G,9.94,7596,0.53
106,B,12.17,6900,-0.02
106,F,14.0,9938,0.89
106,B,15.02,6760,0.01
106,G,17.09,7536,0.6
106,C,19.33,6760,0.01
106,D,20.61,7556,0.81
106,A,22.67,6840,-0.03
106,B,25.76,6820,-0.01
106,D,27.39,7576,0.82
106,B,29.51,6760,0.0
106,C,31.32,6720,0.01
106,A,33.27,6840,-0.03
106,C,36.42,6860,-0.01
106,B,38.08,6880,-0.01
106,A,39.89,6820,0.0
106,C,43.2,6860,-0.01
106,B,44.99,6860,-0.01
106,E,46.97,7756,0.85
106,X,48.26,6875,0.91
107,D,9.55,7756,0.58
107,C,11.64,6860,-0.01
107,F,13.48,9778,0.86
107,G,14.49,7436,0.87
107,F,16.65,9918,0.85
107,B,17.86,6860,-0.01
107,C,19.78,6900,-0.01
107,D,21.04,7756,0.6
107,F,23.19,9938,0.87
107,D,23.94,7696,0.61
107,B,25.97,6720,0.01
107,C,28.04,6820,0.0
107,A,29.87,6900,-0.04
107,D,32.69,7756,0.59
107,F,34.9,10058,0.72
107,G,36.09,7476,0.81
107,A,38.24,6720,0.01
107,G,41.54,7396,0.77
107,A,43.88,6800,0.0
107,F,47.08,10018,0.74
107,B,48.14,6780,0.0
107,D,49.69,7576,0.81
107,A,51.97,6880,-0.04
107,G,54.99,7536,0.68
107,B,57.34,6900,-0.02
107,G,59.24,7556,0.62
107,E,61.45,7656,0.8
107,C,62.82,6820,0.0
107,E,64.6,7616,0.73
107,B,66.17,6900,-0.02
107,G,68.15,7336,0.73
107,D,69.97,7516,0.78
107,C,72.05,6780,0.0
107,A,74.0,6800,0.0
107,D,76.86,7576,0.82
107,E,78.98,7676,0.78
107,C,80.32,6840,-0.01
107,D,81.79,7716,0.59
107,G,83.99,7556,0.61
107,A,86.19,6720,0.01
107,E,89.5,7636,0.76
107,B,90.94,6700,0.01
107,G,92.83,7536,0.61
107,A,95.01,6840,-0.04
107,G,98.08,7396,0.82
107,A,100.28,6780,0.0
107,E,103.61,7536,0.59
107,F,105.01,9758,0.85
107,X,106.01,6875,0.92
108,E,9.57,7556,0.59
108,B,11.08,6860,-0.01
108,A,13.07,6700,0.02
108,E,16.37,7776,0.86
108,C,17.8,6840,-0.01
108,E,19.47,7676,0.79
108,F,20.77,9858,0.9
108,A,21.88,6840,-0.04
108,D,24.53,7516,0.78
108,E,26.58,7616,0.71
108,B,28.04,6820,-0.01
108,E,29.87,7696,0.78
108,G,31.19,7416,0.81
108,F,33.53,9778,0.77
108,E,34.79,7556,0.6
108,G,36.14,7556,0.62
108,D,38.11,7716,0.61
108,B,40.3,6800,0.0
108,C,42.27,6760,0.01
108,F,43.98,9878,0.81
108,E,45.07,7756,0.8
108,G,46.54,7476,0.75
108,C,48.7,6760,0.01
108,B,50.56,6880,-0.02
108,G,52.59,7556,0.61
108,F,54.84,9818,0.85
108,C,55.98,6840,0.0
108,B,57.84,6720,0.01
108,C,59.85,6780,0.01
108,B,61.51,6760,0.01
108,C,63.53,6840,-0.01
108,E,65.2,7556,0.62
108,G,66.74,7596,0.56
108,E,69.09,7776,0.88
108,B,70.54,6760,0.01
108,G,72.35,7536,0.68
108,C,74.6,6840,-0.01
108,D,76.08,7516,0.81
108,F,78.17,9758,0.78
108,C,79.16,6720,0.01
108,B,80.94,6860,-0.02
108,E,82.99,7536,0.6
108,A,84.49,6840,-0.03
108,X,87.51,6875,0.9
109,G,9.97,7576,0.59
109,A,12.3,6780,0.0
109,E,15.57,7656,0.78
109,A,17.08,6860,-0.03
109,E,20.34,7776,0.86
109,C,21.81,6720,0.02
109,F,23.49,9818,0.88
109,G,24.63,7596,0.54
109,E,26.94,7756,0.83
109,B,28.45,6800,0.0
109,E,30.4,7756,0.87
109,D,31.55,7456,0.73
109,X,33.56,6875,0.9
110,G,9.95,7356,0.83
110,E,12.36,7656,0.79
110,G,13.72,7536,0.7
110,F,15.98,10078,0.7
110,A,17.06,6720,0.01
110,G,20.19,7496,0.74
110,E,22.44,7796,0.76
110,D,23.41,7716,0.59
110,C,25.62,6880,-0.02
110,A,27.31,6740,0.01
110,G,30.4,7416,0.75
110,C,32.53,6820,0.0
110,G,34.32,7496,0.73
110,F,36.49,9938,0.8
110,E,37.61,7676,0.8
110,F,39.02,9778,0.79
110,C,40.09,6900,-0.01
110,D,41.34,7776,0.58
110,A,43.55,6820,-0.0
110,B,46.63,6700,0.01
110,X,48.48,6875,0.9
111,E,9.54,7736,0.89
111,D,10.46,7536,0.88
111,F,12.56,9818,0.87
111,B,13.56,6720,0.01
111,F,15.62,9938,0.87
111,A,16.73,6720,0.01
111,E,19.81,7816,0.82
111,A,21.37,6840,-0.04
111,G,24.52,7336,0.71
111,E,26.78,7676,0.82
111,G,28.11,7336,0.73
111,F,30.38,9998,0.78
111,E,31.48,7776,0.87
111,C,32.9,6800,0.0
111,A,34.68,6780,0.0
111,D,37.43,7596,0.75
111,G,39.58,7396,0.85
111,A,41.81,6740,0.01
111,G,44.87,7536,0.62
111,B,47.03,6800,0.01
111,E,49.13,7556,0.6
111,D,50.17,7616,0.74
111,B,52.36,6720,0.01
111,C,54.42,6800,0.01
111,A,56.17,6780,0.0
111,D,59.01,7576,0.8
111,G,61.14,7356,0.75
111,C,63.45,6860,-0.01
111,G,65.17,7496,0.76
111,C,67.35,6880,-0.01
111,D,68.72,7676,0.65
111,C,70.81,6880,-0.01
111,A,72.52,6800,0.0
111,B,75.56,6840,-0.01
111,A,77.45,6880,-0.04
111,F,80.72,9778,0.79
111,X,81.71,6875,0.91
112,G,9.95,7536,0.65
112,D,11.81,7596,0.74
112,A,14.08,6760,0.01
112,E,17.28,7676,0.76
112,B,18.85,6860,-0.01
112,G,20.77,7496,0.77
112,E,23.05,7556,0.6
112,C,24.61,6780,0.01
112,A,26.29,6880,-0.04
112,B,29.43,6740,0.01
112,C,31.27,6760,0.01
112,E,33.13,7596,0.68
112,F,34.66,9958,0.85
112,X,35.63,6875,0.87
113,C,9.98,6760,0.01
113,B,11.92,6800,0.0
113,E,13.76,7596,0.67
113,D,14.82,7656,0.67
113,G,17.0,7436,0.78
113,A,19.39,6780,0.01
113,F,22.58,9938,0.87
113,X,23.56,6875,0.93
114,C,10.0,6760,0.0
114,F,11.64,10058,0.68
114,E,12.65,7676,0.8
114,A,14.12,6800,0.0
114,B,17.4,6860,-0.02
114,G,19.24,7376,0.81
114,C,21.46,6820,0.0
114,F,23.36,9958,0.81
114,D,24.23,7576,0.78
114,X,26.22,6875,0.95
115,E,9.53,7536,0.57
115,B,10.88,6740,0.01
115,D,12.6,7716,0.6
115,G,14.65,7576,0.57
115,E,16.86,7536,0.58
115,G,18.2,7436,0.72
115,B,20.44,6720,0.01
115,A,22.47,6880,-0.04
115,C,25.62,6880,-0.01
115,D,27.08,7616,0.75
115,E,29.35,7736,0.85
115,C,30.87,6760,0.01
115,A,32.82,6780,0.01
115,B,36.08,6800,-0.01
115,G,37.89,7456,0.84
115,B,40.14,6800,0.0
115,F,42.16,10058,0.73
115,E,43.3,7656,0.76
115,G,44.65,7416,0.84
115,F,47.0,9878,0.84
115,C,48.05,6800,0.01
115,E,49.85,7696,0.86
115,A,51.21,6780,0.0
115,F,54.41,9778,0.84
115,G,55.41,7356,0.74
115,C,57.76,6740,0.01
115,B,59.48,6800,-0.01
115,E,61.54,7636,0.74
115,F,62.97,9938,0.88
115,C,63.96,6820,-0.01
115,A,65.86,6740,0.01
115,G,68.96,7476,0.71
115,C,71.29,6760,0.01
115,A,73.07,6760,0.01
115,F,76.32,9958,0.76
115,G,77.44,7576,0.57
115,F,79.74,9838,0.87
115,E,80.88,7536,0.56
115,F,82.27,9858,0.91
115,D,82.9,7736,0.6
115,X,84.89,6875,0.94
116,E,9.57,7616,0.71
116,D,10.68,7776,0.55
116,B,12.84,6780,0.0
116,G,14.71,7576,0.55
116,E,17.0,7556,0.59
116,G,18.45,7496,0.7
116,D,20.41,7676,0.65
116,B,22.67,6760,0.0
116,C,24.62,6880,-0.01
116,A,26.41,6700,0.02
116,F,29.49,10038,0.71
116,E,30.58,7596,0.66
116,G,32.03,7456,0.79
116,E,34.23,7816,0.78
116,F,35.63,9778,0.85
116,E,36.79,7756,0.85
116,C,38.15,6880,-0.01
116,A,39.95,6860,-0.04
116,E,43.03,7636,0.71
116,G,44.47,7496,0.67
116,A,46.83,6740,0.01
116,E,50.15,7756,0.88
116,F,51.44,10018,0.73
116,C,52.63,6720,0.02
116,A,54.43,6800,0.0
116,F,57.57,9878,0.78
116,G,58.74,7456,0.81
116,E,60.89,7716,0.85
116,D,62.04,7656,0.67
116,B,64.25,6720,0.03
116,X,66.07,6875,0.9
117,D,9.58,7516,0.84
117,A,11.75,6740,0.01
117,F,15.06,9838,0.91
117,D,15.83,7596,0.75
117,A,18.12,6720,0.01
117,G,21.19,7516,0.66
117,F,23.56,9998,0.73
117,G,24.66,7436,0.74
117,A,27.0,6740,0.01
117,B,30.16,6760,0.0
117,A,32.12,6880,-0.04
117,G,35.29,7336,0.73
117,E,37.48,7816,0.79
117,G,38.79,7496,0.69
117,F,41.15,9778,0.85
117,A,42.36,6820,0.0
117,F,45.41,10078,0.67
117,D,46.03,7656,0.7
117,C,48.05,6900,-0.01
117,G,49.82,7416,0.81
117,C,52.05,6740,0.02
117,A,54.02,6840,-0.03
117,G,57.1,7416,0.87
117,E,59.25,7756,0.89
117,G,60.55,7336,0.75
117,F,62.74,9838,0.91
117,C,63.87,6880,-0.01
117,D,65.37,7516,0.85
117,B,67.46,6860,-0.01
117,X,69.25,6875,0.93
118,C,10.0,6740,0.01
118,G,11.72,7576,0.6
118,C,13.98,6820,0.0
118,D,15.5,7516,0.84
118,F,17.68,9978,0.83
118,G,18.67,7376,0.85
118,A,21.05,6760,0.01
118,F,24.14,9878,0.9
118,D,25.0,7556,0.84
118,E,27.19,7636,0.72
118,B,28.68,6720,0.01
118,X,30.51,6875,0.91
119,F,9.99,9758,0.81
119,D,10.61,7636,0.69
119,F,12.69,10058,0.71
119,E,13.84,7816,0.76
119,A,15.33,6800,0.0
119,G,18.37,7596,0.54
119,A,20.58,6740,0.01
119,B,23.87,6800,-0.01
119,C,25.71,6880,-0.01
119,E,27.63,7636,0.73
119,A,29.11,6800,0.0
119,E,32.27,7696,0.86
119,C,33.76,6780,0.01
119,F,35.66,10058,0.73
119,A,36.83,6900,-0.04
119,C,40.05,6880,-0.01
119,E,41.94,7696,0.83
119,C,43.46,6900,-0.01
119,A,45.24,6780,0.0
119,B,48.42,6740,0.01
119,E,50.36,7556,0.61
119,G,51.85,7396,0.78
119,D,53.64,7596,0.74
119,X,55.64,6875,0.95
120,C,9.98,6860,-0.01
120,A,11.65,6780,0.0
120,E,14.92,7756,0.79
120,B,16.48,6740,0.01
120,D,17.96,7476,0.8
120,C,20.11,6780,0.0
120,D,21.59,7696,0.66
120,G,23.6,7416,0.8
120,B,25.91,6720,0.0
120,C,27.86,6860,-0.01
120,B,29.61,6860,-0.02
120,E,31.59,7736,0.88
120,B,32.99,6900,-0.02
120,G,34.91,7576,0.6
120,D,36.9,7676,0.64
120,G,39.04,7576,0.56
120,D,41.0,7656,0.7
120,A,43.03,6700,0.02
120,E,46.25,7696,0.81
120,G,47.73,7436,0.72
120,B,49.91,6700,0.01
120,A,51.93,6820,-0.0
120,F,55.0,9918,0.79
120,X,55.96,6875,0.94
121,F,9.96,9818,0.88
121,B,10.97,6840,0.0
121,D,12.55,7716,0.61
121,B,14.81,6720,0.01
121,G,16.89,7376,0.84
121,F,19.02,10038,0.72
121,D,19.75,7476,0.69
121,G,21.78,7576,0.56
121,F,24.12,9978,0.79
121,B,25.21,6840,-0.01
121,C,27.29,6780,0.01
121,D,28.77,7556,0.81
121,C,30.81,6860,-0.01
121,B,32.59,6880,-0.01
121,E,34.61,7796,0.87
121,C,36.0,6700,0.02
121,F,37.84,10018,0.78
121,D,38.46,7556,0.87
121,A,40.48,6840,-0.04
121,X,43.48,6875,0.85
122,B,10.0,6860,-0.02
122,F,11.91,9878,0.87
122,D,12.64,7516,0.84
122,G,14.86,7416,0.82
122,E,17.1,7576,0.63
122,B,18.44,6780,-0.01
122,A,20.27,6780,0.0
122,E,23.59,7576,0.65
122,C,24.99,6800,0.0
122,F,26.67,9998,0.8
122,D,27.29,7736,0.61
122,E,29.47,7736,0.8
122,G,30.76,7376,0.84
122,E,33.1,7516,0.56
122,C,34.59,6720,0.01
122,A,36.49,6880,-0.04
122,F,39.67,9918,0.79
122,B,40.76,6900,-0.02
122,X,42.53,6875,0.93
123,A,9.97,6800,0.0
123,C,13.21,6880,-0.01
123,A,14.97,6820,-0.0
123,D,17.7,7516,0.82
123,E,19.74,7736,0.87
123,F,21.27,9778,0.84
123,B,22.51,6800,0.0
123,G,24.57,7456,0.83
123,X,26.67,6875,0.88
124,E,9.55,7696,0.88
124,A,11.08,6720,0.01
124,G,14.26,7396,0.77
124,A,16.41,6780,0.01
124,D,19.24,7596,0.77
124,B,21.33,6760,0.0
124,E,23.32,7816,0.8
124,B,24.7,6720,0.01
124,C,26.69,6740,0.01
124,F,28.43,10058,0.69
124,E,29.42,7636,0.69
124,G,30.72,7536,0.69
124,B,33.11,6720,0.02
124,F,35.11,10018,0.75
124,D,35.71,7736,0.58
124,F,37.78,9878,0.8
124,E,38.92,7716,0.83
124,G,40.19,7476,0.78
124,E,42.52,7536,0.57
124,D,43.67,7516,0.88
124,E,45.88,7556,0.6
124,F,47.22,10018,0.74
124,G,48.43,7596,0.56
124,F,50.72,10018,0.76
124,C,51.84,6720,0.02
124,G,53.56,7516,0.68
124,D,55.53,7516,0.84
124,C,57.78,6700,0.02
124,E,59.51,7776,0.89
124,B,60.82,6800,-0.01
124,D,62.44,7696,0.63
124,C,64.65,6760,0.01
124,D,66.02,7576,0.83
124,E,68.14,7656,0.74
124,B,69.6,6880,-0.02
124,E,71.52,7536,0.58
124,G,73.02,7576,0.57
124,A,75.15,6740,0.01
124,X,78.19,6875,0.91
125,C,9.96,6840,-0.01
125,A,11.68,6700,0.01
125,D,14.53,7676,0.68
125,F,16.51,9898,0.92
125,B,17.67,6800,-0.01
125,F,19.64,10018,0.75
125,G,20.82,7496,0.7
125,A,23.07,6800,0.0
125,E,26.15,7576,0.61
125,X,27.44,6875,0.86
126,G,9.96,7556,0.59
126,B,12.15,6740,0.01
126,D,13.83,7716,0.63
126,A,16.01,6880,-0.04
126,E,19.12,7516,0.56
126,D,20.14,7716,0.61
126,E,22.31,7776,0.88
126,B,23.76,6820,-0.01
126,C,25.62,6760,0.01
126,A,27.49,6720,0.01
126,F,30.79,9858,0.9
126,X,31.76,6875,0.89
127,G,9.95,7416,0.72
127,C,12.15,6700,0.01
127,G,14.02,7396,0.82
127,F,16.4,10038,0.76
127,G,17.41,7456,0.84
127,C,19.56,6860,0.0
127,G,21.38,7536,0.68
127,F,23.53,9938,0.88
127,D,24.35,7596,0.8
127,F,26.49,10078,0.68
127,A,27.74,6720,0.01
127,C,30.92,6820,0.0
127,D,32.2,7496,0.78
127,F,34.29,9918,0.82
127,G,35.46,7576,0.6
127,A,37.69,6880,-0.04
127,E,40.78,7756,0.82
127,F,42.18,10078,0.7
127,G,43.32,7496,0.72
127,A,45.6,6880,-0.04
127,D,48.24,7776,0.56
127,E,50.39,7676,0.84
127,G,51.78,7476,0.82
127,B,54.04,6700,0.01
127,X,55.87,6875,0.92
128,A,9.97,6820,-0.0
128,E,13.07,7556,0.6
128,F,14.53,9898,0.84
128,C,15.53,6760,0.0
128,D,17.01,7476,0.82
128,G,19.05,7336,0.79
128,D,21.04,7596,0.78
128,F,23.32,9778,0.87
128,D,24.07,7756,0.58
128,F,26.29,9918,0.87
128,A,27.32,6780,0.0
128,D,30.04,7756,0.57
128,B,32.25,6900,-0.02
128,A,34.15,6900,-0.04
128,F,37.36,9958,0.86
128,C,38.61,6720,0.01
128,B,40.34,6820,0.0
128,E,42.41,7796,0.87
128,B,43.89,6840,-0.01
128,G,45.74,7476,0.74
128,D,47.49,7496,0.82
128,X,49.51,6875,0.88
129,E,9.53,7736,0.89
129,B,10.86,6880,-0.02
129,E,12.72,7756,0.81
129,A,14.08,6780,0.01
129,C,17.26,6820,-0.01
129,G,18.98,7536,0.67
129,F,21.29,9978,0.84
129,D,22.12,7616,0.77
129,X,24.13,6875,0.9
130,D,9.6,7656,0.64
130,E,11.76,7756,0.89
130,F,13.29,9758,0.86
130,A,14.4,6780,0.01
130,E,17.67,7756,0.89
130,B,18.99,6880,-0.02
130,F,20.94,9858,0.81
130,G,21.95,7496,0.76
130,E,24.22,7796,0.84
130,D,25.13,7716,0.61
130,C,27.13,6840,0.0
130,D,28.6,7696,0.65
130,C,30.73,6900,-0.01
130,A,32.61,6880,-0.04
130,D,35.35,7556,0.75
130,B,37.58,6760,0.0
130,F,39.52,9918,0.86
130,G,40.72,7396,0.83
130,F,42.9,9998,0.78
130,D,43.57,7636,0.72
130,E,45.76,7596,0.68
130,X,47.06,6875,0.93
131,D,9.58,7516,0.87
131,C,11.8,6720,0.02
131,B,13.5,6720,0.01
131,G,15.47,7596,0.54
131,B,17.74,6860,-0.01
131,A,19.74,6780,0.0
131,C,22.99,6720,0.02
131,B,24.91,6700,0.02
131,D,26.58,7776,0.57
131,B,28.79,6860,-0.02
131,F,30.6,10078,0.69
131,B,31.72,6720,0.01
131,G,33.62,7516,0.7
131,C,35.83,6840,-0.01
131,D,37.23,7456,0.79
131,A,39.32,6820,-0.01
131,C,42.6,6900,-0.01
131,E,44.46,7796,0.84
131,X,45.73,6875,0.86
132,A,10.0,6820,-0.0
