Sequence,Signal Type,Time (s),Frequency (Hz),Correlation Value
33,F,55.67,9909,0.83
33,D,56.36,7891,0.84
33,C,58.57,6894,1.01
33,D,59.97,7891,0.74
33,A,62.25,6726,0.99
33,D,64.98,7939,0.76
33,F,67.23,9861,0.88
33,C,68.3,6774,0.99
33,A,70.08,6726,0.99
33,F,73.19,9813,0.92
33,C,74.22,6750,0.99
33,F,75.96,9813,0.82
33,D,76.57,8012,0.72
33,A,78.82,6894,1.01
33,E,81.97,7555,0.63
33,A,83.31,6870,1.02
33,E,86.42,7795,0.85
33,C,87.84,6822,1.0
33,D,89.29,7843,0.89
33,E,91.52,7531,0.58
33,B,92.84,6774,0.99
33,E,94.69,7555,0.63
33,D,95.8,7747,0.83
33,E,97.89,7795,0.84
33,G,99.36,7507,0.67
33,X,101.46,6882,0.85
34,C,10.0,6870,1.01
34,G,11.75,7459,0.73
34,C,14.04,6702,0.99
34,D,15.54,7891,0.8
34,F,17.73,9861,0.88
34,B,18.98,6846,1.01
34,G,21.02,7363,0.81
34,C,23.17,6726,0.99
34,G,24.9,7339,0.74
34,A,27.06,6798,0.99
34,B,30.13,6798,0.99
34,F,32.18,9861,0.91
34,C,33.29,6846,1.0
34,G,35.08,7387,0.72
34,A,37.4,6774,0.99
34,F,40.48,9909,0.83
34,B,41.48,6750,0.99
34,F,43.33,9789,0.8
34,C,44.51,6774,0.99
34,G,46.35,7507,0.63
34,C,48.56,6894,1.01
34,F,50.41,10030,0.77
34,B,51.41,6846,1.01
34,E,53.38,7579,0.67
34,X,54.68,6882,0.93
35,E,9.54,7507,0.55
35,F,10.86,9837,0.78
35,D,11.65,7819,0.81
35,A,13.9,6726,0.99
35,B,17.04,6846,1.01
35,G,18.85,7531,0.6
35,D,20.82,7795,0.9
35,G,23.03,7507,0.74
35,F,25.19,9885,0.85
35,C,26.19,6846,1.0
35,X,27.84,6882,0.88
36,D,9.55,7747,0.78
36,G,11.82,7363,0.82
36,D,13.58,8012,0.7
36,G,15.81,7363,0.72
36,C,18.22,6702,0.98
36,G,20.09,7411,0.76
36,E,22.23,7819,0.8
36,C,23.64,6798,0.99
36,E,25.31,7771,0.89
36,B,26.63,6870,1.01
36,F,28.56,10054,0.72
36,G,29.55,7603,0.52
36,D,31.48,7843,0.85
36,C,33.66,6798,0.99
36,B,35.35,6750,0.99
36,C,37.22,6822,1.01
36,F,39.06,9861,0.8
36,C,40.25,6726,0.97
36,D,41.6,7771,0.87
36,G,43.85,7435,0.84
36,D,45.64,8036,0.68
36,A,47.87,6798,1.0
36,X,50.9,6882,0.96
37,A,9.97,6894,1.04
37,E,12.97,7795,0.78
37,D,13.89,7747,0.76
37,F,16.14,9837,0.84
37,G,17.34,7411,0.84
37,E,19.64,7651,0.81
37,A,21.0,6774,0.99
37,G,24.3,7411,0.83
37,A,26.47,6894,1.02
37,G,29.61,7531,0.62
37,D,31.59,7771,0.81
37,F,33.65,10054,0.73
37,A,34.73,6846,1.01
37,E,37.99,7819,0.82
37,A,39.53,6846,1.01
37,B,42.73,6798,1.0
37,G,44.56,7435,0.74
37,D,46.43,8036,0.68
37,A,48.51,6798,0.99
37,D,51.44,7939,0.71
37,A,53.65,6750,0.99
37,E,56.87,7555,0.64
37,D,57.82,7795,0.85
37,G,59.92,7531,0.64
37,C,62.12,6798,1.0
37,E,63.98,7603,0.66
37,A,65.57,6822,1.0
37,F,68.78,9837,0.81
37,C,69.93,6894,1.01
37,B,71.63,6822,1.01
37,D,73.13,7747,0.84
37,E,75.36,7531,0.59
37,F,76.83,10006,0.76
37,A,77.99,6798,1.0
37,C,81.12,6822,1.0
37,B,82.9,6822,1.01
37,E,84.71,7723,0.89
37,F,86.18,9789,0.84
37,C,87.24,6726,0.97
37,F,88.95,9765,0.75
37,E,89.97,7603,0.7
37,A,91.42,6774,1.0
37,F,94.67,10006,0.78
37,C,95.8,6798,0.99
37,D,97.32,8036,0.67
37,G,99.5,7507,0.62
37,X,101.61,6882,0.94
38,F,9.96,10078,0.66
38,G,11.09,7459,0.69
38,C,13.48,6870,1.01
38,F,15.15,9813,0.73
38,D,15.86,8036,0.68
38,F,17.89,9909,0.84
38,G,18.9,7507,0.66
38,B,21.24,6726,0.99
38,D,22.9,8036,0.64
38,G,24.96,7387,0.74
38,D,26.75,8012,0.68
38,A,28.78,6774,0.99
38,F,32.02,9789,0.81
38,D,32.65,8036,0.63
38,B,34.75,6726,0.99
38,C,36.77,6702,0.98
38,G,38.66,7531,0.7
38,C,40.88,6798,1.0
38,G,42.66,7459,0.83
38,E,44.79,7771,0.8
38,G,46.16,7459,0.72
38,D,48.12,7915,0.78
38,C,50.38,6846,1.0
38,F,52.09,10030,0.7
38,G,53.09,7387,0.79
38,E,55.23,7771,0.87
38,B,56.58,6894,1.01
38,C,58.46,6774,0.99
38,G,60.14,7459,0.83
38,F,62.45,9909,0.81
38,A,63.47,6750,0.99
38,X,66.54,6882,0.92
39,F,9.94,9837,0.81
39,D,10.56,7795,0.87
39,F,12.67,9837,0.92
39,A,13.84,6774,1.0
39,F,17.09,9789,0.76
39,B,18.16,6750,0.99
39,D,19.65,7819,0.84
39,C,21.9,6774,0.99
39,D,23.41,7891,0.8
39,A,25.68,6726,0.99
39,B,29.03,6822,1.01
39,G,30.85,7555,0.59
39,C,33.22,6822,1.0
39,E,35.11,7579,0.66
39,X,36.41,6882,0.88
40,C,9.97,6870,1.01
40,G,11.69,7339,0.78
40,B,14.12,6702,0.98
40,E,15.98,7699,0.77
40,A,17.42,6822,0.99
40,G,20.48,7579,0.5
40,D,22.26,7819,0.82
40,B,24.42,6750,0.99
40,G,26.38,7459,0.81
40,C,28.5,6750,0.99
40,E,30.26,7723,0.83
40,D,31.25,7987,0.71
40,B,33.39,6774,0.99
40,A,35.25,6822,1.0
40,E,38.39,7723,0.83
40,G,39.88,7579,0.51
40,A,42.12,6774,0.99
40,B,45.32,6870,1.01
40,G,47.23,7339,0.78
40,B,49.54,6870,1.01
40,D,50.99,8036,0.67
40,G,53.2,7579,0.54
40,F,55.53,9933,0.85
40,C,56.58,6846,1.0
40,E,58.49,7579,0.65
40,G,59.96,7435,0.87
40,D,61.81,7747,0.83
40,B,63.95,6726,0.98
40,A,66.02,6798,1.0
40,B,69.23,6822,1.0
40,G,71.14,7531,0.63
40,A,73.34,6846,1.0
40,C,76.66,6750,0.99
40,F,78.49,10030,0.76
40,X,79.48,6882,0.87
41,D,9.57,7819,0.88
41,E,11.62,7555,0.61
41,F,12.98,9789,0.88
41,B,14.1,6774,0.99
41,A,16.08,6846,0.99
41,D,18.99,8036,0.65
41,G,20.99,7531,0.58
41,D,22.96,7843,0.88
41,B,25.06,6870,1.01
41,E,27.03,7723,0.88
41,C,28.48,6822,1.0
41,X,30.14,6882,0.92
42,C,9.96,6750,0.99
42,A,11.69,6774,1.0
42,B,15.01,6822,1.01
42,A,17.05,6726,0.99
42,G,20.15,7483,0.71
42,B,22.55,6894,1.01
42,D,24.09,7771,0.85
42,E,26.25,7771,0.81
42,G,27.79,7579,0.55
42,C,29.9,6870,1.01
42,B,31.6,6750,0.99
42,E,33.66,7675,0.79
42,G,35.12,7507,0.72
42,C,37.31,6798,1.0
42,D,38.72,7963,0.72
42,C,40.75,6798,0.99
42,F,42.66,10054,0.7
42,E,43.83,7747,0.89
42,B,45.31,6846,1.01
42,E,47.17,7819,0.81
42,D,48.21,7963,0.69
42,B,50.38,6846,1.01
42,G,52.42,7483,0.79
42,C,54.69,6870,1.01
42,E,56.43,7747,0.83
42,A,57.83,6870,1.02
42,E,60.98,7795,0.85
42,A,62.35,6870,1.01
42,F,65.58,10054,0.7
42,X,66.56,6882,0.93
43,D,9.57,7747,0.87
43,C,11.63,6726,0.99
43,F,13.31,10006,0.73
43,A,14.32,6750,1.0
43,E,17.47,7723,0.89
43,C,18.85,6846,1.01
43,G,20.52,7339,0.72
43,A,22.71,6726,0.99
43,D,25.54,7843,0.84
43,A,27.59,6822,1.01
43,B,30.74,6846,1.0
43,A,32.57,6750,0.99
43,C,35.93,6702,0.99
43,D,37.35,7843,0.74
43,F,39.37,10054,0.71
43,D,40.02,7819,0.76
43,F,42.08,9885,0.86
43,B,43.08,6798,1.01
43,D,44.71,8036,0.65
43,C,46.74,6846,1.01
43,D,48.24,7795,0.89
43,B,50.44,6846,1.01
43,C,52.48,6870,1.01
43,G,54.16,7459,0.81
43,F,56.49,9861,0.81
43,D,57.2,7915,0.76
43,F,59.42,9885,0.91
43,E,60.61,7747,0.86
43,X,61.88,6882,0.87
44,D,9.57,8012,0.69
44,A,11.67,6726,0.99
44,D,14.47,8036,0.7
44,B,16.46,6846,1.01
44,E,18.49,7699,0.78
44,B,19.82,6798,1.01
44,C,21.72,6894,1.01
44,G,23.54,7387,0.79
44,D,25.45,7819,0.81
44,G,27.45,7507,0.72
44,F,29.69,10030,0.7
44,C,30.79,6870,1.01
44,A,32.56,6702,0.99
44,G,35.67,7459,0.84
44,C,37.92,6774,0.99
44,A,39.84,6822,1.01
44,B,43.09,6894,1.01
44,F,45.03,9909,0.76
44,E,46.28,7747,0.78
44,B,47.73,6846,1.0
44,G,49.56,7459,0.82
44,D,51.49,7891,0.8
44,X,53.47,6882,0.85
45,C,9.95,6822,1.0
45,D,11.3,8012,0.7
45,E,13.37,7699,0.86
45,B,14.93,6846,1.01
45,A,16.79,6822,1.0
45,C,19.99,6798,0.99
45,A,21.85,6726,0.99
45,G,25.1,7579,0.56
45,D,27.04,7987,0.67
45,E,29.06,7555,0.62
45,D,30.07,7963,0.74
45,E,32.18,7651,0.77
45,C,33.71,6774,0.99
45,D,35.07,7891,0.84
45,A,37.35,6822,1.0
45,D,40.17,8012,0.69
45,C,42.28,6870,1.01
45,D,43.77,7915,0.78
45,F,45.76,10078,0.68
45,X,46.73,6882,0.91
46,E,9.54,7603,0.64
46,G,10.95,7411,0.83
46,D,12.96,7819,0.85
46,C,15.21,6774,0.99
46,E,17.05,7699,0.8
46,G,18.55,7579,0.56
46,D,20.31,7987,0.69
46,C,22.49,6750,0.99
46,E,24.41,7651,0.72
46,G,25.86,7483,0.79
46,C,28.2,6798,1.0
46,F,30.1,10054,0.71
46,C,31.21,6702,0.99
46,B,33.07,6726,0.99
46,C,35.18,6822,1.0
46,G,36.97,7507,0.58
46,B,39.19,6894,1.02
46,A,41.23,6822,1.01
46,X,44.25,6882,0.91
47,C,9.98,6726,0.97
47,G,11.76,7459,0.71
47,C,13.91,6774,1.0
47,D,15.34,7987,0.73
47,F,17.39,10030,0.75
47,B,18.53,6726,0.98
47,F,20.49,9765,0.86
47,B,21.63,6774,1.0
47,G,23.67,7459,0.74
47,C,25.95,6774,0.99
47,E,27.84,7819,0.78
47,G,29.34,7339,0.8
47,E,31.49,7603,0.7
47,F,32.85,10006,0.8
47,C,33.95,6726,0.99
47,D,35.44,7867,0.79
47,F,37.45,10030,0.73
47,A,38.58,6774,1.0
47,G,41.81,7459,0.73
47,F,44.05,9909,0.8
47,B,45.04,6846,0.99
47,C,46.92,6798,0.99
47,F,48.75,9837,0.87
47,C,49.76,6870,1.01
47,D,51.25,7891,0.75
47,F,53.24,9957,0.83
47,D,53.88,8036,0.64
47,E,56.09,7603,0.71
47,C,57.57,6726,0.99
47,G,59.28,7459,0.82
47,D,61.24,7915,0.78
47,C,63.27,6870,1.01
47,E,64.96,7747,0.9
47,C,66.29,6822,1.01
47,A,67.97,6894,1.05
47,X,70.97,6882,0.86
48,F,9.95,9789,0.89
48,C,10.99,6798,1.01
48,G,12.79,7555,0.56
48,C,15.01,6894,1.02
48,G,16.88,7531,0.63
48,F,19.21,9885,0.89
48,A,20.4,6750,0.99
48,C,23.49,6822,1.01
48,D,24.86,7771,0.86
48,E,26.98,7699,0.87
48,C,28.41,6822,1.0
48,B,30.28,6894,1.02
48,X,32.07,6882,0.89
49,F,9.94,10054,0.74
49,A,11.22,6774,1.0
49,B,14.54,6774,0.99
49,A,16.64,6870,1.01
49,D,19.48,7747,0.85
49,C,21.55,6870,1.01
49,A,23.2,6846,1.0
49,D,25.97,8036,0.68
49,A,27.99,6870,1.01
49,C,31.08,6846,1.01
49,E,32.98,7579,0.66
49,A,34.39,6894,1.02
49,B,37.63,6894,1.01
49,F,39.52,9909,0.89
49,C,40.55,6798,1.0
49,F,42.25,9861,0.88
49,G,43.43,7363,0.8
49,X,45.57,6882,0.94
50,B,9.97,6702,0.99
50,D,11.68,7867,0.79
50,A,13.93,6894,1.02
50,C,17.07,6822,1.01
50,G,18.82,7435,0.76
50,E,21.23,7651,0.74
50,F,22.57,9789,0.84
50,D,23.38,7795,0.83
50,A,25.59,6726,0.99
50,E,28.86,7627,0.69
50,A,30.26,6774,1.0
50,D,33.09,8060,0.66
50,G,35.22,7435,0.85
50,B,37.51,6870,1.01
50,G,39.49,7339,0.78
50,A,41.85,6750,0.99
50,B,45.0,6726,0.99
50,A,46.98,6822,1.0
50,C,50.29,6798,0.99
50,E,52.19,7699,0.87
50,D,53.11,7939,0.75
50,A,55.21,6846,1.01
50,C,58.43,6726,0.97
50,G,60.2,7411,0.77
50,E,62.4,7507,0.55
50,B,63.87,6750,0.99
50,C,65.74,6870,1.01
50,D,67.05,7819,0.79
50,A,69.1,6726,0.99
50,D,72.05,7939,0.74
50,F,74.28,9789,0.83
50,X,75.27,6882,0.84
51,E,9.54,7531,0.6
51,A,10.96,6822,1.0
51,B,14.09,6798,0.99
51,C,15.98,6774,0.99
51,E,17.71,7579,0.65
51,D,18.74,7843,0.78
51,C,20.92,6894,1.01
51,E,22.81,7651,0.76
51,D,23.84,7939,0.77
51,G,25.9,7579,0.58
51,A,28.18,6726,0.99
51,F,31.31,9957,0.83
51,X,32.31,6882,0.9
52,C,10.0,6822,1.0
52,G,11.81,7363,0.74
52,F,13.98,9789,0.78
52,C,15.26,6894,1.01
52,D,16.65,8012,0.68
52,A,18.71,6822,1.0
52,B,21.93,6822,0.99
52,F,23.73,9909,0.8
52,D,24.37,7987,0.71
52,B,26.49,6894,1.01
52,G,28.43,7387,0.76
52,E,30.73,7627,0.7
52,X,32.02,6882,0.91
53,E,9.56,7603,0.7
53,G,11.03,7507,0.67
53,A,13.34,6846,1.01
53,B,16.61,6822,1.0
53,C,18.52,6846,1.01
53,E,20.33,7699,0.77
53,B,21.87,6750,0.98
53,G,23.93,7363,0.73
53,D,25.8,7747,0.78
53,E,27.82,7555,0.6
53,C,29.24,6846,1.01
53,E,31.09,7579,0.65
53,D,32.26,7795,0.9
53,F,34.48,9933,0.85
53,X,35.46,6882,0.93
54,B,9.92,6774,0.98
54,C,11.87,6870,1.01
54,E,13.68,7771,0.83
54,B,15.05,6870,1.01
54,G,17.02,7411,0.8
54,E,19.23,7723,0.87
54,D,20.21,7819,0.8
54,G,22.43,7531,0.68
54,E,24.56,7795,0.86
54,F,25.96,9813,0.84
54,D,26.69,7795,0.81
54,G,28.87,7531,0.61
54,E,31.16,7651,0.82
54,C,32.47,6750,0.98
54,A,34.26,6870,1.0
54,X,37.28,6882,0.92
55,D,9.59,7915,0.73
55,C,11.6,6726,0.99
55,F,13.38,9861,0.82
55,A,14.47,6726,0.98
55,E,17.64,7723,0.87
55,D,18.7,7963,0.73
55,E,20.7,7723,0.82
55,D,21.85,7747,0.78
55,B,24.04,6822,1.0
55,A,26.08,6726,0.99
55,G,29.17,7363,0.84
55,X,31.31,6882,0.83
56,C,9.98,6894,1.01
56,E,11.7,7723,0.87
56,G,13.12,7507,0.66
56,D,15.11,8036,0.65
56,F,17.16,10030,0.74
56,C,18.16,6870,1.01
56,D,19.65,7747,0.85
56,B,21.69,6846,1.01
56,G,23.64,7507,0.64
56,D,25.41,7771,0.83
56,A,27.68,6702,0.99
56,B,30.81,6726,0.99
56,E,32.75,7819,0.83
56,G,34.27,7363,0.78
56,A,36.58,6750,0.99
56,B,39.75,6822,1.0
56,F,41.81,10054,0.7
56,B,42.85,6870,1.01
56,C,44.83,6894,1.01
56,D,46.23,7771,0.88
56,X,48.22,6882,0.84
57,C,9.95,6750,0.98
57,E,11.92,7603,0.72
57,C,13.29,6894,1.01
57,F,15.07,10006,0.8
57,D,15.81,7747,0.77
57,G,17.86,7507,0.63
57,E,20.07,7627,0.71
57,F,21.6,10078,0.67
57,E,22.8,7555,0.63
57,G,24.12,7555,0.6
57,B,26.28,6798,1.0
57,A,28.33,6798,1.0
57,G,31.41,7387,0.88
57,E,33.61,7579,0.65
57,B,35.05,6822,1.0
57,F,36.89,9813,0.88
57,E,37.96,7795,0.73
57,A,39.35,6774,0.99
57,D,42.2,7939,0.77
57,E,44.43,7651,0.79
57,B,45.88,6894,1.01
57,C,47.9,6726,0.98
57,X,49.58,6882,0.87
58,B,9.97,6870,1.01
58,A,11.81,6870,1.01
58,C,14.92,6822,1.01
58,F,16.64,9837,0.84
58,B,17.89,6822,1.01
58,E,19.85,7579,0.67
58,F,21.14,9957,0.86
58,D,21.83,7963,0.72
58,A,23.87,6846,1.01
58,F,27.09,9933,0.77
58,C,28.34,6822,1.0
58,G,30.02,7435,0.74
58,X,32.14,6882,0.88
59,F,9.93,9837,0.76
59,C,11.19,6870,1.01
59,B,12.95,6774,0.99
59,E,14.88,7771,0.86
59,F,16.24,9909,0.86
59,A,17.27,6774,1.0
59,C,20.45,6894,1.01
59,B,22.22,6870,1.02
59,G,24.04,7339,0.68
59,E,26.18,7507,0.56
59,D,27.14,7867,0.78
59,X,29.15,6882,0.91
60,G,9.97,7411,0.85
60,E,12.31,7603,0.7
60,D,13.27,7819,0.81
60,C,15.32,6774,0.99
60,D,16.69,7939,0.79
60,E,18.71,7627,0.75
60,G,20.07,7507,0.71
60,F,22.19,10078,0.69
60,E,23.35,7531,0.59
60,F,24.67,9957,0.78
60,E,25.84,7699,0.86
60,D,26.76,7939,0.77
60,E,28.97,7795,0.78
60,D,30.09,7915,0.75
60,B,32.33,6870,1.01
60,G,34.38,7507,0.72
60,A,36.74,6774,1.0
60,X,39.78,6882,0.92
61,G,9.96,7435,0.75
61,A,12.19,6798,1.0
61,D,14.92,7771,0.86
61,E,17.15,7675,0.82
61,B,18.48,6726,0.99
61,C,20.37,6846,0.98
61,A,22.25,6870,1.04
61,C,25.52,6846,1.01
61,D,26.88,7819,0.89
61,G,29.09,7387,0.81
61,E,31.46,7771,0.89
61,G,32.83,7507,0.65
61,A,35.1,6726,0.99
61,C,38.33,6846,1.01
61,E,40.11,7603,0.72
61,D,41.05,7915,0.81
61,A,43.27,6750,0.98
61,D,46.19,7963,0.73
61,B,48.26,6726,0.98
61,A,50.19,6846,1.01
61,E,53.32,7651,0.71
61,D,54.3,7891,0.73
61,G,56.52,7483,0.67
61,D,58.46,7795,0.78
61,F,60.55,9813,0.82
61,X,61.54,6882,0.93
62,C,9.97,6726,0.99
62,B,11.91,6894,1.02
62,D,13.48,7867,0.87
62,C,15.67,6846,1.0
62,B,17.55,6750,0.99
62,A,19.52,6894,1.01
62,F,22.65,9933,0.86
62,C,23.81,6702,0.99
62,B,25.56,6774,1.0
62,G,27.51,7363,0.81
62,A,29.73,6894,1.02
62,G,32.92,7411,0.86
62,D,34.72,7867,0.82
62,A,36.82,6870,1.02
62,C,40.05,6846,1.01
62,E,41.99,7603,0.7
62,X,43.29,6882,0.85
63,C,9.96,6846,1.01
63,D,11.29,7939,0.76
63,F,13.32,10006,0.75
63,D,13.96,7795,0.89
63,B,16.1,6870,1.01
63,G,18.02,7339,0.77
63,C,20.34,6702,0.99
63,D,21.85,7939,0.78
63,E,24.1,7507,0.56
63,G,25.42,7579,0.54
63,C,27.77,6798,0.99
63,E,29.66,7603,0.68
63,C,31.07,6726,0.97
63,F,32.88,9861,0.8
63,C,33.88,6798,1.0
63,B,35.68,6822,1.01
63,F,37.63,9909,0.89
63,D,38.35,7867,0.8
63,C,40.43,6750,0.99
63,F,42.16,9885,0.87
63,E,43.33,7507,0.57
63,D,44.52,7939,0.75
63,C,46.52,6894,1.01
63,F,48.16,10006,0.74
63,A,49.21,6750,1.0
63,D,52.02,7795,0.83
63,G,54.28,7411,0.83
63,E,56.5,7699,0.77
63,F,57.84,9789,0.75
63,A,58.89,6774,0.99
63,E,61.98,7651,0.75
63,A,63.38,6798,1.0
63,D,66.11,7843,0.79
63,G,68.31,7459,0.83
63,A,70.59,6822,1.0
63,B,73.86,6774,0.99
63,C,75.8,6774,0.99
63,X,77.45,6882,0.83
64,G,9.98,7435,0.73
64,A,12.17,6822,1.0
64,C,15.35,6822,1.0
64,E,17.14,7651,0.77
64,B,18.65,6750,0.99
64,D,20.22,7795,0.84
64,E,22.27,7699,0.84
64,D,23.32,7963,0.65
64,E,25.31,7651,0.77
64,F,26.82,10006,0.73
64,B,27.84,6798,0.99
64,F,29.89,10030,0.73
64,G,30.97,7387,0.77
64,F,33.26,9909,0.8
64,E,34.45,7627,0.7
64,C,36.03,6702,0.98
64,G,37.83,7411,0.75
64,A,40.17,6750,0.99
64,B,43.5,6870,1.01
64,G,45.31,7435,0.76
64,E,47.61,7579,0.69
64,G,49.04,7555,0.6
64,C,51.2,6894,1.01
64,G,52.99,7339,0.78
64,A,55.25,6726,0.99
64,C,58.37,6822,1.0
64,B,60.23,6726,0.99
64,D,61.91,7867,0.84
64,X,63.91,6882,0.92
65,G,9.95,7387,0.88
65,C,12.15,6774,0.99
65,F,13.95,9789,0.84
65,B,15.03,6846,1.01
65,C,16.97,6750,0.99
65,E,18.74,7651,0.82
65,A,20.05,6750,0.99
65,E,23.13,7771,0.79
65,C,24.68,6822,0.99
65,G,26.57,7363,0.69
65,F,28.76,9981,0.84
65,C,30.0,6702,0.98
65,G,31.7,7411,0.75
65,B,33.85,6726,0.98
65,C,35.95,6822,0.99
65,G,37.61,7411,0.74
65,D,39.48,8012,0.69
65,A,41.54,6798,1.0
65,F,44.79,9957,0.78
65,B,46.04,6822,1.0
65,G,48.05,7459,0.85
65,E,50.19,7651,0.73
65,C,51.73,6774,0.99
65,D,53.05,7819,0.88
65,X,55.06,6882,0.94
66,A,9.98,6894,1.02
66,B,13.01,6870,1.01
66,D,14.69,7771,0.87
66,B,16.76,6798,1.0
66,A,18.61,6774,0.99
66,F,21.79,9861,0.78
66,D,22.67,7771,0.85
66,B,24.75,6726,0.98
66,D,26.45,7747,0.81
66,F,28.47,9813,0.79
66,C,29.72,6798,0.99
66,B,31.49,6726,0.97
66,C,33.35,6774,0.99
66,E,35.21,7699,0.86
66,D,36.17,7963,0.73
66,C,38.41,6822,1.0
66,A,40.33,6726,0.99
66,F,43.45,9861,0.84
66,C,44.49,6894,1.01
66,A,46.19,6774,0.99
66,F,49.28,9957,0.77
66,E,50.29,7579,0.69
66,B,51.86,6798,1.0
66,C,53.87,6750,0.99
66,G,55.74,7435,0.77
66,X,57.87,6882,0.87
67,B,9.96,6798,1.0
67,G,11.86,7483,0.76
67,C,14.07,6846,1.0
67,B,15.91,6798,1.0
67,A,17.94,6798,1.0
67,G,21.03,7411,0.85
67,C,23.17,6774,0.99
67,E,25.0,7723,0.85
67,F,26.39,10054,0.7
67,B,27.39,6750,0.99
67,F,29.4,9957,0.8
67,B,30.55,6798,1.0
67,E,32.43,7771,0.84
67,D,33.38,8060,0.67
67,G,35.58,7531,0.7
67,D,37.39,7795,0.85
67,C,39.58,6870,0.98
67,F,41.36,10006,0.77
67,E,42.55,7531,0.57
67,C,44.1,6702,0.99
67,F,45.96,10078,0.67
67,B,46.98,6846,1.01
67,G,48.91,7387,0.81
67,B,51.26,6774,0.99
67,E,53.26,7747,0.88
67,F,54.67,9861,0.82
67,A,55.79,6798,1.0
67,X,58.84,6882,0.84
68,C,9.99,6774,0.99
68,G,11.66,7411,0.86
68,B,13.83,6870,1.0
68,D,15.27,7939,0.73
68,A,17.3,6726,0.99
68,E,20.5,7603,0.69
68,A,21.84,6870,1.0
68,D,24.69,7963,0.74
68,G,26.71,7411,0.76
68,C,28.98,6774,0.99
68,E,30.76,7699,0.85
68,F,32.21,9837,0.8
68,X,33.19,6882,0.93
69,C,9.98,6894,1.01
69,A,11.75,6870,1.01
69,B,14.84,6846,1.01
69,G,16.66,7531,0.68
69,F,18.97,9909,0.89
69,C,19.96,6822,1.0
69,E,21.84,7723,0.86
69,D,22.78,7771,0.86
69,E,24.98,7699,0.79
69,D,25.92,7987,0.73
69,G,27.92,7531,0.62
69,A,30.28,6846,1.01
69,F,33.56,9909,0.83
69,C,34.79,6726,0.98
69,A,36.69,6774,0.99
69,C,39.94,6750,0.99
69,E,41.67,7531,0.59
69,D,42.6,7987,0.69
69,B,44.71,6774,0.99
69,X,46.53,6882,0.85
70,B,9.98,6726,0.99
70,D,11.62,8036,0.65
70,F,13.76,9765,0.79
70,G,14.79,7579,0.53
70,E,17.12,7627,0.72
70,F,18.69,9885,0.85
70,B,19.81,6726,0.99
70,C,21.7,6846,1.01
70,B,23.55,6822,1.0
70,D,25.07,7819,0.88
70,G,27.07,7555,0.62
70,B,29.42,6894,1.02
70,F,31.29,9837,0.79
70,A,32.3,6798,1.0
70,X,35.34,6882,0.85
71,F,9.93,10054,0.72
71,G,11.09,7507,0.69
71,C,13.33,6750,0.99
71,A,15.04,6774,0.99
71,G,18.35,7483,0.68
71,F,20.5,9765,0.87
71,B,21.78,6822,1.01
71,C,23.67,6870,1.01
71,B,25.55,6846,1.01
71,G,27.58,7411,0.86
71,E,29.96,7651,0.79
71,D,30.9,7987,0.7
71,X,32.89,6882,0.9
72,G,9.93,7555,0.59
72,F,12.3,10078,0.69
72,B,13.51,6750,0.99
72,C,15.42,6750,0.98
72,E,17.37,7675,0.82
72,D,18.37,7747,0.76
72,B,20.39,6750,0.99
72,E,22.43,7723,0.89
72,G,23.79,7363,0.77
72,B,26.03,6870,1.01
72,D,27.69,8012,0.67
72,C,29.76,6774,0.99
72,G,31.54,7435,0.74
72,F,33.8,10030,0.75
72,C,34.82,6798,0.99
72,G,36.48,7555,0.63
72,E,38.67,7555,0.59
72,F,40.1,9861,0.92
72,G,41.15,7435,0.88
72,B,43.37,6774,0.99
72,E,45.35,7555,0.6
72,G,46.86,7483,0.8
72,D,48.86,7795,0.83
72,G,50.99,7339,0.8
72,D,52.83,7915,0.79
72,G,54.86,7555,0.6
72,E,57.18,7675,0.75
72,G,58.71,7531,0.6
72,F,61.01,9765,0.87
72,D,61.65,7915,0.76
72,A,63.72,6726,0.99
72,X,66.79,6882,0.92
73,D,9.56,7987,0.69
73,E,11.62,7555,0.62
73,D,12.57,7747,0.82
73,G,14.78,7579,0.52
73,D,16.6,7795,0.8
73,B,18.79,6798,1.0
73,A,20.89,6870,1.02
73,C,23.94,6774,0.99
73,B,25.82,6846,1.01
73,D,27.38,7747,0.85
73,E,29.55,7819,0.77
73,D,30.58,7867,0.79
73,E,32.6,7579,0.68
73,D,33.52,7939,0.75
73,E,35.56,7747,0.86
73,A,37.14,6798,1.0
73,D,40.05,7771,0.82
73,E,42.23,7675,0.85
73,D,43.15,7771,0.82
73,G,45.21,7411,0.74
73,D,47.0,7963,0.74
73,G,49.13,7483,0.65
73,A,51.33,6726,0.99
73,F,54.55,9813,0.83
73,D,55.4,7795,0.88
73,A,57.51,6726,0.99
73,B,60.84,6774,0.99
73,G,62.83,7411,0.85
73,D,64.78,8036,0.68
73,G,66.9,7363,0.83
73,F,69.22,9957,0.87
73,B,70.3,6774,0.99
73,A,72.33,6726,0.99
73,G,75.43,7531,0.67
73,D,77.28,7987,0.74
73,E,79.38,7651,0.77
73,D,80.54,7867,0.84
73,E,82.53,7651,0.77
73,D,83.55,7819,0.84
73,B,85.55,6726,0.99
73,D,87.18,7891,0.83
73,G,89.22,7435,0.79
73,F,91.34,9885,0.87
73,C,92.37,6894,1.01
73,X,94.01,6882,0.94
74,C,9.99,6726,0.98
74,G,11.85,7483,0.76
